LOCAL_MEETING_DATE,SCHEDULED_RACE_TIME_MELBOURNE,ACTUAL_OFF_TIME_MELBOURNE,TRACK,STATE_CODE,RACE_NO,WIN_MARKET_ID,WIN_MARKET_NAME,PLACE_MARKET_ID,TRACK_TYPE,DISTANCE,RACE_TYPE,RACE_SPEED,PLACES_PAID,SELECTION_ID,SILK_NUMBER,SELECTION_NAME,SPEED_CATEGORY,EARLY_SPEED,LATE_SPEED,CARROT_CRUNCHER_RATED_PRICE,TOP_5_RANK,STALL_DRAW,TRAINER_NAME,JOCKEY_NAME,WEIGHT_VALUE,DAYS_SINCE_LAST_RUN,COLOUR_TYPE,FORM,SEX_TYPE,AGE,BRED,DAM_BRED,DAM_NAME,SIRE_BRED,SIRE_NAME,DAMSIRE_BRED,DAMSIRE_NAME,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,AVG_CORP_PRICE_AT_OFF,WIN_BSP_VOLUME,WIN_PREPLAY_MAX_PRICE_TAKEN,WIN_PREPLAY_MIN_PRICE_TAKEN,WIN_PREPLAY_LAST_PRICE_TAKEN,WIN_PREPLAY_WEIGHTED_AVERAGE_PRICE_TAKEN,WIN_PREPLAY_VOLUME,WIN_INPLAY_MAX_PRICE_TAKEN,WIN_INPLAY_MIN_PRICE_TAKEN,WIN_LAST_PRICE_TAKEN,WIN_INPLAY_WEIGHTED_AVERAGE_PRICE_TAKEN,WIN_INPLAY_VOLUME,PLACE_BSP_VOLUME,PLACE_MAX_PRICE_TAKEN,PLACE_MIN_PRICE_TAKEN,PLACE_LAST_PRICE_TAKEN,PLACE_WEIGHTED_AVERAGE_PRICE_TAKEN,PLACE_PREPLAY_VOLUME,BEST_AVAIL_BACK_AT_10AM_MELB_TIME,BEST_AVAIL_LAY_AT_10AM_MELB_TIME,BACK_MARKET_PERCENTAGE_AT_10AM_MELB_TIME,LAY_MARKET_PERCENTAGE_AT_10AM_MELB_TIME
1/11/2025,2:46:00 PM,2:46:08 PM,Alice Springs,NT,1,249869094,R1 1200m Hcap,249869095,Country,1200,Hcap,Average,2,55819249,1,Revolution Rising,No Data,0.0,2.0,11.4,4.0,3,Greg Connor,Lek Maloney,60.5,21,b,73166,g,5,AUS,AUS,Beautiful Dawn,AUS,Russian Revolution,IRE,Sea The Stars,0,10.0,1,4.35,8.3333,245.03,13.5,9.4,10.0,11.25,512.25,15.5,8.2,15.5,10.09,28.21,12.12,,,,,,11.5,27.0,1.04,0.71
1/11/2025,2:46:00 PM,2:46:08 PM,Alice Springs,NT,1,249869094,R1 1200m Hcap,249869095,Country,1200,Hcap,Average,2,83605146,2,Battle Jack,On-Pace,0.8333333333333334,1.0,24.66,,2,Ray Viney,Sonja Logan,60.0,21,ch,7241,g,4,AUS,AUS,Miss Adelaide,AUS,Long Leaf,USA,Fusaichi Pegasus,0,22.07,0,7.6,16.6667,100.49,26.0,19.0,22.0,23.17,85.72,36.0,2.6,2.6,7.03,97.45,49.93,9.6,9.6,9.6,9.6,0.1,19.0,55.0,1.04,0.71
1/11/2025,2:46:00 PM,2:46:08 PM,Alice Springs,NT,1,249869094,R1 1200m Hcap,249869095,Country,1200,Hcap,Average,2,90525047,3,Demiquaver,Off-Pace,0.6666666666666666,5.0,2.91,2.0,4,Lisa Whittle,Paul Denton,59.0,51,b,x7629,m,4,AUS,AUS,Complete Rort,AUS,Hallowed Crown,AUS,Fastnet Rock,1,3.52,1,2.04,2.7667,553.0,3.75,2.74,3.45,3.31,768.68,5.6,3.7,5.6,4.65,22.91,59.42,,,,,,2.92,3.45,1.04,0.71
1/11/2025,2:46:00 PM,2:46:08 PM,Alice Springs,NT,1,249869094,R1 1200m Hcap,249869095,Country,1200,Hcap,Average,2,64545696,4,Even Sharper,Midfield,0.5,2.0,3.4,3.0,5,Greg Connor,Danielle Hirini,59.0,77,b,2880x,g,5,AUS,AUS,Sharpness,USA,More Than Ready,AUS,Wanted,0,3.02,0,1.96,2.8,2026.73,3.45,2.86,3.0,3.1,1691.13,5.2,1.62,2.4,3.01,209.45,55.5,1.97,1.75,1.96,1.84,100.37,3.2,3.8,1.04,0.71
1/11/2025,2:46:00 PM,2:46:08 PM,Alice Springs,NT,1,249869094,R1 1200m Hcap,249869095,Country,1200,Hcap,Average,2,37430595,5,Travanti,No Data,0.0,5.0,11.34,1.0,1,Kevin Lamprecht,Ianish Luximon,57.5,21,b,6x532,g,9,AUS,AUS,Hill Street Blues,AUS,Written Tycoon,NZ,Octagonal,0,13.0,0,4.4,8.5,294.52,13.0,10.5,13.0,11.99,136.91,12.5,3.75,7.8,8.55,144.86,70.48,4.4,4.4,4.4,4.4,59.76,11.5,36.0,1.04,0.71
1/11/2025,2:46:00 PM,2:46:08 PM,Alice Springs,NT,1,249869094,R1 1200m Hcap,249869095,Country,1200,Hcap,Average,2,59685501,6,Boomerconi,Backmarker,0.1666666666666666,4.0,7.57,5.0,6,Dick Leech,Deborah Barton,56.0,6,b,57523,g,6,AUS,AUS,War Baby,AUS,Nicconi,AUS,Warhead,0,7.59,0,2.99,5.5,403.91,8.6,6.2,7.4,7.02,434.74,70.0,5.0,50.0,7.38,53.45,205.6,3.0,2.88,3.0,2.98,102.76,7.2,13.5,1.04,0.71
1/11/2025,2:46:00 PM,2:46:08 PM,Alice Springs,NT,1,249869094,R1 1200m Hcap,249869095,Country,1200,Hcap,Average,2,59683964,7,Ribtickler,No Data,0.0,3.0,73.56,,7,Peter Stennett,Raymond Vigar,55.0,21,br,85867,g,6,NZ,NZ,Alberton Princess,IRE,Ribchester,IRE,Golan,0,36.74,0,16.5,29.0,113.43,48.0,34.0,38.0,38.26,35.97,200.0,75.0,200.0,83.59,3.09,12.16,16.5,9.8,16.5,13.93,12.97,55.0,290.0,1.04,0.71
1/11/2025,3:26:00 PM,3:26:39 PM,Alice Springs,NT,2,249869099,R2 1200m Hcap,249869100,Country,1200,Hcap,Average,2,88694083,1,Mougenot,On-Pace,0.8333333333333334,4.0,1.83,1.0,5,Ray Viney,Ianish Luximon,60.0,27,br,83x11,g,4,AUS,AUS,Petrelle,AUS,I Am Invincible,AUS,Fastnet Rock,1,1.63,1,1.23,1.5,5149.26,2.34,1.62,1.65,1.67,6098.71,3.2,1.01,1.01,1.48,2794.51,333.6,1.28,1.2,1.23,1.23,80.29,1.5,2.56,1.17,0.63
1/11/2025,3:26:00 PM,3:26:39 PM,Alice Springs,NT,2,249869099,R2 1200m Hcap,249869100,Country,1200,Hcap,Average,2,81813123,2,Grinzinger Lass,No Data,0.0,1.0,4.71,3.0,2,Ray Viney,Sonja Logan,58.0,27,b,42114,m,4,AUS,AUS,Lurline,IRE,Shalaa,NZ,Dundeel,0,5.46,1,1.96,4.0667,912.0,5.4,3.75,5.3,4.85,1393.05,130.0,1.54,120.0,5.98,118.53,1.0,1.96,1.89,1.96,1.9,11.03,3.9,7.6,1.17,0.63
1/11/2025,3:26:00 PM,3:26:39 PM,Alice Springs,NT,2,249869099,R2 1200m Hcap,249869100,Country,1200,Hcap,Average,2,90525048,3,Checkthemenu,On-Pace,0.75,4.0,10.83,4.0,3,Rene Taylor,Raymond Vigar,57.5,84,b,1352x,g,4,AUS,AUS,Miss Hostie,AUS,Pariah,NZ,Filante,0,10.5,0,3.8,8.0,648.98,12.0,8.8,10.5,10.94,221.26,470.0,2.02,470.0,11.75,55.97,77.89,,,,,,9.2,21.0,1.17,0.63
