LOCAL_MEETING_DATE,SCHEDULED_RACE_TIME_MELBOURNE,ACTUAL_OFF_TIME_MELBOURNE,TRACK,STATE_CODE,RACE_NO,WIN_MARKET_ID,WIN_MARKET_NAME,PLACE_MARKET_ID,TRACK_TYPE,DISTANCE,RACE_TYPE,RACE_SPEED,PLACES_PAID,SELECTION_ID,SILK_NUMBER,SELECTION_NAME,SPEED_CATEGORY,EARLY_SPEED,LATE_SPEED,CARROT_CRUNCHER_RATED_PRICE,TOP_5_RANK,STALL_DRAW,TRAINER_NAME,JOCKEY_NAME,WEIGHT_VALUE,DAYS_SINCE_LAST_RUN,COLOUR_TYPE,FORM,SEX_TYPE,AGE,BRED,DAM_BRED,DAM_NAME,SIRE_BRED,SIRE_NAME,DAMSIRE_BRED,DAMSIRE_NAME,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,AVG_CORP_PRICE_AT_OFF,WIN_BSP_VOLUME,WIN_PREPLAY_MAX_PRICE_TAKEN,WIN_PREPLAY_MIN_PRICE_TAKEN,WIN_PREPLAY_LAST_PRICE_TAKEN,WIN_PREPLAY_WEIGHTED_AVERAGE_PRICE_TAKEN,WIN_PREPLAY_VOLUME,WIN_INPLAY_MAX_PRICE_TAKEN,WIN_INPLAY_MIN_PRICE_TAKEN,WIN_LAST_PRICE_TAKEN,WIN_INPLAY_WEIGHTED_AVERAGE_PRICE_TAKEN,WIN_INPLAY_VOLUME,PLACE_BSP_VOLUME,PLACE_MAX_PRICE_TAKEN,PLACE_MIN_PRICE_TAKEN,PLACE_LAST_PRICE_TAKEN,PLACE_WEIGHTED_AVERAGE_PRICE_TAKEN,PLACE_PREPLAY_VOLUME,BEST_AVAIL_BACK_AT_10AM_MELB_TIME,BEST_AVAIL_LAY_AT_10AM_MELB_TIME,BACK_MARKET_PERCENTAGE_AT_10AM_MELB_TIME,LAY_MARKET_PERCENTAGE_AT_10AM_MELB_TIME
14/11/2025,1:16:00 PM,1:17:32 PM,Ballina,NSW,1,250468464,R1 1305m Mdn,250468465,Country,1305,Mdn,Average,2,91115321,1,Maurraqa,No Data,0.0,Unknown,2.25,3.0,2,Matthew Dunn,Andrew Mallyon,59.0,0,gr,,g,3,AUS,AUS,Sarraqa,JPN,Maurice,AUS,Snitzel,1,1.83,1,1.52,1.6,4369.01,2.4,1.71,1.83,1.78,8359.66,1.88,1.01,1.01,1.22,2518.18,232.22,1.52,1.29,1.52,1.35,712.75,2.4,2.72,0.98,0.67
14/11/2025,1:16:00 PM,1:17:32 PM,Ballina,NSW,1,250468464,R1 1305m Mdn,250468465,Country,1305,Mdn,Average,2,86099298,2,Flee With Me,Off-Pace,0.6666666666666666,4.0,4.89,1.0,5,Samantha McGuren,Ben Looker,57.0,117,ch,3252x,m,4,AUS,AUS,Rosarian,AUS,Showtime,AUS,Manhattan Rain,0,9.0,0,2.88,5.3667,741.95,9.0,4.1,8.2,7.5,1098.05,1000.0,5.9,360.0,29.35,41.16,48.25,2.9,2.04,2.82,2.6,271.19,4.4,8.2,0.98,0.67
14/11/2025,1:16:00 PM,1:17:32 PM,Ballina,NSW,1,250468464,R1 1305m Mdn,250468465,Country,1305,Mdn,Average,2,91115322,3,Junostar,No Data,0.0,Unknown,14.97,,3,Stephen Lee,Nozi Tomizawa,57.0,0,b,,f,3,AUS,AUS,Shimmering Light,NZ,Dundeel,AUS,Smart Missile,0,28.41,0,10.5,19.3333,417.91,40.0,19.5,29.0,31.77,191.3,470.0,17.0,210.0,168.45,5.17,48.69,9.4,8.2,8.8,9.26,18.2,13.0,40.0,0.98,0.67
14/11/2025,1:16:00 PM,1:17:32 PM,Ballina,NSW,1,250468464,R1 1305m Mdn,250468465,Country,1305,Mdn,Average,2,1206895,4,Stratton,Off Midfield,0.3333333333333333,5.0,5.01,2.0,4,Andrew Parramore,Anthony Allen,57.0,11,b,79662,g,3,AUS,AUS,Cheree's General,AUS,Goodfella,AUS,General Nediym,0,5.7,1,2.08,4.5333,1970.67,6.6,5.1,5.2,5.41,1468.25,1000.0,5.3,380.0,15.3,58.08,123.16,2.28,2.06,2.14,2.13,432.0,5.7,9.8,0.98,0.67
14/11/2025,1:16:00 PM,1:17:32 PM,Ballina,NSW,1,250468464,R1 1305m Mdn,250468465,Country,1305,Mdn,Average,2,54439616,5,Magic Sound,Off Midfield,0.27775,2.0,122.19,,7,Frank Dichiera,Cobi Vitler,56.5,20,ch,x6797,g,7,AUS,AUS,Avenue Whisper,AUS,Sebring,IRE,Street Cry,0,508.35,0,55.33,134.3333,106.02,870.0,220.0,580.0,562.07,28.17,1000.0,90.0,1000.0,493.53,15.06,15.13,210.0,18.0,200.0,71.32,12.11,130.0,360.0,0.98,0.67
14/11/2025,1:16:00 PM,1:17:32 PM,Ballina,NSW,1,250468464,R1 1305m Mdn,250468465,Country,1305,Mdn,Average,2,86933895,6,Rainsitpours,On-Pace,0.8333333333333334,1.0,151.59,5.0,6,Vanessa McLennan,Noriyuki Masuda,56.5,17,b,32078,g,4,GB,IRE,Rainbow Falls,GB,Kingman,IRE,Dubawi,0,75.94,0,20.0,42.6667,278.2,120.0,80.0,100.0,93.65,60.16,1000.0,9.2,1000.0,40.77,111.86,30.12,23.0,16.5,21.0,18.81,12.54,85.0,350.0,0.98,0.67
14/11/2025,1:16:00 PM,1:17:32 PM,Ballina,NSW,1,250468464,R1 1305m Mdn,250468465,Country,1305,Mdn,Average,2,82856109,7,Wakadaisho,Off Midfield,0.2222499999999999,3.0,14.37,4.0,1,Stephen Lee,Bella Youngberry,56.5,17,ch,649x7,g,4,AUS,JPN,Heaven's Choice,AUS,Showtime,JPN,Manhattan Cafe,0,8.89,0,3.8,10.1667,1311.16,24.0,9.2,9.4,11.37,1186.34,1000.0,7.6,280.0,12.83,208.64,56.14,4.1,3.25,3.8,3.55,108.21,16.0,22.0,0.98,0.67
14/11/2025,1:49:00 PM,1:50:34 PM,Ballina,NSW,2,250468469,R2 1005m CL2,250468470,Country,1005,CL2,Fast,3,91115323,1,Cryptoshare,On-Pace,0.7666666666666666,5.0,3.94,1.0,2,Peter Sinclair,Jett Newman,61.0,528,b,0x15x,g,5,AUS,CAN,Cryptic Message,AUS,Overshare,USA,Cryptograph,0,5.4,0,1.85,4.8667,1141.7,6.8,4.2,5.6,5.51,3926.91,780.0,5.2,280.0,10.72,213.86,248.28,2.1,1.81,1.98,1.88,602.66,3.7,7.8,1.16,0.49
14/11/2025,1:49:00 PM,1:50:34 PM,Ballina,NSW,2,250468469,R2 1005m CL2,250468470,Country,1005,CL2,Fast,3,80892025,2,Amayas Secret,On-Pace,0.7999999999999999,5.0,8.48,4.0,5,Stephen Lee,Bella Youngberry,58.0,17,br,211x5,m,4,AUS,AUS,Teeancee,IRE,Territories,AUS,Hinchinbrook,0,14.5,1,2.62,7.6667,730.79,13.5,8.8,12.0,11.98,1636.79,470.0,8.6,450.0,17.23,186.22,149.64,2.82,2.32,2.56,2.56,85.22,9.0,29.0,1.16,0.49
14/11/2025,1:49:00 PM,1:50:34 PM,Ballina,NSW,2,250468469,R2 1005m CL2,250468470,Country,1005,CL2,Fast,3,80974124,3,Confederate Lady,Midfield,0.5,2.0,3.14,2.0,1,Scott Henley,Ben Looker,56.5,17,b,45x14,m,4,AUS,AUS,Rebel Miss,AUS,Supido,AUS,Krupt,0,2.34,1,1.24,1.95,3492.1,2.72,2.18,2.32,2.33,10088.84,1000.0,1.48,80.0,3.21,667.13,231.17,1.29,1.21,1.26,1.23,377.42,2.48,5.0,1.16,0.49
