gameId,gameTimeLocal,gameTimeUTC,duration,gameCode,gameStatusText,gameStatus,regulationPeriods,period,arenaId,arenaName,arenaCity,arenaState,arenaCountry,arenaTimezone,teamId,teamName,teamCity,teamTricode,score,teamStatus,status,order,personId,jerseyNum,position,starter,oncourt,played,name,nameI,firstName,familyName,statistics.assists,statistics.blocks,statistics.blocksReceived,statistics.fieldGoalsAttempted,statistics.fieldGoalsMade,statistics.fieldGoalsPercentage,statistics.foulsOffensive,statistics.foulsDrawn,statistics.foulsPersonal,statistics.foulsTechnical,statistics.freeThrowsAttempted,statistics.freeThrowsMade,statistics.freeThrowsPercentage,statistics.minus,statistics.minutes,statistics.minutesCalculated,statistics.plus,statistics.plusMinusPoints,statistics.points,statistics.pointsFastBreak,statistics.pointsInThePaint,statistics.pointsSecondChance,statistics.reboundsDefensive,statistics.reboundsOffensive,statistics.reboundsTotal,statistics.steals,statistics.threePointersAttempted,statistics.threePointersMade,statistics.threePointersPercentage,statistics.turnovers,statistics.twoPointersAttempted,statistics.twoPointersMade,statistics.twoPointersPercentage,notPlayingReason,notPlayingDescription
0022400271,2024-11-24T15:30:00-05:00,2024-11-24T20:30:00Z,92,20241124/MINBOS,Q3 :41.5,2,4,3,17,TD Garden,Boston,MA,US,America/New_York,1610612750,Timberwolves,Minnesota,MIN,71,AWAY,ACTIVE,1,1630183,3,SF,1,0,1,Jaden McDaniels,J. McDaniels,Jaden,McDaniels,1,0,2,11,2,0.18181818181818202,0,2,3,0,0,0,0.0,58.0,PT22M52.00S,PT23M,41.0,-17.0,6,0,0,3,3,0,3,0,6,2,0.333333333333333,1,5,0,0.0,,
0022400271,2024-11-24T15:30:00-05:00,2024-11-24T20:30:00Z,92,20241124/MINBOS,Q3 :41.5,2,4,3,17,TD Garden,Boston,MA,US,America/New_York,1610612750,Timberwolves,Minnesota,MIN,71,AWAY,ACTIVE,2,203944,30,PF,1,1,1,Julius Randle,J. Randle,Julius,Randle,1,0,3,14,6,0.428571428571429,0,6,0,0,8,6,0.75,67.0,PT26M35.95S,PT27M,50.0,-17.0,19,2,10,0,4,1,5,0,4,1,0.25,0,10,5,0.5,,
0022400271,2024-11-24T15:30:00-05:00,2024-11-24T20:30:00Z,92,20241124/MINBOS,Q3 :41.5,2,4,3,17,TD Garden,Boston,MA,US,America/New_York,1610612750,Timberwolves,Minnesota,MIN,71,AWAY,ACTIVE,3,203497,27,C,1,0,1,Rudy Gobert,R. Gobert,Rudy,Gobert,0,0,0,5,4,0.8,0,2,1,0,2,2,1.0,65.0,PT27M02.00S,PT27M,53.0,-12.0,10,0,8,8,8,8,16,0,0,0,0.0,0,5,4,0.8,,
0022400271,2024-11-24T15:30:00-05:00,2024-11-24T20:30:00Z,92,20241124/MINBOS,Q3 :41.5,2,4,3,17,TD Garden,Boston,MA,US,America/New_York,1610612750,Timberwolves,Minnesota,MIN,71,AWAY,ACTIVE,4,1630162,5,SG,1,1,1,Anthony Edwards,A. Edwards,Anthony,Edwards,4,0,1,16,7,0.4375,0,2,3,0,2,2,1.0,72.0,PT31M01.95S,PT31M,64.0,-8.0,20,3,6,0,5,0,5,0,6,4,0.666666666666666,3,10,3,0.3,,
0022400271,2024-11-24T15:30:00-05:00,2024-11-24T20:30:00Z,92,20241124/MINBOS,Q3 :41.5,2,4,3,17,TD Garden,Boston,MA,US,America/New_York,1610612750,Timberwolves,Minnesota,MIN,71,AWAY,ACTIVE,5,1628978,0,PG,1,0,1,Donte DiVincenzo,D. DiVincenzo,Donte,DiVincenzo,1,0,0,7,3,0.428571428571429,0,1,1,0,0,0,0.0,51.0,PT21M33.00S,PT21M,41.0,-10.0,8,0,2,0,2,0,2,1,5,2,0.4,2,2,1,0.5,,
0022400271,2024-11-24T15:30:00-05:00,2024-11-24T20:30:00Z,92,20241124/MINBOS,Q3 :41.5,2,4,3,17,TD Garden,Boston,MA,US,America/New_York,1610612750,Timberwolves,Minnesota,MIN,71,AWAY,ACTIVE,6,1629638,9,,0,1,1,Nickeil Alexander-Walker,N. Alexander-Walker,Nickeil,Alexander-Walker,4,0,1,6,0,0.0,0,4,1,0,2,2,1.0,38.0,PT18M41.95S,PT19M,43.0,5.0,2,0,0,0,0,0,0,0,4,0,0.0,0,2,0,0.0,,
0022400271,2024-11-24T15:30:00-05:00,2024-11-24T20:30:00Z,92,20241124/MINBOS,Q3 :41.5,2,4,3,17,TD Garden,Boston,MA,US,America/New_York,1610612750,Timberwolves,Minnesota,MIN,71,AWAY,ACTIVE,7,1629675,11,,0,1,1,Naz Reid,N. Reid,Naz,Reid,1,0,0,6,1,0.166666666666667,0,0,2,0,0,0,0.0,36.0,PT16M59.95S,PT17M,39.0,3.0,2,0,2,2,5,0,5,1,3,0,0.0,1,3,1,0.333333333333333,,
0022400271,2024-11-24T15:30:00-05:00,2024-11-24T20:30:00Z,92,20241124/MINBOS,Q3 :41.5,2,4,3,17,TD Garden,Boston,MA,US,America/New_York,1610612750,Timberwolves,Minnesota,MIN,71,AWAY,ACTIVE,8,1642265,4,,0,1,1,Rob Dillingham,R. Dillingham,Rob,Dillingham,0,0,0,4,2,0.5,0,0,1,0,0,0,0.0,25.0,PT10M25.95S,PT10M,24.0,-1.0,4,2,4,0,0,0,0,0,1,0,0.0,0,3,2,0.666666666666666,,
0022400271,2024-11-24T15:30:00-05:00,2024-11-24T20:30:00Z,92,20241124/MINBOS,Q3 :41.5,2,4,3,17,TD Garden,Boston,MA,US,America/New_York,1610612750,Timberwolves,Minnesota,MIN,71,AWAY,ACTIVE,9,1631169,8,,0,0,1,Josh Minott,J. Minott,Josh,Minott,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,8.0,PT01M22.00S,PT01M,0.0,-8.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,
0022400271,2024-11-24T15:30:00-05:00,2024-11-24T20:30:00Z,92,20241124/MINBOS,Q3 :41.5,2,4,3,17,TD Garden,Boston,MA,US,America/New_York,1610612750,Timberwolves,Minnesota,MIN,71,AWAY,ACTIVE,10,1628408,35,,0,0,0,PJ Dozier,P. Dozier,PJ,Dozier,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,PT00M00.00S,PT00M,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,
