LOCAL_MEETING_DATE,SCHEDULED_RACE_TIME_MELBOURNE,ACTUAL_OFF_TIME_MELBOURNE,TRACK,STATE_CODE,RACE_NO,WIN_MARKET_ID,WIN_MARKET_NAME,PLACE_MARKET_ID,TRACK_TYPE,DISTANCE,RACE_TYPE,RACE_SPEED,PLACES_PAID,SELECTION_ID,SILK_NUMBER,SELECTION_NAME,SPEED_CATEGORY,EARLY_SPEED,LATE_SPEED,CARROT_CRUNCHER_RATED_PRICE,TOP_5_RANK,STALL_DRAW,TRAINER_NAME,JOCKEY_NAME,WEIGHT_VALUE,DAYS_SINCE_LAST_RUN,COLOUR_TYPE,FORM,SEX_TYPE,AGE,BRED,DAM_BRED,DAM_NAME,SIRE_BRED,SIRE_NAME,DAMSIRE_BRED,DAMSIRE_NAME,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,AVG_CORP_PRICE_AT_OFF,WIN_BSP_VOLUME,WIN_PREPLAY_MAX_PRICE_TAKEN,WIN_PREPLAY_MIN_PRICE_TAKEN,WIN_PREPLAY_LAST_PRICE_TAKEN,WIN_PREPLAY_WEIGHTED_AVERAGE_PRICE_TAKEN,WIN_PREPLAY_VOLUME,WIN_INPLAY_MAX_PRICE_TAKEN,WIN_INPLAY_MIN_PRICE_TAKEN,WIN_LAST_PRICE_TAKEN,WIN_INPLAY_WEIGHTED_AVERAGE_PRICE_TAKEN,WIN_INPLAY_VOLUME,PLACE_BSP_VOLUME,PLACE_MAX_PRICE_TAKEN,PLACE_MIN_PRICE_TAKEN,PLACE_LAST_PRICE_TAKEN,PLACE_WEIGHTED_AVERAGE_PRICE_TAKEN,PLACE_PREPLAY_VOLUME,BEST_AVAIL_BACK_AT_10AM_MELB_TIME,BEST_AVAIL_LAY_AT_10AM_MELB_TIME,BACK_MARKET_PERCENTAGE_AT_10AM_MELB_TIME,LAY_MARKET_PERCENTAGE_AT_10AM_MELB_TIME
23/11/2025,10:38:00 AM,10:38:56 AM,Ascot Park,NZ,1,250829387,R1 1600m Mdn,250829388,,1600,Mdn,Average,3,91431900,1,Rays Awake,Backmarker,0.0833333333333333,Unknown,7.09,,8,Terry Kennedy,Corey Campbell,58.5,19,b,264x5,g,6,NZ,NZ,Kay's Command,GB,Raise The Flag,AUS,Towkay,0,9.47,0,2.4,,598.28,11.0,8.2,9.8,9.49,403.61,200.0,6.6,170.0,17.59,13.11,12.04,2.7,2.22,2.4,2.58,96.97,5.6,12.0,1.32,0.65
23/11/2025,10:38:00 AM,10:38:56 AM,Ascot Park,NZ,1,250829387,R1 1600m Mdn,250829388,,1600,Mdn,Average,3,68235314,10,First Eminent,On-Pace,0.8333333333333334,Unknown,7.46,,3,Amber Hoffman,Billy Jacobson,56.5,19,b,86x36,m,5,NZ,NZ,Lady Fashion,IRE,Eminent,USA,Stravinsky,0,10.5,1,2.42,,687.64,14.0,10.0,10.5,11.87,390.49,370.0,3.0,350.0,24.01,20.9,43.37,2.96,2.76,2.76,2.81,13.66,6.6,16.5,1.32,0.65
23/11/2025,10:38:00 AM,10:38:56 AM,Ascot Park,NZ,1,250829387,R1 1600m Mdn,250829388,,1600,Mdn,Average,3,91431903,11,Daniellish,Backmarker,0.125,Unknown,110.05,,9,Maurice Forde,Brandon May,56.5,15,b,x9750,m,4,NZ,AUS,Daniela Rosa,NZ,Embellish,AUS,Dane Shadow,0,110.0,0,14.5,,107.82,200.0,65.0,110.0,102.77,63.78,500.0,85.0,370.0,193.0,0.4,2.04,16.5,14.5,16.5,15.83,6.13,48.0,200.0,1.32,0.65
23/11/2025,10:38:00 AM,10:38:56 AM,Ascot Park,NZ,1,250829387,R1 1600m Mdn,250829388,,1600,Mdn,Average,3,7535178,12,Ocean Boulevard,Midfield,0.4583333333333333,Unknown,4.89,,5,Robert Dennis,Elen Nicholas,55.0,21,b,3x534,f,3,NZ,NZ,On Broadway,NZ,Ocean Park,AUS,Pins,1,5.6,1,1.73,,602.45,5.6,4.0,5.6,4.63,748.82,12.0,1.01,1.02,2.99,421.97,11.29,1.93,1.61,1.93,1.66,5.97,3.85,5.6,1.32,0.65
23/11/2025,10:38:00 AM,10:38:56 AM,Ascot Park,NZ,1,250829387,R1 1600m Mdn,250829388,,1600,Mdn,Average,3,91431904,13,Gennaro,Midfield,0.375,Unknown,89.23,,6,Andrea Dickson,Daniel Bothamley,58.5,304,b,0x00x,g,5,NZ,NZ,Greta Valley,AUS,Ghibellines,AUS,Lucky Unicorn,0,55.0,0,22.72,,88.63,240.0,36.0,46.0,63.57,28.15,500.0,32.0,370.0,163.33,0.49,6.43,25.0,14.5,25.0,16.33,29.59,60.0,260.0,1.32,0.65
23/11/2025,10:38:00 AM,10:38:56 AM,Ascot Park,NZ,1,250829387,R1 1600m Mdn,250829388,,1600,Mdn,Average,3,83867562,2,Aye You,Midfield,0.5,Unknown,89.26,,10,Maurice Forde,Kin Kwo,58.5,11,b,44450,g,4,NZ,NZ,Fly The Flag,NZ,The King,GB,Raise The Flag,0,111.0,0,12.91,,102.44,150.0,50.0,50.0,98.4,26.32,500.0,55.0,500.0,173.76,0.38,3.23,13.5,12.5,13.5,13.18,5.87,48.0,320.0,1.32,0.65
23/11/2025,10:38:00 AM,10:38:56 AM,Ascot Park,NZ,1,250829387,R1 1600m Mdn,250829388,,1600,Mdn,Average,3,91431901,4,Captain Davo,Backmarker,0.0416666666666666,Unknown,16.91,,1,Amber Hoffman,Terry Moseley,58.5,19,b,80x6,g,5,NZ,NZ,Shezgorgeous,NZ,Preferment,NZ,O'Reilly,0,25.44,0,5.09,,223.56,32.0,18.5,26.0,23.24,122.49,500.0,12.0,200.0,189.21,1.72,5.59,5.4,4.8,5.4,5.11,5.93,11.5,27.0,1.32,0.65
23/11/2025,10:38:00 AM,10:38:56 AM,Ascot Park,NZ,1,250829387,R1 1600m Mdn,250829388,,1600,Mdn,Average,3,76334814,5,Bee Haven,Midfield,0.4166666666666667,Unknown,104.86,,7,Jess Land,Brett Murray,58.5,23,b,0x0x8,g,5,NZ,NZ,Bizz,AUS,Rageese,GB,Volksraad,0,170.75,0,36.0,,93.97,260.0,120.0,200.0,171.51,42.31,500.0,120.0,500.0,340.0,0.14,,29.0,29.0,29.0,29.0,1.46,50.0,260.0,1.32,0.65
23/11/2025,10:38:00 AM,10:38:56 AM,Ascot Park,NZ,1,250829387,R1 1600m Mdn,250829388,,1600,Mdn,Average,3,72641561,6,Loose Knickers,Off Midfield,0.2083333333333333,Unknown,137.31,,4,Jess Land,Krishna Mudhoo,58.5,29,b,86009,g,6,NZ,AUS,Lingerie Model,NZ,Turn Me Loose,AUS,Flying Spur,0,70.88,1,13.0,,150.62,260.0,36.0,70.0,75.01,83.45,500.0,4.0,490.0,21.5,19.92,32.81,17.5,7.0,13.0,13.2,42.13,60.0,350.0,1.32,0.65
23/11/2025,10:38:00 AM,10:38:56 AM,Ascot Park,NZ,1,250829387,R1 1600m Mdn,250829388,,1600,Mdn,Average,3,88027751,7,Fourofus,Off Midfield,0.2708333333333333,Unknown,2.88,,12,Kelvin Tyler,Kendra Bakker,57.0,21,b,x2272,g,3,NZ,NZ,On Your Own,AUS,Tivaci,NZ,Sacred Falls,0,2.26,0,1.22,,1554.05,2.52,2.0,2.28,2.18,2015.85,370.0,1.93,370.0,2.41,273.97,383.36,1.29,1.2,1.27,1.23,949.45,2.2,4.0,1.32,0.65
