venue_name,match_id,match_home_team,match_away_team,match_date,match_local_time,match_attendance,match_round,match_home_team_goals,match_home_team_behinds,match_home_team_score,match_away_team_goals,match_away_team_behinds,match_away_team_score,match_margin,match_winner,match_weather_temp_c,match_weather_type,player_id,player_first_name,player_last_name,player_height_cm,player_weight_kg,player_is_retired,player_team,guernsey_number,kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,brownlow_votes,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,subbed,player_position,date
Gabba,16753,Brisbane Lions,Melbourne,28/06/2024,19:40:00,0,16,11,20,86,11,15,81,5,Brisbane Lions,23,MOSTLY_SUNNY,11901,Ryan,Lester,192,0,FALSE,Brisbane Lions,35,13,7,6,19,16,84,0,0,0,2,2,1,0,1,2,0,0,6,12,1,0,3,0,1,88,82,NA,0,0,8,275,1,12,0,1,1,0,0,8,11,0,4,0,0,4,0,11,12,0,5,0,3,NA,BPR,28/06/2024
Gabba,16753,Brisbane Lions,Melbourne,28/06/2024,19:40:00,0,16,11,20,86,11,15,81,5,Brisbane Lions,23,MOSTLY_SUNNY,11945,Steven,May,193,0,FALSE,Melbourne,1,17,2,1,18,14,78,0,0,0,1,7,1,0,3,1,1,0,1,4,0,0,4,0,0,96,61,NA,0,0,1,545,5,1,0,0,0,0,0,3,13,0,0,0,0,0,0,3,4.9,0,0,0,4,NA,FB,28/06/2024
Gabba,16753,Brisbane Lions,Melbourne,28/06/2024,19:40:00,0,16,11,20,86,11,15,81,5,Brisbane Lions,23,MOSTLY_SUNNY,11972,Max,Gawn,209,0,FALSE,Melbourne,11,4,2,5,9,5,56,0,0,41,2,0,1,1,0,0,0,0,7,2,1,0,4,0,0,86,77,NA,0,1,7,103,0,0,0,1,1,0,0,4,3,0,2,11,51.3,0,0,6,10.3,80,5,0,3,NA,RK,28/06/2024
Gabba,16753,Brisbane Lions,Melbourne,28/06/2024,19:40:00,0,16,11,20,86,11,15,81,5,Brisbane Lions,23,MOSTLY_SUNNY,12015,Tom,McDonald,195,0,FALSE,Melbourne,25,9,4,9,18,12,67,0,0,0,3,4,1,1,4,1,1,0,6,10,0,0,15,0,0,96,67,NA,1,0,2,293,5,6,0,0,3,0,0,8,5,0,5,0,0,1,0,9,11.7,0,1,0,15,NA,CHB,28/06/2024
Gabba,16753,Brisbane Lions,Melbourne,28/06/2024,19:40:00,0,16,11,20,86,11,15,81,5,Brisbane Lions,23,MOSTLY_SUNNY,12034,Adam,Tomlinson,194,0,FALSE,Melbourne,20,5,3,3,8,6,75,0,0,0,3,4,0,0,1,0,1,0,3,3,0,0,1,0,0,86,39,NA,0,0,0,180,2,3,0,0,0,0,0,7,4,0,3,0,0,0,0,8,3.1,0,0,0,1,NA,INT,28/06/2024
Gabba,16753,Brisbane Lions,Melbourne,28/06/2024,19:40:00,0,16,11,20,86,11,15,81,5,Brisbane Lions,23,MOSTLY_SUNNY,12061,Lachie,Neale,178,0,FALSE,Brisbane Lions,9,14,9,15,29,22,76,0,0,0,0,2,3,6,0,1,0,0,12,16,1,0,0,0,0,85,100,NA,2,4,7,232,0,1,0,0,0,0,0,8,10,1,9,0,0,0,1,18,14.4,0,0,0,0,NA,R,28/06/2024
Gabba,16753,Brisbane Lions,Melbourne,28/06/2024,19:40:00,0,16,11,20,86,11,15,81,5,Brisbane Lions,23,MOSTLY_SUNNY,12082,Dayne,Zorko,175,0,FALSE,Brisbane Lions,15,21,9,7,28,22,79,0,0,0,4,6,1,0,3,1,1,0,4,17,0,0,1,0,0,81,118,NA,0,0,6,552,1,7,0,0,0,0,0,11,17,0,4,0,0,1,0,19,14.9,0,2,0,1,NA,BPL,28/06/2024
Gabba,16753,Brisbane Lions,Melbourne,28/06/2024,19:40:00,0,16,11,20,86,11,15,81,5,Brisbane Lions,23,MOSTLY_SUNNY,12152,Jack,Viney,179,0,FALSE,Melbourne,7,18,1,8,26,10,39,0,0,0,8,3,7,9,5,2,1,0,19,10,0,0,4,0,2,77,104,NA,5,4,10,518,9,5,1,0,0,0,0,14,5,1,12,0,0,0,0,29,17,0,3,0,0,NA,RR,28/06/2024
Gabba,16753,Brisbane Lions,Melbourne,28/06/2024,19:40:00,0,16,11,20,86,11,15,81,5,Brisbane Lions,23,MOSTLY_SUNNY,12205,Joe,Daniher,201,0,FALSE,Brisbane Lions,3,12,8,3,15,8,53,2,1,1,1,0,4,1,3,0,0,0,4,9,1,3,1,1,0,96,84,NA,0,1,4,362,5,3,0,0,1,2,0,2,6,1,2,0,5.9,1,3,8,11.1,17,0,4,1,NA,FF,28/06/2024
Gabba,16753,Brisbane Lions,Melbourne,28/06/2024,19:40:00,0,16,11,20,86,11,15,81,5,Brisbane Lions,23,MOSTLY_SUNNY,12284,Charlie,Cameron,180,0,FALSE,Brisbane Lions,23,7,4,2,9,4,44,2,0,0,0,3,2,1,4,0,1,0,7,6,0,1,2,1,0,82,46,NA,0,1,4,242,3,1,0,0,0,0,0,3,4,2,4,0,0,0,1,18,9.1,0,1,2,0,NA,HFFL,28/06/2024
