venue_name,match_id,match_home_team,match_away_team,match_date,match_local_time,match_attendance,match_round,match_home_team_goals,match_home_team_behinds,match_home_team_score,match_away_team_goals,match_away_team_behinds,match_away_team_score,match_margin,match_winner,match_weather_temp_c,match_weather_type,player_id,player_first_name,player_last_name,player_height_cm,player_weight_kg,player_is_retired,player_team,guernsey_number,kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,brownlow_votes,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,subbed,player_position,date
MCG,16762,Collingwood,Essendon,5/07/2024,19:40:00,0,17,12,8,80,13,14,92,12,Essendon,13,OVERCAST,11506,Scott,Pendlebury,191,0,FALSE,Collingwood,10,11,7,13,24,23,96,1,0,0,6,1,4,4,1,1,0,0,8,17,0,0,2,0,1,76,111,NA,3,1,8,347,2,3,0,0,0,0,0,13,10,1,5,0,0,1,0,21,21.5,0,1,1,1,NA,C,5/07/2024
MCG,16762,Collingwood,Essendon,5/07/2024,19:40:00,0,17,12,8,80,13,14,92,12,Essendon,13,OVERCAST,11759,Steele,Sidebottom,184,0,FALSE,Collingwood,22,22,11,12,34,26,77,0,0,0,2,4,1,2,3,0,1,0,8,24,0,0,0,1,1,89,128,NA,1,1,7,513,7,7,0,0,0,0,0,16,16,0,8,0,0,2,0,20,16.9,0,2,0,0,NA,WL,5/07/2024
MCG,16762,Collingwood,Essendon,5/07/2024,19:40:00,0,17,12,8,80,13,14,92,12,Essendon,13,OVERCAST,11973,Jeremy,Howe,190,0,FALSE,Collingwood,38,8,6,3,11,8,73,2,0,0,1,0,4,0,3,0,1,0,2,9,2,2,0,0,1,86,61,NA,0,0,4,237,3,0,1,0,0,2,0,2,5,0,0,0,0,0,0,11,7.2,0,0,2,0,NA,CHB,5/07/2024
MCG,16762,Collingwood,Essendon,5/07/2024,19:40:00,0,17,12,8,80,13,14,92,12,Essendon,13,OVERCAST,12029,Will,Hoskin-Elliott,186,0,FALSE,Collingwood,32,16,3,4,20,15,75,0,0,0,2,5,1,0,2,0,0,0,2,14,0,0,3,1,1,82,73,NA,0,0,3,330,6,4,0,0,0,0,0,7,11,0,2,0,0,1,0,11,12.4,0,1,0,3,NA,INT,5/07/2024
MCG,16762,Collingwood,Essendon,5/07/2024,19:40:00,0,17,12,8,80,13,14,92,12,Essendon,13,OVERCAST,12032,Dylan,Shiel,182,0,FALSE,Essendon,9,14,5,12,26,20,77,0,0,0,8,0,0,6,0,1,0,0,12,15,0,0,1,0,2,64,114,NA,5,1,7,253,3,4,3,0,0,0,0,7,9,2,7,0,0,1,0,23,14.5,0,2,0,0,NA,INT,5/07/2024
MCG,16762,Collingwood,Essendon,5/07/2024,19:40:00,0,17,12,8,80,13,14,92,12,Essendon,13,OVERCAST,12067,Jack,Crisp,190,0,FALSE,Collingwood,25,15,6,9,24,17,71,3,0,0,4,1,4,5,6,0,1,0,11,11,0,1,0,0,0,72,112,NA,1,4,6,510,6,3,1,0,0,0,0,11,9,2,10,0,0,0,0,19,22.4,0,3,3,0,NA,INT,5/07/2024
MCG,16762,Collingwood,Essendon,5/07/2024,19:40:00,0,17,12,8,80,13,14,92,12,Essendon,13,OVERCAST,12173,Jake,Stringer,192,0,FALSE,Essendon,25,8,3,8,16,11,69,1,1,0,1,0,2,2,2,0,0,0,4,12,0,2,2,0,0,78,60,NA,2,0,3,302,4,0,0,0,0,1,1,1,5,1,2,0,0,0,1,16,8.2,0,0,2,1,NA,INT,5/07/2024
MCG,16762,Collingwood,Essendon,5/07/2024,19:40:00,0,17,12,8,80,13,14,92,12,Essendon,13,OVERCAST,12249,Zach,Merrett,179,0,FALSE,Essendon,7,19,6,11,30,24,80,1,1,0,4,2,3,5,3,0,0,0,10,18,0,1,3,0,1,86,120,NA,1,4,15,474,3,6,0,0,0,0,0,18,13,1,9,0,0,0,0,29,33.7,0,6,2,2,NA,R,5/07/2024
MCG,16762,Collingwood,Essendon,5/07/2024,19:40:00,0,17,12,8,80,13,14,92,12,Essendon,13,OVERCAST,12333,Jordan,De Goey,188,0,FALSE,Collingwood,2,7,5,12,19,16,84,0,0,0,5,2,3,3,5,0,4,0,7,12,0,0,3,0,0,83,68,NA,2,1,4,308,4,3,0,0,0,0,0,13,5,0,6,0,0,0,0,21,10.3,0,0,0,0,NA,RR,5/07/2024
MCG,16762,Collingwood,Essendon,5/07/2024,19:40:00,0,17,12,8,80,13,14,92,12,Essendon,13,OVERCAST,12345,Jake,Kelly,190,0,FALSE,Essendon,29,11,6,6,17,15,88,0,0,0,1,3,1,0,2,1,1,0,1,15,0,0,1,0,0,82,65,NA,0,0,3,194,2,2,0,0,2,0,0,8,9,0,0,0,0,0,0,9,1.4,0,1,0,1,NA,INT,5/07/2024
MCG,16762,Collingwood,Essendon,5/07/2024,19:40:00,0,17,12,8,80,13,14,92,12,Essendon,13,OVERCAST,12358,Kyle,Langford,192,0,FALSE,Essendon,4,10,8,5,15,11,73,2,2,0,2,1,3,0,2,2,1,0,5,10,0,4,2,0,1,95,85,NA,0,0,9,286,1,1,1,0,0,2,0,4,7,2,3,0,0,0,2,12,6.7,0,0,5,2,NA,FPR,5/07/2024
MCG,16762,Collingwood,Essendon,5/07/2024,19:40:00,0,17,12,8,80,13,14,92,12,Essendon,13,OVERCAST,12371,Peter,Wright,203,0,FALSE,Essendon,20,8,7,5,13,8,62,2,0,10,2,0,1,0,4,0,2,0,6,9,1,2,3,0,0,76,79,NA,0,0,2,238,4,1,1,0,0,1,0,2,6,1,3,1,52.6,0,0,10,5.8,19,0,2,1,NA,FF,5/07/2024
MCG,16762,Collingwood,Essendon,5/07/2024,19:40:00,0,17,12,8,80,13,14,92,12,Essendon,13,OVERCAST,12380,Brayden,Maynard,189,0,FALSE,Collingwood,4,15,5,7,22,17,77,0,0,0,1,6,1,1,3,0,0,0,3,15,0,0,2,2,0,85,78,NA,0,1,3,478,5,3,0,0,1,0,0,7,11,0,3,0,0,0,0,10,7.9,0,1,0,2,NA,BPL,5/07/2024
MCG,16762,Collingwood,Essendon,5/07/2024,19:40:00,0,17,12,8,80,13,14,92,12,Essendon,13,OVERCAST,12381,Darcy,Moore,203,0,FALSE,Collingwood,30,8,6,6,14,11,79,0,0,0,0,3,0,0,3,0,1,0,4,9,0,0,8,0,0,91,51,NA,0,0,1,128,3,6,0,0,1,0,0,4,6,0,4,0,0,3,0,4,9.5,0,1,0,8,NA,FB,5/07/2024
