LOCAL_MEETING_DATE,SCHEDULED_RACE_TIME_MELBOURNE,ACTUAL_OFF_TIME_MELBOURNE,TRACK,STATE_CODE,RACE_NO,WIN_MARKET_ID,WIN_MARKET_NAME,PLACE_MARKET_ID,TRACK_TYPE,DISTANCE,RACE_TYPE,RACE_SPEED,PLACES_PAID,SELECTION_ID,SILK_NUMBER,SELECTION_NAME,SPEED_CATEGORY,EARLY_SPEED,LATE_SPEED,CARROT_CRUNCHER_RATED_PRICE,TOP_5_RANK,STALL_DRAW,TRAINER_NAME,JOCKEY_NAME,WEIGHT_VALUE,DAYS_SINCE_LAST_RUN,COLOUR_TYPE,FORM,SEX_TYPE,AGE,BRED,DAM_BRED,DAM_NAME,SIRE_BRED,SIRE_NAME,DAMSIRE_BRED,DAMSIRE_NAME,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,AVG_CORP_PRICE_AT_OFF,WIN_BSP_VOLUME,WIN_PREPLAY_MAX_PRICE_TAKEN,WIN_PREPLAY_MIN_PRICE_TAKEN,WIN_PREPLAY_LAST_PRICE_TAKEN,WIN_PREPLAY_WEIGHTED_AVERAGE_PRICE_TAKEN,WIN_PREPLAY_VOLUME,WIN_INPLAY_MAX_PRICE_TAKEN,WIN_INPLAY_MIN_PRICE_TAKEN,WIN_LAST_PRICE_TAKEN,WIN_INPLAY_WEIGHTED_AVERAGE_PRICE_TAKEN,WIN_INPLAY_VOLUME,PLACE_BSP_VOLUME,PLACE_MAX_PRICE_TAKEN,PLACE_MIN_PRICE_TAKEN,PLACE_LAST_PRICE_TAKEN,PLACE_WEIGHTED_AVERAGE_PRICE_TAKEN,PLACE_PREPLAY_VOLUME,BEST_AVAIL_BACK_AT_10AM_MELB_TIME,BEST_AVAIL_LAY_AT_10AM_MELB_TIME,BACK_MARKET_PERCENTAGE_AT_10AM_MELB_TIME,LAY_MARKET_PERCENTAGE_AT_10AM_MELB_TIME
2025-11-13,16:47:00.000,16:48:07.000,Bunbury,WA,1,250426921,R1 1000m Mdn,250426922,Country,1000,Mdn,Average,3,9181803,1,Peanut Butter,On-Pace,0.7083333333333334,2.0,15.52,5.0,5,Brandon Fiore,Clint Johnston-Porter,58.0,112,ch,7x65x,g,4,AUS,AUS,Anna's Sister,AUS,Maschino,AUS,Playing God,0,24.0,0,4.3,16.6667,1182.02,27.0,18.5,24.0,23.57,1525.47,550.0,26.0,200.0,54.13,20.18,83.26,4.9,4.0,4.4,4.42,436.21,12.0,40.0,1.25,0.7
2025-11-13,16:47:00.000,16:48:07.000,Bunbury,WA,1,250426921,R1 1000m Mdn,250426922,Country,1000,Mdn,Average,3,91029081,10,Jobeths Prayer,No Data,0.0,Unknown,59.95,,4,Rebecca Bayliss,Madi Derrick,56.0,0,br,,m,5,AUS,AUS,Jobeth,AUS,Playing God,USA,Johannesburg,0,230.0,0,25.25,87.6667,175.59,250.0,160.0,250.0,195.5,118.94,650.0,380.0,470.0,471.72,0.6,119.78,40.0,22.0,25.0,26.77,68.07,32.0,180.0,1.25,0.7
2025-11-13,16:47:00.000,16:48:07.000,Bunbury,WA,1,250426921,R1 1000m Mdn,250426922,Country,1000,Mdn,Average,3,91029082,11,Kazzamatazz,No Data,0.0,Unknown,4.78,,1,Misty Bazeley,Lucy Fiore,54.0,0,b,,f,3,AUS,AUS,Tuscany Lady,AUS,Headwater,AUS,Mossman,0,3.5,1,1.57,3.0333,6342.19,5.6,3.3,3.55,3.57,9834.19,500.0,1.62,490.0,4.46,564.06,305.89,1.59,1.5,1.57,1.55,1411.73,3.9,5.8,1.25,0.7
2025-11-13,16:47:00.000,16:48:07.000,Bunbury,WA,1,250426921,R1 1000m Mdn,250426922,Country,1000,Mdn,Average,3,567198,2,Acorn,Backmarker,0.1666666666666666,5.0,8.39,3.0,10,Adam Durrant,William Pike,58.0,28,b,5,g,4,AUS,AUS,Vampi Lass,AUS,Sessions,IRE,Bletchley Park,1,10.5,1,2.97,8.1667,2307.88,12.5,5.1,10.0,10.53,4817.93,11.5,1.01,1.01,1.88,1653.07,54.75,2.98,1.66,2.96,2.71,947.05,5.4,13.5,1.25,0.7
2025-11-13,16:47:00.000,16:48:07.000,Bunbury,WA,1,250426921,R1 1000m Mdn,250426922,Country,1000,Mdn,Average,3,91029077,3,Sinatra Town,No Data,0.0,Unknown,181.41,,6,Kayla Farrell,Peter B Farrell,58.0,0,b,,g,4,AUS,NZ,Sophia Town,USA,War Chant,USA,Johannesburg,0,623.35,0,98.62,159.3333,141.34,990.0,280.0,500.0,562.45,95.64,,,,,,126.51,90.0,50.0,75.0,69.78,19.53,65.0,370.0,1.25,0.7
2025-11-13,16:47:00.000,16:48:07.000,Bunbury,WA,1,250426921,R1 1000m Mdn,250426922,Country,1000,Mdn,Average,3,74300577,4,Bubbles In Rio,Leader,1.0,4.0,12.07,1.0,9,David Harrison,Holly Watson,56.0,28,b,32x56,m,4,AUS,AUS,Rio Flyer,AUS,I'm All The Talk,AUS,Oratorio,0,9.0,0,2.44,8.1667,1642.31,14.5,8.2,8.8,10.07,3716.34,780.0,8.4,580.0,36.36,47.69,124.45,2.68,2.4,2.44,2.54,553.2,7.6,18.5,1.25,0.7
2025-11-13,16:47:00.000,16:48:07.000,Bunbury,WA,1,250426921,R1 1000m Mdn,250426922,Country,1000,Mdn,Average,3,91029078,5,Lemmor,On-Pace,0.8333333333333334,2.0,5.62,4.0,8,Robert & Kate Witten,Shaun O'Donnell,56.0,33,br,32x43,m,5,AUS,AUS,Production,AUS,Rommel,IRE,Alfred Nobel,0,6.01,1,1.77,4.9333,1852.39,6.6,3.6,6.2,5.76,8413.61,580.0,1.44,260.0,3.99,735.85,737.53,1.94,1.76,1.83,1.81,1499.94,4.6,7.6,1.25,0.7
2025-11-13,16:47:00.000,16:48:07.000,Bunbury,WA,1,250426921,R1 1000m Mdn,250426922,Country,1000,Mdn,Average,3,91029079,7,Hellavamoment,Off Midfield,0.3333333333333333,5.0,3.37,2.0,3,Stephen Miller,Brad Parnham,56.0,28,b,43,g,3,AUS,AUS,Precious Moment,AUS,Hellbent,AUS,Charge Forward,0,3.4,0,1.46,2.8333,6686.9,3.6,2.78,3.3,3.28,13088.58,580.0,3.2,480.0,12.02,169.74,1239.6,1.48,1.38,1.46,1.44,781.28,3.4,4.3,1.25,0.7
2025-11-13,16:47:00.000,16:48:07.000,Bunbury,WA,1,250426921,R1 1000m Mdn,250426922,Country,1000,Mdn,Average,3,78781637,8,Gigi Gogo,Midfield,0.5,2.0,45.98,,2,Summer Dickson,Austin Galati,56.0,18,b,595x0,m,5,AUS,AUS,Follonica,USA,More Than Ready,AUS,Flying Spur,0,98.62,0,14.0,69.6667,306.85,170.0,80.0,110.0,120.32,233.13,580.0,120.0,470.0,295.61,2.66,77.21,15.0,13.0,15.0,14.46,128.65,32.0,180.0,1.25,0.7
2025-11-13,16:47:00.000,16:48:07.000,Bunbury,WA,1,250426921,R1 1000m Mdn,250426922,Country,1000,Mdn,Average,3,91029080,9,Miss Weeni,On-Pace,0.7708333333333334,1.0,183.48,,7,Darren Taylor,Chloe Azzopardi,56.0,11,b,0x7,m,4,AUS,AUS,Ngawi,AUS,Snippetson,AUS,Demerit,0,564.59,0,83.25,167.6667,65.41,1000.0,330.0,480.0,656.03,70.58,470.0,450.0,470.0,460.0,0.12,65.92,110.0,40.0,85.0,61.62,52.86,140.0,790.0,1.25,0.7
