gameId,gameTimeLocal,gameTimeUTC,duration,gameCode,gameStatusText,gameStatus,regulationPeriods,period,arenaId,arenaName,arenaCity,arenaState,arenaCountry,arenaTimezone,teamId,teamName,teamCity,teamTricode,score,teamStatus,status,order,personId,jerseyNum,position,starter,oncourt,played,name,nameI,firstName,familyName,statistics.assists,statistics.blocks,statistics.blocksReceived,statistics.fieldGoalsAttempted,statistics.fieldGoalsMade,statistics.fieldGoalsPercentage,statistics.foulsOffensive,statistics.foulsDrawn,statistics.foulsPersonal,statistics.foulsTechnical,statistics.freeThrowsAttempted,statistics.freeThrowsMade,statistics.freeThrowsPercentage,statistics.minus,statistics.minutes,statistics.minutesCalculated,statistics.plus,statistics.plusMinusPoints,statistics.points,statistics.pointsFastBreak,statistics.pointsInThePaint,statistics.pointsSecondChance,statistics.reboundsDefensive,statistics.reboundsOffensive,statistics.reboundsTotal,statistics.steals,statistics.threePointersAttempted,statistics.threePointersMade,statistics.threePointersPercentage,statistics.turnovers,statistics.twoPointersAttempted,statistics.twoPointersMade,statistics.twoPointersPercentage,notPlayingReason,notPlayingDescription
22400257,2024-11-20T20:00:00-07:00,2024-11-21T03:00:00Z,136,20241120/NYKPHX,Final,3,4,4,1000051,Footprint Center,Phoenix,AZ,US,America/Phoenix,1610612752,Knicks,New York,NYK,138,AWAY,ACTIVE,1,1628384,8,SF,1,0,1,OG Anunoby,O. Anunoby,OG,Anunoby,1,0,0,7,4,0.571428571,0,2,3,0,4,4,1,86,PT35M10.97S,PT35M,106,20,14,4,4,0,6,1,7,2,4,2,0.5,2,3,2,0.666666667,,
22400257,2024-11-20T20:00:00-07:00,2024-11-21T03:00:00Z,136,20241120/NYKPHX,Final,3,4,4,1000051,Footprint Center,Phoenix,AZ,US,America/Phoenix,1610612752,Knicks,New York,NYK,138,AWAY,ACTIVE,2,1628404,3,PF,1,0,1,Josh Hart,J. Hart,Josh,Hart,6,0,0,11,8,0.727272727,0,2,2,0,2,1,0.5,90,PT39M05.03S,PT39M,112,22,19,4,12,2,7,4,11,3,3,2,0.666666667,1,8,6,0.75,,
22400257,2024-11-20T20:00:00-07:00,2024-11-21T03:00:00Z,136,20241120/NYKPHX,Final,3,4,4,1000051,Footprint Center,Phoenix,AZ,US,America/Phoenix,1610612752,Knicks,New York,NYK,138,AWAY,ACTIVE,3,1626157,32,C,1,0,1,Karl-Anthony Towns,K. Towns,Karl-Anthony,Towns,2,0,1,19,12,0.631578947,2,5,4,0,8,7,0.875,80,PT34M09.03S,PT34M,103,23,34,2,18,2,9,1,10,1,8,3,0.375,3,11,9,0.818181818,,
22400257,2024-11-20T20:00:00-07:00,2024-11-21T03:00:00Z,136,20241120/NYKPHX,Final,3,4,4,1000051,Footprint Center,Phoenix,AZ,US,America/Phoenix,1610612752,Knicks,New York,NYK,138,AWAY,ACTIVE,4,1628969,25,SG,1,0,1,Mikal Bridges,M. Bridges,Mikal,Bridges,5,0,1,14,7,0.5,0,0,0,0,0,0,0,101,PT40M04.00S,PT40M,120,19,16,8,10,0,3,0,3,1,5,2,0.4,0,9,5,0.555555556,,
22400257,2024-11-20T20:00:00-07:00,2024-11-21T03:00:00Z,136,20241120/NYKPHX,Final,3,4,4,1000051,Footprint Center,Phoenix,AZ,US,America/Phoenix,1610612752,Knicks,New York,NYK,138,AWAY,ACTIVE,5,1628973,11,PG,1,0,1,Jalen Brunson,J. Brunson,Jalen,Brunson,10,0,0,21,12,0.571428571,0,5,1,0,5,5,1,92,PT36M42.00S,PT37M,108,16,36,6,8,0,1,1,2,1,11,7,0.636363636,5,10,5,0.5,,
22400257,2024-11-20T20:00:00-07:00,2024-11-21T03:00:00Z,136,20241120/NYKPHX,Final,3,4,4,1000051,Footprint Center,Phoenix,AZ,US,America/Phoenix,1610612752,Knicks,New York,NYK,138,AWAY,ACTIVE,6,1626166,1,,0,1,1,Cameron Payne,C. Payne,Cameron,Payne,3,0,0,9,4,0.444444444,0,1,1,0,2,2,1,77,PT26M14.00S,PT26M,70,-7,12,2,4,3,0,1,1,1,6,2,0.333333333,1,3,2,0.666666667,,
22400257,2024-11-20T20:00:00-07:00,2024-11-21T03:00:00Z,136,20241120/NYKPHX,Final,3,4,4,1000051,Footprint Center,Phoenix,AZ,US,America/Phoenix,1610612752,Knicks,New York,NYK,138,AWAY,ACTIVE,7,1630579,20,,0,1,1,Jericho Sims,J. Sims,Jericho,Sims,2,0,0,2,2,1,0,0,3,0,0,0,0,42,PT13M50.97S,PT14M,35,-7,4,2,4,2,4,2,6,0,0,0,0,0,2,2,1,,
22400257,2024-11-20T20:00:00-07:00,2024-11-21T03:00:00Z,136,20241120/NYKPHX,Final,3,4,4,1000051,Footprint Center,Phoenix,AZ,US,America/Phoenix,1610612752,Knicks,New York,NYK,138,AWAY,ACTIVE,8,1642278,13,,0,1,1,Tyler Kolek,T. Kolek,Tyler,Kolek,1,0,0,2,1,0.5,0,1,1,0,0,0,0,30,PT11M18.00S,PT11M,30,0,3,0,0,0,1,0,1,1,2,1,0.5,1,0,0,0,,
22400257,2024-11-20T20:00:00-07:00,2024-11-21T03:00:00Z,136,20241120/NYKPHX,Final,3,4,4,1000051,Footprint Center,Phoenix,AZ,US,America/Phoenix,1610612752,Knicks,New York,NYK,138,AWAY,ACTIVE,9,1631210,0,,0,1,1,Jacob Toppin,J. Toppin,Jacob,Toppin,0,0,0,0,0,0,0,0,0,0,0,0,0,6,PT01M43.00S,PT02M,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
22400257,2024-11-20T20:00:00-07:00,2024-11-21T03:00:00Z,136,20241120/NYKPHX,Final,3,4,4,1000051,Footprint Center,Phoenix,AZ,US,America/Phoenix,1610612752,Knicks,New York,NYK,138,AWAY,ACTIVE,10,1642359,4,,0,1,1,Pacôme Dadiet,P. Dadiet,Pacôme,Dadiet,0,0,0,1,0,0,0,0,0,0,0,0,0,6,PT01M43.00S,PT02M,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
