gameId,gameTimeLocal,gameTimeUTC,duration,gameCode,gameStatusText,gameStatus,regulationPeriods,period,arenaId,arenaName,arenaCity,arenaState,arenaCountry,arenaTimezone,teamId,teamName,teamCity,teamTricode,score,teamStatus,status,order,personId,jerseyNum,position,starter,oncourt,played,name,nameI,firstName,familyName,statistics.assists,statistics.blocks,statistics.blocksReceived,statistics.fieldGoalsAttempted,statistics.fieldGoalsMade,statistics.fieldGoalsPercentage,statistics.foulsOffensive,statistics.foulsDrawn,statistics.foulsPersonal,statistics.foulsTechnical,statistics.freeThrowsAttempted,statistics.freeThrowsMade,statistics.freeThrowsPercentage,statistics.minus,statistics.minutes,statistics.minutesCalculated,statistics.plus,statistics.plusMinusPoints,statistics.points,statistics.pointsFastBreak,statistics.pointsInThePaint,statistics.pointsSecondChance,statistics.reboundsDefensive,statistics.reboundsOffensive,statistics.reboundsTotal,statistics.steals,statistics.threePointersAttempted,statistics.threePointersMade,statistics.threePointersPercentage,statistics.turnovers,statistics.twoPointersAttempted,statistics.twoPointersMade,statistics.twoPointersPercentage,notPlayingReason,notPlayingDescription
22400275,2024-11-24T19:30:00-05:00,2024-11-25T00:30:00Z,137,20241124/TORCLE,Final,3,4,4,1000006,Rocket Mortgage FieldHouse,Cleveland,OH,US,America/New_York,1610612761,Raptors,Toronto,TOR,108,AWAY,ACTIVE,1,1630534,30,SF,1,0,1,Ochai Agbaji,O. Agbaji,Ochai,Agbaji,1,0,0,6,4,0.666666667,0,0,1,0,0,0,0,68,PT27M12.00S,PT27M,58,-10,9,4,6,2,4,1,5,0,3,1,0.333333333,1,3,3,1,,
22400275,2024-11-24T19:30:00-05:00,2024-11-25T00:30:00Z,137,20241124/TORCLE,Final,3,4,4,1000006,Rocket Mortgage FieldHouse,Cleveland,OH,US,America/New_York,1610612761,Raptors,Toronto,TOR,108,AWAY,ACTIVE,2,1629628,9,PF,1,0,1,RJ Barrett,R. Barrett,RJ,Barrett,6,1,1,18,6,0.333333333,0,4,1,0,6,2,0.333333333,85,PT32M57.00S,PT33M,72,-13,16,2,6,0,3,3,6,0,6,2,0.333333333,1,12,4,0.333333333,,
22400275,2024-11-24T19:30:00-05:00,2024-11-25T00:30:00Z,137,20241124/TORCLE,Final,3,4,4,1000006,Rocket Mortgage FieldHouse,Cleveland,OH,US,America/New_York,1610612761,Raptors,Toronto,TOR,108,AWAY,ACTIVE,3,1627751,19,C,1,0,1,Jakob Poeltl,J. Poeltl,Jakob,Poeltl,2,2,0,12,5,0.416666667,0,3,2,0,3,2,0.666666667,89,PT33M01.00S,PT33M,75,-14,12,2,10,7,11,8,19,1,1,0,0,1,11,5,0.454545455,,
22400275,2024-11-24T19:30:00-05:00,2024-11-25T00:30:00Z,137,20241124/TORCLE,Final,3,4,4,1000006,Rocket Mortgage FieldHouse,Cleveland,OH,US,America/New_York,1610612761,Raptors,Toronto,TOR,108,AWAY,ACTIVE,4,1641711,1,SG,1,0,1,Gradey Dick,G. Dick,Gradey,Dick,1,0,1,17,6,0.352941176,0,2,3,0,3,3,1,87,PT30M48.00S,PT31M,70,-17,18,5,4,0,2,2,4,0,9,3,0.333333333,1,8,3,0.375,,
22400275,2024-11-24T19:30:00-05:00,2024-11-25T00:30:00Z,137,20241124/TORCLE,Final,3,4,4,1000006,Rocket Mortgage FieldHouse,Cleveland,OH,US,America/New_York,1610612761,Raptors,Toronto,TOR,108,AWAY,ACTIVE,5,1630567,4,PG,1,0,1,Scottie Barnes,S. Barnes,Scottie,Barnes,7,1,0,14,5,0.357142857,0,7,1,0,12,7,0.583333333,89,PT34M05.00S,PT34M,80,-9,18,3,6,2,6,1,7,3,6,1,0.166666667,1,8,4,0.5,,
22400275,2024-11-24T19:30:00-05:00,2024-11-25T00:30:00Z,137,20241124/TORCLE,Final,3,4,4,1000006,Rocket Mortgage FieldHouse,Cleveland,OH,US,America/New_York,1610612761,Raptors,Toronto,TOR,108,AWAY,ACTIVE,6,1630558,45,,0,0,1,Davion Mitchell,D. Mitchell,Davion,Mitchell,3,0,0,4,2,0.5,0,1,3,0,2,0,0,66,PT24M38.00S,PT25M,56,-10,6,3,0,0,1,0,1,1,3,2,0.666666667,6,1,0,0,,
22400275,2024-11-24T19:30:00-05:00,2024-11-25T00:30:00Z,137,20241124/TORCLE,Final,3,4,4,1000006,Rocket Mortgage FieldHouse,Cleveland,OH,US,America/New_York,1610612761,Raptors,Toronto,TOR,108,AWAY,ACTIVE,7,1628449,25,,0,0,1,Chris Boucher,C. Boucher,Chris,Boucher,0,0,1,7,3,0.428571429,0,2,3,0,4,4,1,35,PT14M09.00S,PT14M,39,4,10,0,6,0,2,1,3,2,3,0,0,0,4,3,0.75,,
22400275,2024-11-24T19:30:00-05:00,2024-11-25T00:30:00Z,137,20241124/TORCLE,Final,3,4,4,1000006,Rocket Mortgage FieldHouse,Cleveland,OH,US,America/New_York,1610612761,Raptors,Toronto,TOR,108,AWAY,ACTIVE,8,1642367,2,,0,1,1,Jonathan Mogbo,J. Mogbo,Jonathan,Mogbo,0,1,1,8,4,0.5,0,2,1,0,4,4,1,42,PT20M26.00S,PT21M,43,1,13,2,4,0,5,2,7,1,2,1,0.5,1,6,3,0.5,,
22400275,2024-11-24T19:30:00-05:00,2024-11-25T00:30:00Z,137,20241124/TORCLE,Final,3,4,4,1000006,Rocket Mortgage FieldHouse,Cleveland,OH,US,America/New_York,1610612761,Raptors,Toronto,TOR,108,AWAY,ACTIVE,9,1642419,77,,0,1,1,Jamison Battle,J. Battle,Jamison,Battle,0,0,0,1,0,0,0,0,0,0,0,0,0,10,PT04M19.00S,PT04M,7,-3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
22400275,2024-11-24T19:30:00-05:00,2024-11-25T00:30:00Z,137,20241124/TORCLE,Final,3,4,4,1000006,Rocket Mortgage FieldHouse,Cleveland,OH,US,America/New_York,1610612761,Raptors,Toronto,TOR,108,AWAY,ACTIVE,10,1642347,23,,0,1,1,Jamal Shead,J. Shead,Jamal,Shead,2,0,0,5,2,0.4,1,0,3,0,0,0,0,35,PT16M19.00S,PT16M,40,5,6,3,0,0,2,0,2,1,5,2,0.4,2,0,0,0,,
