gameId,gameTimeLocal,gameTimeUTC,duration,gameCode,gameStatusText,gameStatus,regulationPeriods,period,arenaId,arenaName,arenaCity,arenaState,arenaCountry,arenaTimezone,teamId,teamName,teamCity,teamTricode,score,teamStatus,status,order,personId,jerseyNum,position,starter,oncourt,played,name,nameI,firstName,familyName,statistics.assists,statistics.blocks,statistics.blocksReceived,statistics.fieldGoalsAttempted,statistics.fieldGoalsMade,statistics.fieldGoalsPercentage,statistics.foulsOffensive,statistics.foulsDrawn,statistics.foulsPersonal,statistics.foulsTechnical,statistics.freeThrowsAttempted,statistics.freeThrowsMade,statistics.freeThrowsPercentage,statistics.minus,statistics.minutes,statistics.minutesCalculated,statistics.plus,statistics.plusMinusPoints,statistics.points,statistics.pointsFastBreak,statistics.pointsInThePaint,statistics.pointsSecondChance,statistics.reboundsDefensive,statistics.reboundsOffensive,statistics.reboundsTotal,statistics.steals,statistics.threePointersAttempted,statistics.threePointersMade,statistics.threePointersPercentage,statistics.turnovers,statistics.twoPointersAttempted,statistics.twoPointersMade,statistics.twoPointersPercentage,notPlayingReason,notPlayingDescription
0022400030,2024-11-22T19:00:00-06:00,2024-11-23T01:00:00Z,129,20241122/ATLCHI,Final,3,4,4,66,United Center,Chicago,IL,US,America/Chicago,1610612737,Hawks,Atlanta,ATL,122,AWAY,ACTIVE,1,1642258,10,SF,1,0,1,Zaccharie Risacher,Z. Risacher,Zaccharie,Risacher,1,0,0,4,2,0.5,0,0,3,0,0,0,0.0,46.0,PT15M54.00S,PT16M,37.0,-9.0,4,2,4,0,1,0,1,1,2,0,0.0,1,2,2,1.0,,
0022400030,2024-11-22T19:00:00-06:00,2024-11-23T01:00:00Z,129,20241122/ATLCHI,Final,3,4,4,66,United Center,Chicago,IL,US,America/Chicago,1610612737,Hawks,Atlanta,ATL,122,AWAY,ACTIVE,2,1630552,1,PF,1,1,1,Jalen Johnson,J. Johnson,Jalen,Johnson,5,2,1,19,10,0.5263157894736841,0,2,0,0,4,3,0.75,110.0,PT36M45.00S,PT37M,89.0,-21.0,25,4,14,7,9,4,13,0,5,2,0.4,1,14,8,0.5714285714285711,,
0022400030,2024-11-22T19:00:00-06:00,2024-11-23T01:00:00Z,129,20241122/ATLCHI,Final,3,4,4,66,United Center,Chicago,IL,US,America/Chicago,1610612737,Hawks,Atlanta,ATL,122,AWAY,ACTIVE,3,203991,15,C,1,1,1,Clint Capela,C. Capela,Clint,Capela,3,1,0,14,10,0.714285714285714,0,2,3,0,4,1,0.25,85.0,PT26M41.00S,PT27M,79.0,-6.0,21,2,20,2,6,5,11,0,0,0,0.0,0,14,10,0.714285714285714,,
0022400030,2024-11-22T19:00:00-06:00,2024-11-23T01:00:00Z,129,20241122/ATLCHI,Final,3,4,4,66,United Center,Chicago,IL,US,America/Chicago,1610612737,Hawks,Atlanta,ATL,122,AWAY,ACTIVE,4,1630700,5,SG,1,1,1,Dyson Daniels,D. Daniels,Dyson,Daniels,4,0,2,14,3,0.214285714285714,0,0,2,0,0,0,0.0,97.0,PT32M19.00S,PT32M,91.0,-6.0,8,2,2,0,2,3,5,4,4,2,0.5,1,10,1,0.1,,
0022400030,2024-11-22T19:00:00-06:00,2024-11-23T01:00:00Z,129,20241122/ATLCHI,Final,3,4,4,66,United Center,Chicago,IL,US,America/Chicago,1610612737,Hawks,Atlanta,ATL,122,AWAY,ACTIVE,5,1629027,11,PG,1,1,1,Trae Young,T. Young,Trae,Young,13,1,1,18,8,0.444444444444444,0,5,2,0,8,8,1.0,111.0,PT37M31.00S,PT38M,102.0,-9.0,25,2,12,0,1,0,1,4,8,1,0.125,4,10,7,0.7,,
0022400030,2024-11-22T19:00:00-06:00,2024-11-23T01:00:00Z,129,20241122/ATLCHI,Final,3,4,4,66,United Center,Chicago,IL,US,America/Chicago,1610612737,Hawks,Atlanta,ATL,122,AWAY,ACTIVE,6,1629631,12,,0,1,1,De'Andre Hunter,D. Hunter,De'Andre,Hunter,0,0,0,12,6,0.5,0,3,3,0,1,1,1.0,83.0,PT29M15.00S,PT29M,81.0,-2.0,14,0,8,3,2,0,2,1,4,1,0.25,1,8,5,0.625,,
0022400030,2024-11-22T19:00:00-06:00,2024-11-23T01:00:00Z,129,20241122/ATLCHI,Final,3,4,4,66,United Center,Chicago,IL,US,America/Chicago,1610612737,Hawks,Atlanta,ATL,122,AWAY,ACTIVE,7,203992,13,,0,0,1,Bogdan Bogdanović,B. Bogdanović,Bogdan,Bogdanović,4,0,1,11,6,0.545454545454545,0,2,2,0,0,0,0.0,63.0,PT26M10.00S,PT26M,63.0,0.0,16,0,2,5,1,0,1,1,8,4,0.5,1,3,2,0.666666666666666,,
0022400030,2024-11-22T19:00:00-06:00,2024-11-23T01:00:00Z,129,20241122/ATLCHI,Final,3,4,4,66,United Center,Chicago,IL,US,America/Chicago,1610612737,Hawks,Atlanta,ATL,122,AWAY,ACTIVE,8,1630168,17,,0,0,1,Onyeka Okongwu,O. Okongwu,Onyeka,Okongwu,1,0,1,9,3,0.333333333333333,0,1,0,0,2,1,0.5,51.0,PT21M19.00S,PT21M,43.0,-8.0,7,0,6,2,6,0,6,0,2,0,0.0,0,7,3,0.428571428571429,,
0022400030,2024-11-22T19:00:00-06:00,2024-11-23T01:00:00Z,129,20241122/ATLCHI,Final,3,4,4,66,United Center,Chicago,IL,US,America/Chicago,1610612737,Hawks,Atlanta,ATL,122,AWAY,ACTIVE,9,1641723,4,,0,0,1,Kobe Bufkin,K. Bufkin,Kobe,Bufkin,1,0,2,4,1,0.25,0,0,0,0,0,0,0.0,25.0,PT10M29.00S,PT10M,20.0,-5.0,2,0,2,0,0,2,2,0,1,0,0.0,2,3,1,0.333333333333333,,
0022400030,2024-11-22T19:00:00-06:00,2024-11-23T01:00:00Z,129,20241122/ATLCHI,Final,3,4,4,66,United Center,Chicago,IL,US,America/Chicago,1610612737,Hawks,Atlanta,ATL,122,AWAY,ACTIVE,10,1630249,27,,0,0,1,Vít Krejčí,V. Krejčí,Vít,Krejčí,0,0,2,2,0,0.0,0,1,1,0,0,0,0.0,7.0,PT02M51.00S,PT03M,4.0,-3.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0.0,,
