Date,Track,Race Name,Race,MarketId,SelectionId,Rug,Dog,Rated Price,Early Speed,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,WIN_VALUE
2025-08-01,Angle Park,R10 342m Gr5,10,246158012,13299257,1,Brooklyn Road,7.95,0.5430623736295489,0.0,23.55,0.0,7.0,0.08332331851139688
2025-08-01,Angle Park,R10 342m Gr5,10,246158012,74854396,2,Oregon Hutan,4.06,0.6539098383992379,1.0,3.32,1.0,1.69,-0.054899400557896605
2025-08-01,Angle Park,R10 342m Gr5,10,246158012,73798158,4,Sudoku Jaxon,5.28,0.47784378157320484,0.0,3.05,0.0,1.94,-0.13847491306507703
2025-08-01,Angle Park,R10 342m Gr5,10,246158012,71436654,5,Breaker Of Rules,4.96,0.6253674119488573,0.0,4.2,0.0,1.91,-0.036482334869431615
2025-08-01,Angle Park,R10 342m Gr5,10,246158012,66510040,7,Devil Energy,13.1,0.6294918885114462,,,,,
2025-08-01,Angle Park,R10 342m Gr5,10,246158012,61028204,8,Diligent,6.22,0.647470860847231,0.0,10.33,1.0,3.52,0.06396628307648251
2025-08-01,Angle Park,R3 342m Inv,3,246157977,57378218,1,Glisten,4.04,0.6034990154973743,0.0,3.37,0.0,1.57,-0.04921115256926284
2025-08-01,Angle Park,R3 342m Inv,3,246157977,48968100,2,Compton Daisy,4.66,0.5453906204521568,0.0,23.6,0.0,8.0,0.1722193933221794
2025-08-01,Angle Park,R3 342m Inv,3,246157977,12752414,4,Boots,2.99,0.7084479607480882,0.0,1.99,0.0,1.47,-0.16806440227895325
2025-08-01,Angle Park,R3 342m Inv,3,246157977,43378743,6,Chewdini,9.91,0.6788917822207012,0.0,24.0,1.0,6.4,0.059241506895391864
2025-08-01,Angle Park,R3 342m Inv,3,246157977,51203484,8,Victa Monty,9.73,0.5630935787189635,1.0,7.33,1.0,2.42,-0.03365072510302029
2025-08-01,Angle Park,R4 730m Gr5/6,4,246157982,59555226,1,Better Devils,4.27,0.4615727257139712,0.0,7.0,1.0,1.54,0.09133489461358316
2025-08-01,Angle Park,R4 730m Gr5/6,4,246157982,62948501,2,Dark Trace,29.3,0.4331821712884626,0.0,350.0,0.0,32.62,0.03127254997562165
2025-08-01,Angle Park,R4 730m Gr5/6,4,246157982,78230674,5,Raven Owen,5.89,0.32075015893964853,0.0,85.0,0.0,12.5,0.158014581044642
