Date,Track,Race Name,Race,Market,Selection,Number,Horse,Rank,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP
2025-05-01,Mackay,R1 1050m Mdn,1,243109311,73073768,5,Lady De Vega,3,0.0,14.87,0.0,2.85
2025-05-01,Mackay,R1 1050m Mdn,1,243109311,83079340,3,Hustlers Ambition,4,0.0,6.8,0.0,2.04
2025-05-01,Mackay,R1 1050m Mdn,1,243109311,83079341,4,Secret Boom,5,0.0,10.5,1.0,2.57
2025-05-01,Mackay,R1 1050m Mdn,1,243109311,83079342,6,Magic Tyla,2,0.0,13.0,0.0,2.39
2025-05-01,Mackay,R1 1050m Mdn,1,243109311,83079343,8,Hey Jealousy,1,1.0,1.79,1.0,1.18
2025-05-01,Mackay,R2 1560m CL3,2,243109316,9021430,5,Hearsay,3,0.0,43.27,0.0,14.13
2025-05-01,Mackay,R2 1560m CL3,2,243109316,24051765,3,Combattant De Rue,5,0.0,514.04,0.0,292.29
2025-05-01,Mackay,R2 1560m CL3,2,243109316,66032858,6,Moon Over Matilda,4,0.0,17.0,0.0,5.16
2025-05-01,Mackay,R2 1560m CL3,2,243109316,66266923,4,Our Turn Now,2,1.0,2.38,1.0,1.5
2025-05-01,Mackay,R2 1560m CL3,2,243109316,82343866,1,Jupitus,1,0.0,3.2,1.0,1.69
2025-05-01,Mackay,R3 1560m Hcap,3,243109321,3420956,1,Money Man,1,1.0,2.98,1.0,1.47
2025-05-01,Mackay,R3 1560m Hcap,3,243109321,60264576,5,Saddles,3,0.0,10.0,0.0,2.54
2025-05-01,Mackay,R3 1560m Hcap,3,243109321,65519806,8,Well Rested,4,0.0,18.74,0.0,4.1
2025-05-01,Mackay,R3 1560m Hcap,3,243109321,65519806,8,Well Rested,5,0.0,18.74,0.0,4.1
2025-05-01,Mackay,R3 1560m Hcap,3,243109321,83079344,2,Southaven,2,0.0,3.4,1.0,1.53
2025-05-01,Mackay,R4 1200m 2yo,4,243109326,77339533,5,Nev,5,0.0,28.06,0.0,2.9
2025-05-01,Mackay,R4 1200m 2yo,4,243109326,77339535,7,Fabulean,4,0.0,85.0,0.0,6.8
2025-05-01,Mackay,R4 1200m 2yo,4,243109326,78465867,3,Dontdoubthelady,1,1.0,2.19,1.0,1.11
2025-05-01,Mackay,R4 1200m 2yo,4,243109326,80091666,2,Krackacan,3,0.0,6.2,1.0,1.38
2025-05-01,Mackay,R4 1200m 2yo,4,243109326,83079345,4,Ten Pins,2,0.0,2.97,1.0,1.2
2025-05-01,Mackay,R5 1200m Hcap,5,243109331,607212,5,Beppe,4,0.0,102.05,0.0,12.5
2025-05-01,Mackay,R5 1200m Hcap,5,243109331,1256538,2,Daimyo,1,0.0,4.6,0.0,1.43
2025-05-01,Mackay,R5 1200m Hcap,5,243109331,35802326,6,Aidenabet,5,0.0,30.0,0.0,3.85
2025-05-01,Mackay,R5 1200m Hcap,5,243109331,55818375,4,Upstart Legend,3,0.0,16.86,1.0,2.84
2025-05-01,Mackay,R5 1200m Hcap,5,243109331,70420978,3,Papasito,2,1.0,1.93,1.0,1.19
2025-05-01,Mackay,R6 1200m 3yo,6,243109336,6078470,2,Obligated,2,1.0,1.64,1.0,1.09
2025-05-01,Mackay,R6 1200m 3yo,6,243109336,66789895,1,Well Held,1,0.0,16.54,0.0,2.03
2025-05-01,Mackay,R6 1200m 3yo,6,243109336,68854740,3,Frasers Ridge,4,0.0,62.26,0.0,4.8
2025-05-01,Mackay,R6 1200m 3yo,6,243109336,69390566,5,Under The Shadow,5,0.0,30.43,0.0,3.25
2025-05-01,Mackay,R6 1200m 3yo,6,243109336,83079347,4,Lonhys Fabre,3,0.0,3.78,1.0,1.28
2025-05-01,Mackay,R7 1200m Hcap,7,243109341,554961,9,Diddley Squat,1,0.0,4.3,1.0,1.55
2025-05-01,Mackay,R7 1200m Hcap,7,243109341,1155958,12,For Valour,2,0.0,24.63,0.0,5.06
2025-05-01,Mackay,R7 1200m Hcap,7,243109341,22552627,1,Stampe,3,0.0,36.0,0.0,7.04
2025-05-01,Mackay,R7 1200m Hcap,7,243109341,25422187,2,Sir Rocket,5,0.0,108.5,0.0,14.62
2025-05-01,Mackay,R7 1200m Hcap,7,243109341,76290501,4,Sunnycoast,4,0.0,2.88,0.0,1.4
2025-05-01,Mackay,R8 1100m Hcap,8,243109346,792908,3,Determination,1,0.0,3.9,1.0,1.55
2025-05-01,Mackay,R8 1100m Hcap,8,243109346,28386073,4,Me Time,2,0.0,6.2,0.0,2.09
2025-05-01,Mackay,R8 1100m Hcap,8,243109346,73991723,12,Red Beauty,4,0.0,7.8,0.0,2.26
2025-05-01,Mackay,R8 1100m Hcap,8,243109346,77688631,1,Universal Harmony,3,1.0,3.8,1.0,1.76
2025-05-01,Mackay,R8 1100m Hcap,8,243109346,83079348,6,Miss De Boom,5,0.0,17.0,0.0,4.0
2025-05-01,Pinjarra,R1 1000m Mdn,1,243107938,57810024,1,Top Of The Walk,2,0.0,3.17,0.0,1.5
2025-05-01,Pinjarra,R1 1000m Mdn,1,243107938,83052799,8,Dark Opal,3,0.0,4.95,1.0,1.73
2025-05-01,Pinjarra,R1 1000m Mdn,1,243107938,83052800,9,Denver Affair,5,1.0,12.0,1.0,2.76
2025-05-01,Pinjarra,R1 1000m Mdn,1,243107938,83052801,10,Snip The Strap,4,0.0,13.5,0.0,3.76
2025-05-01,Pinjarra,R1 1000m Mdn,1,243107938,83052802,11,Inner Joy,1,0.0,6.01,0.0,2.46
2025-05-01,Pinjarra,R2 1300m Mdn,2,243107943,73754685,6,Heavy Metal,1,0.0,4.5,1.0,1.58
2025-05-01,Pinjarra,R2 1300m Mdn,2,243107943,83052807,7,Fancy Red,2,1.0,1.73,1.0,1.17
2025-05-01,Pinjarra,R2 1300m Mdn,2,243107943,83052808,9,Latorio,4,0.0,66.51,0.0,7.92
2025-05-01,Pinjarra,R2 1300m Mdn,2,243107943,83052809,10,New York Skie,3,0.0,35.64,0.0,4.59
2025-05-01,Pinjarra,R2 1300m Mdn,2,243107943,83052811,12,Perfect Obsession,5,0.0,180.0,0.0,17.48
2025-05-01,Pinjarra,R3 1300m Mdn,3,243107948,71837547,7,Busters Girl,5,1.0,22.0,1.0,4.0
2025-05-01,Pinjarra,R3 1300m Mdn,3,243107948,77962907,8,Spangledstar,2,0.0,7.93,0.0,2.44
2025-05-01,Pinjarra,R3 1300m Mdn,3,243107948,82567375,11,Queen Aria,1,0.0,25.54,0.0,5.3
2025-05-01,Pinjarra,R3 1300m Mdn,3,243107948,83052817,4,Regal Boy,3,0.0,84.62,0.0,14.5
2025-05-01,Pinjarra,R3 1300m Mdn,3,243107948,83052819,9,Ma Ma Belle,4,0.0,12.2,1.0,2.96
2025-05-01,Pinjarra,R4 1300m Mdn,4,243107953,68416625,7,Strykers Gal,1,0.0,4.75,1.0,1.8
2025-05-01,Pinjarra,R4 1300m Mdn,4,243107953,69577258,8,Costa Star,4,0.0,4.9,1.0,1.91
2025-05-01,Pinjarra,R4 1300m Mdn,4,243107953,73370988,3,Gringo,5,0.0,10.5,0.0,3.45
2025-05-01,Pinjarra,R4 1300m Mdn,4,243107953,75759195,4,Rays Sauce,3,0.0,12.0,0.0,3.33
2025-05-01,Pinjarra,R4 1300m Mdn,4,243107953,83052829,12,Rare Elegance,2,0.0,17.0,0.0,4.8
2025-05-01,Pinjarra,R5 1500m Mdn,5,243107958,14545079,8,Caraway,1,1.0,2.86,1.0,1.41
2025-05-01,Pinjarra,R5 1500m Mdn,5,243107958,63085676,10,Pretey Royal,5,0.0,29.0,0.0,5.93
2025-05-01,Pinjarra,R5 1500m Mdn,5,243107958,71344633,1,Hells Citi,3,0.0,25.89,0.0,5.3
