Date,Track,Race Name,Race,Market,Selection_ID,TAB_Number,Runner_Name,RP,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,Value
2024-01-01,Echuca,R1 2160m Pace M,1,223041443,13414328,6,DALLAS NIKOLAY,15.74,0.0,7.8,1.0,2.62,-0.06467272668035058
2024-01-01,Echuca,R1 2160m Pace M,1,223041443,15671908,2,SPRINGFIELD SHADOW,13.65,0.0,139.66,0.0,26.0,0.06609982694760011
2024-01-01,Echuca,R1 2160m Pace M,1,223041443,26101425,3,BLUE OCEAN,11.4,1.0,8.98,1.0,2.86,-0.02363927636463095
2024-01-01,Echuca,R1 2160m Pace M,1,223041443,39387704,1,NOBLE JULIA,6.01,0.0,9.87,0.0,2.76,0.06507222848781245
2024-01-01,Echuca,R1 2160m Pace M,1,223041443,40127039,4,STORMBOY STAR,5.77,0.0,5.18,0.0,1.99,-0.01973996774690015
2024-01-01,Echuca,R1 2160m Pace M,1,223041443,40950003,9,FOUR STARZZZ RUBY,16.36,0.0,10.5,0.0,3.2,-0.03411340086156711
2024-01-01,Echuca,R1 2160m Pace M,1,223041443,49040310,7,SPORTY PHILTRA,7.65,0.0,8.56,0.0,2.46,0.013896524341823965
2024-01-01,Echuca,R1 2160m Pace M,1,223041443,51637270,5,SWEET FACE,18.38,0.0,190.0,0.0,19.43,0.049143806196666855
2024-01-01,Echuca,R1 2160m Pace M,1,223041443,54404924,11,ALLTHEWAYTOROYALTY,16.86,0.0,142.22,1.0,21.0,0.05228062115516818
2024-01-01,Echuca,R1 2160m Pace M,1,223041443,62809483,10,CRAZY ON THE BEACH,7.67,0.0,4.97,0.0,1.79,-0.0708291469809732
2024-01-01,Echuca,R2 1755m Pace M,2,223041445,8445813,11,BANDIT EYES,8.02,0.0,10.84,0.0,3.33,0.03243735679252055
2024-01-01,Echuca,R2 1755m Pace M,2,223041445,22212012,6,CHEEKI PHILTRA,6.06,0.0,12.5,0.0,3.58,0.08501650165016501
2024-01-01,Echuca,R2 1755m Pace M,2,223041445,25768345,7,PETE MITCHELL,7.27,0.0,7.0,0.0,2.38,-0.005305561013951632
