Tipster_Name,MeetingDate,TrackName,Content,International_Meeting,Racing_Code,Race,Selection,BettingStrategy,MarketType,RP,SelectionName,Stake,BestBet,Market_ID,Selection_ID,MBR,RESULT,BSP,PROFIT_BSP,PROFIT_BSP_RP,PROFIT_BESTBET
Jaycin Campbell,1/08/2024,Albion Park,EXPERT TIPS,FALSE,Greyhounds,1,1,LAY,WIN,5,1. Shes Our Gal,2,BEST BET,231277047,72168336,7,0,4.71,0.5,0.5,0.5
Jaycin Campbell,1/08/2024,Albion Park,EXPERT TIPS,FALSE,Greyhounds,4,1,BACK,WIN,1.6,1. Cluster,4,BEST BET,231277062,47727766,7,1,1.57,2.12,0,2.12
Jaycin Campbell,1/08/2024,Albion Park,EXPERT TIPS,FALSE,Greyhounds,9,8,BACK,WIN,2,8. Nangar Rocket,3,,231277087,46626194,7,1,1.55,1.53,0,0
The Leg Up,1/08/2024,Cairns,LAY OF THE DAY,FALSE,Thoroughbred,4,2,LAY,WIN,4.5,2. Prime Ruler,1,BEST BET,231236059,2454128,7,0,2.7,0.55,0.55,0.55
Jackson Oldham,1/08/2024,Cranbourne,EXPERT TIPS,FALSE,Thoroughbred,4,8,LAY,WIN,12,8. Futatsu,5,BEST BET,231232528,70965705,7,0,5.47,1.04,1.04,1.04
Jackson Oldham,1/08/2024,Cranbourne,EXPERT TIPS,FALSE,Thoroughbred,4,11,BACK,WIN,2.6,11. Scopri ,4,BEST BET,231232528,66032884,7,1,3.75,10.23,10.23,10.23
Glenn Ingram,1/08/2024,Cranbourne,LATE MAIL,FALSE,Thoroughbred,5,13,BACK,WIN,3,13. Evaporate,2,BEST BET,231232536,72134488,7,1,3.42,4.5,4.5,4.5
Rory Flanagan,1/08/2024,Goodwood,EXPERT TIPS,TRUE,Thoroughbred,1,9,BACK,WIN,4,Palace Green,2,,231243050,20346562,5,0,5.69,-2,-2,0
Rory Flanagan,1/08/2024,Goodwood,EXPERT TIPS,TRUE,Thoroughbred,2,7,LAY,WIN,4,The Strikin Viking,5,,231243057,70430614,5,0,2.26,3.77,3.77,0
Rory Flanagan,1/08/2024,Goodwood,EXPERT TIPS,TRUE,Thoroughbred,3,1,BACK,WIN,1.5,Jan Brueghel,5,BEST BET,231243063,44868,5,1,1.87,4.13,4.13,4.13
Rory Flanagan,1/08/2024,Goodwood,EXPERT TIPS,TRUE,Thoroughbred,4,8,BACK,WIN,2.75,Opera Singer,4,,231243069,1244212,5,1,3.6,9.88,9.88,0
Mitch Lewis,1/08/2024,Hawkesbury,EXPERT TIPS,FALSE,Thoroughbred,3,12,LAY,WIN,3.5,12. Visual,1,BEST BET,231232949,3578473,10,1,3.49,-1,-1,-1
Mitch Lewis,1/08/2024,Hawkesbury,EXPERT TIPS,FALSE,Thoroughbred,6,3,BACK,WIN,2.4,3. Still Alice,2,,231232964,39387609,10,0,3.18,-2,-2,0
Mitch Lewis,1/08/2024,Hawkesbury,EXPERT TIPS,FALSE,Thoroughbred,7,8,BACK,WIN,2.2,8. House Of Cards,3,BEST BET,231232969,9320723,10,1,2,2.7,0,2.7
Mitch Lewis,1/08/2024,Hawkesbury,EXPERT TIPS,FALSE,Thoroughbred,8,4,BACK,WIN,2.8,4. Strapparsi,2,,231232974,64163194,10,0,5.21,-2,-2,0
