Tipster_Name,MeetingDate,TrackName,Content,International_Meeting,Racing_Code,Race,Selection,BettingStrategy,MarketType,RP,SelectionName,Stake,BestBet,Market_ID,Selection_ID,MBR,RESULT,BSP,PROFIT_BSP,PROFIT_BSP_RP,PROFIT_BESTBET
Ryan Spice,1/03/2025,Albion Park,EXPERT TIPS,FALSE,Harness,4,2,BACK,WIN,2,2. Miki Magic,2,,240216984,46328942,7,1,2.09,2.03,2.03,0
Ryan Spice,1/03/2025,Albion Park,EXPERT TIPS,FALSE,Harness,6,1,LAY,PLACE,2,1. Sporty Zara,2,BEST BET,240216991,68169980,7,0,2.13,1.65,0,1.65
Ryan Spice,1/03/2025,Albion Park,EXPERT TIPS,FALSE,Harness,8,10,BACK,PLACE,2,10. Pet Kitty,2,,240216997,47415084,7,0,1.88,-2,0,0
Ryan Spice,1/03/2025,Albion Park,EXPERT TIPS,FALSE,Harness,9,2,BACK,WIN,1.8,2. Golden Sunset,3,BEST BET,240216999,2618493,7,1,1.54,1.51,0,1.51
Terry Leighton,1/03/2025,Ascot,EXPERT TIPS,FALSE,Thoroughbred,1,1,BACK,WIN,3,1. Keep Ita Mystery,2,,240172214,79525317,7,0,4.84,-2,-2,0
Terry Leighton,1/03/2025,Ascot,EXPERT TIPS,FALSE,Thoroughbred,3,3,BACK,WIN,4.2,3. Zephyra,2,,240172232,43510608,7,0,9.88,-2,-2,0
Terry Leighton,1/03/2025,Ascot,EXPERT TIPS,FALSE,Thoroughbred,3,2,BACK,WIN,4.2,2. Fluro Neuro,1,,240172232,63641697,7,1,5.9,4.56,4.56,0
Terry Leighton,1/03/2025,Ascot,EXPERT TIPS,FALSE,Thoroughbred,4,3,BACK,WIN,2.2,3. Stylish Lord,3,,240172241,66240630,7,0,3.03,-3,-3,0
Terry Leighton,1/03/2025,Ascot,EXPERT TIPS,FALSE,Thoroughbred,5,6,BACK,WIN,1.55,6. Terratif,3,,240172250,80641267,7,1,1.36,1,0,0
Terry Leighton,1/03/2025,Ascot,EXPERT TIPS,FALSE,Thoroughbred,9,11,BACK,WIN,1.62,11. Shmoov Moova,3,,240172286,67858315,7,1,2.18,3.29,3.29,0
Linton Chataway,1/03/2025,Eagle Farm,EXPERT TIPS,FALSE,Thoroughbred,2,2,LAY,WIN,6,2. Luvarchie,1,BEST BET,240128865,62433019,7,0,14.26,0.07,0,0.07
Linton Chataway,1/03/2025,Eagle Farm,EXPERT TIPS,FALSE,Thoroughbred,4,1,BACK,WIN,3,1. Goodlucktome,1,,240128883,80640502,7,1,3.31,2.15,2.15,0
Linton Chataway,1/03/2025,Eagle Farm,EXPERT TIPS,FALSE,Thoroughbred,8,4,BACK,WIN,4.6,4. Brereton,1,BEST BET,240128919,45319979,7,0,9,-1,-1,-1
Linton Chataway,1/03/2025,Eagle Farm,EXPERT TIPS,FALSE,Thoroughbred,9,6,LAY,WIN,4,6. Millane,1,,240128928,55494201,7,0,2.79,0.52,0.52,0
Jackson Oldham,1/03/2025,Flemington,EXPERT TIPS,FALSE,Thoroughbred,2,2,BACK,WIN,1.95,2. Revelare ,3,BEST BET,240129048,5742407,7,1,1.97,2.71,2.71,2.71
Jackson Oldham,1/03/2025,Flemington,EXPERT TIPS,FALSE,Thoroughbred,3,7,LAY,WIN,5,7. Shes Got Pizzazz,1,,240129057,76336765,7,0,3.98,0.31,0.31,0
Jackson Oldham,1/03/2025,Flemington,EXPERT TIPS,FALSE,Thoroughbred,3,3,LAY,WIN,5.5,3. Bossy Nic,1,,240129057,68638416,7,0,5.16,0.22,0.22,0
The Early Crow,1/03/2025,Flemington,LATE MAIL,FALSE,Thoroughbred,4,8,BACK,WIN,5.5,8. Wolfy,1,,240129066,67531782,7,0,12.75,-1,-1,0
The Early Crow,1/03/2025,Flemington,LATE MAIL,FALSE,Thoroughbred,4,17,BACK,WIN,5,17. Barbaric Lad,1,,240129066,80640535,7,0,14.12,-1,-1,0
Trent Crebbin,1/03/2025,Flemington,EXPERT TIPS,FALSE,Thoroughbred,5,2,BACK,WIN,3,2. Clean Energy,3,,240129075,5719123,7,0,3.58,-3,-3,0
Jackson Oldham,1/03/2025,Flemington,EXPERT TIPS,FALSE,Thoroughbred,6,11,LAY,WIN,4.9,11. Enxuto,2,BEST BET,240129084,80640544,7,1,5.01,-2,0,-2
Tom Haylock,1/03/2025,Flemington,EXPERT TIPS,FALSE,Thoroughbred,7,1,BACK,WIN,,1. Attrition,1,,240129093,2187107,7,0,16,-1,0,0
Liam Clancey,1/03/2025,Flemington,EXPERT TIPS,FALSE,Thoroughbred,7,10,BACK,WIN,5.1,10. Place Du Carrousel,2,,240129093,68093067,7,0,3.63,-2,0,0
