Date,Track,Race Name,Race,Market,Selection,Number,Horse,Race_Speed,Speed_Cat,Early_Speed,Late_Speed,RP,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,Value
2026-01-01,Ascot,R1 1200m Hcap,1,252195024,55206861,2,On Patrol,Average,Off Midfield,0.3333333333333333,2.0,10.28,0.0,18.5,1.0,3.68,0.04322221053738563
2026-01-01,Ascot,R1 1200m Hcap,1,252195024,93168713,3,Helluva Goddess,Average,Midfield,0.4166666666666667,5.0,4.01,0.0,3.94,1.0,1.56,-0.004430547995493472
2026-01-01,Ascot,R1 1200m Hcap,1,252195024,677253,4,Desert Dancing,Average,Backmarker,0.1666666666666666,5.0,5.21,0.0,5.06,0.0,1.82,-0.005689878843513185
2026-01-01,Ascot,R1 1200m Hcap,1,252195024,67858320,5,Define Beautiful,Average,Off-Pace,0.6666666666666666,3.0,5.03,0.0,3.38,0.0,1.65,-0.09705083110802643
2026-01-01,Ascot,R1 1200m Hcap,1,252195024,45489469,6,Hammarmill,Average,Backmarker,0.0555833333333333,4.0,23.64,0.0,34.44,0.0,5.03,0.013265179787403384
2026-01-01,Ascot,R1 1200m Hcap,1,252195024,65823468,7,Heyfield Boomer,Average,On-Pace,0.8333333333333334,1.0,34.01,0.0,52.32,0.0,10.0,0.010289966883278621
2026-01-01,Ascot,R1 1200m Hcap,1,252195024,79804401,8,Naughty Tortie,Average,Leader,1.0,1.0,7.56,0.0,6.8,0.0,2.21,-0.014783691254279474
2026-01-01,Ascot,R1 1200m Hcap,1,252195024,2229119,9,Later Alligator,Average,Off Midfield,0.25,1.0,41.84,1.0,190.0,1.0,19.5,0.01863741571902989
2026-01-01,Ascot,R1 1200m Hcap,1,252195024,93168714,10,Elvira Star,Average,Backmarker,0.1110833333333333,5.0,28.72,0.0,50.0,0.0,7.2,0.014818941504178274
2026-01-01,Ascot,R2 1000m Hcap,2,252195033,63610260,1,King Cartel,Fast,Leader,0.9166666666666666,2.0,34.05,0.0,24.0,0.0,5.5,-0.01229809104258443
2026-01-01,Ascot,R2 1000m Hcap,2,252195033,92461010,2,Santanova,Fast,Off-Pace,0.5333333333333333,3.0,8.52,0.0,11.47,0.0,3.26,0.030186933867079255
2026-01-01,Ascot,R2 1000m Hcap,2,252195033,83313427,3,Magnique,Fast,Off-Pace,0.5666666666666667,4.0,4.69,0.0,3.75,1.0,1.6,-0.05344705046197584
2026-01-01,Ascot,R2 1000m Hcap,2,252195033,80301137,4,Amaroo Star,Fast,Midfield,0.5,5.0,4.1,1.0,3.31,1.0,1.64,-0.05821236460098736
2026-01-01,Ascot,R2 1000m Hcap,2,252195033,79456572,5,Niccimota,Fast,Leader,1.0,4.0,4.68,0.0,5.65,1.0,2.24,0.03668406323273582
2026-01-01,Ascot,R2 1000m Hcap,2,252195033,46056114,6,Starring Knight,Fast,On-Pace,0.8333333333333334,1.0,174.43,0.0,301.13,0.0,68.65,0.0024121338871229744
2026-01-01,Ascot,R2 1000m Hcap,2,252195033,1227494,7,Allentown,Fast,Off-Pace,0.6333333333333333,3.0,12.38,0.0,14.5,0.0,3.62,0.011809927023564148
2026-01-01,Ascot,R2 1000m Hcap,2,252195033,3523908,8,Rise To Glory,Fast,Off-Pace,0.6,3.0,49.21,0.0,19.38,0.0,4.89,-0.03127851425065048
2026-01-01,Ascot,R2 1000m Hcap,2,252195033,76053917,9,Anaballistic,Fast,Midfield,0.4166666666666667,4.0,24.01,0.0,26.0,0.0,4.66,0.003187774324800559
2026-01-01,Ascot,R2 1000m Hcap,2,252195033,53727408,10,Lifeisbutadream,Fast,Off-Pace,0.6666666666666666,4.0,29.2,0.0,32.55,0.0,7.87,0.0035246091366285745
2026-01-01,Ascot,R3 1000m 3yo,3,252195042,93168715,1,Storm Away,Average,Midfield,0.3889166666666666,5.0,2.5,0.0,2.28,1.0,1.33,-0.038596491228070184
2026-01-01,Ascot,R3 1000m 3yo,3,252195042,84697132,2,Baby Pearl,Average,On-Pace,0.72225,2.0,12.8,0.0,10.5,0.0,2.73,-0.017113095238095233
2026-01-01,Ascot,R3 1000m 3yo,3,252195042,87456411,3,Ripper Rupert,Average,On-Pace,0.8333333333333334,1.0,22.15,0.0,19.42,0.0,4.6,-0.00634657900793438
2026-01-01,Ascot,R3 1000m 3yo,3,252195042,92418401,4,Our Naughty Secret,Average,Midfield,0.5,2.0,13.95,0.0,56.07,0.0,8.16,0.05384973851809663
2026-01-01,Ascot,R3 1000m 3yo,3,252195042,92162318,5,Monte Tremezzo,Average,Midfield,0.4444166666666667,4.0,11.98,0.0,16.18,0.0,4.2,0.02166775693316632
2026-01-01,Ascot,R3 1000m 3yo,3,252195042,93168716,6,Sound Of Speed,Average,On-Pace,0.77775,3.0,15.53,1.0,15.37,1.0,3.35,-0.0006703083963248702
2026-01-01,Ascot,R3 1000m 3yo,3,252195042,93168717,7,Dust Aside,Average,Leader,1.0,4.0,16.19,0.0,11.0,0.0,2.84,-0.029142568364310187
2026-01-01,Ascot,R3 1000m 3yo,3,252195042,18883321,8,Like Clockwork,Average,Backmarker,0.1666666666666666,5.0,6.01,0.0,4.47,1.0,1.82,-0.0573242954509077
2026-01-01,Ascot,R3 1000m 3yo,3,252195042,92676901,9,Great Promise,Average,Leader,0.9166666666666666,2.0,69.49,0.0,60.82,0.0,8.4,-0.0020514000888419495
2026-01-01,Ascot,R3 1000m 3yo,3,252195042,88420139,10,Impending Lass,Average,Off-Pace,0.6666666666666666,1.0,187.63,0.0,970.0,0.0,226.91,0.004298710282520271
2026-01-01,Ascot,R3 1000m 3yo,3,252195042,93168718,11,Dance Version,Average,No Data,0.0,Unknown,108.34,0.0,257.07,0.0,38.0,0.005340210165365983
2026-01-01,Ascot,R4 1000m Hcap,4,252195051,64343968,1,Sinful Living,Fast,Leader,1.0,2.0,13.33,0.0,12.5,1.0,3.13,-0.004981245311327834
2026-01-01,Ascot,R4 1000m Hcap,4,252195051,82278105,2,Black Ora,Fast,Midfield,0.4583333333333333,5.0,5.15,0.0,6.34,0.0,2.1,0.036446050656947726
2026-01-01,Ascot,R4 1000m Hcap,4,252195051,81517780,3,Immortal Bliss,Fast,Midfield,0.4166666666666667,3.0,3.16,0.0,2.67,1.0,1.43,-0.058076139003460925
2026-01-01,Ascot,R4 1000m Hcap,4,252195051,93168719,4,Keep Ita Mystery,Fast,Midfield,0.5,4.0,6.81,0.0,8.93,0.0,2.0,0.034860795253669835
2026-01-01,Ascot,R4 1000m Hcap,4,252195051,57047318,5,Pin Deep,Fast,Leader,0.9166666666666666,1.0,23.59,0.0,40.0,0.0,7.05,0.017390843577787196
2026-01-01,Ascot,R4 1000m Hcap,4,252195051,86621734,6,Aint No Other Man,Fast,On-Pace,0.75,1.0,111.27,0.0,62.27,0.0,11.0,-0.007071949100901977
2026-01-01,Ascot,R4 1000m Hcap,4,252195051,93168720,7,Haida Gwaii,Fast,On-Pace,0.8333333333333334,2.0,6.04,1.0,6.91,1.0,2.18,0.020845113617849187
2026-01-01,Ascot,R4 1000m Hcap,4,252195051,93168721,8,Atlantic Spirit,Fast,Backmarker,0.1666666666666666,4.0,89.62,0.0,51.66,0.0,9.51,-0.008199112819706004
