Date,Track,Race Name,Race,Market,Selection_ID,TAB_Number,Runner_Name,RP,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,Value
2025-01-01,Echuca,R1 2160m Trot M,1,237725828,39611328,8,VAN DOREN,4.79,0.0,8.4,0.0,2.52,0.089720648175763
2025-01-01,Echuca,R1 2160m Trot M,1,237725828,41035227,1,MADGE EGAN,22.67,0.0,57.88,1.0,23.0,0.02683403503712562
2025-01-01,Echuca,R1 2160m Trot M,1,237725828,50853898,3,ABBIE,15.86,0.0,23.4,0.0,4.3,0.020316659660921957
2025-01-01,Echuca,R1 2160m Trot M,1,237725828,51440506,5,KYVALLEY PAINT,12.2,0.0,5.9,0.0,2.41,-0.0875243123089747
2025-01-01,Echuca,R1 2160m Trot M,1,237725828,53884415,4,SILVER SPOON,5.97,0.0,5.22,0.0,2.18,-0.024066693621363516
2025-01-01,Echuca,R1 2160m Trot M,1,237725828,59232773,10,KALARNEY PRINCE,22.73,0.0,80.0,0.0,50.0,0.03149472063352397
2025-01-01,Echuca,R1 2160m Trot M,1,237725828,71084828,7,SKY LINDY,7.29,0.0,9.78,0.0,5.25,0.03492472249572909
2025-01-01,Echuca,R1 2160m Trot M,1,237725828,76754422,2,COL DU GRANON,11.44,0.0,40.91,0.0,5.6,0.06296868616594846
2025-01-01,Echuca,R1 2160m Trot M,1,237725828,78292224,9,ARZALI,9.72,0.0,7.14,1.0,2.44,-0.037175363972749606
2025-01-01,Echuca,R1 2160m Trot M,1,237725828,78292225,11,HILLSIDE,15.83,1.0,3.68,1.0,1.86,-0.20856793649921723
2025-01-01,Echuca,R2 1755m Pace M,2,237725830,7118722,7,JEDI MIND,30.71,,,,,
2025-01-01,Echuca,R2 1755m Pace M,2,237725830,27691545,1,COBBER MAC,21.64,0.0,120.0,0.0,10.0,0.03787738755391251
2025-01-01,Echuca,R2 1755m Pace M,2,237725830,27767798,9,FAVOURITEHIGHLIGHT,16.14,0.0,23.8,0.0,3.71,0.019941061926629387
2025-01-01,Echuca,R2 1755m Pace M,2,237725830,28452897,8,TEX GOES BANG,5.24,0.0,2.68,1.0,1.26,-0.1822946337017204
2025-01-01,Echuca,R2 1755m Pace M,2,237725830,39446916,3,FOUR STARZZZ RUBY,7.17,1.0,11.34,1.0,2.87,0.05128659243024655
2025-01-01,Echuca,R2 1755m Pace M,2,237725830,39820786,10,SKEDADDLE SHANNON,8.08,0.0,7.41,0.0,2.09,-0.011190390294090136
2025-01-01,Echuca,R2 1755m Pace M,2,237725830,46521263,4,MURIEL,4.17,0.0,4.45,1.0,1.6,0.015089052353622734
2025-01-01,Echuca,R2 1755m Pace M,2,237725830,60816433,2,ELYSIAN PALACE,12.59,0.0,11.5,0.0,2.86,-0.007528404185516452
2025-01-01,Echuca,R2 1755m Pace M,2,237725830,68568945,5,REINDER,11.61,0.0,92.84,0.0,9.6,0.07536142497015418
2025-01-01,Echuca,R3 1755m Pace M,3,237725832,6548419,2,SWISS LIGHTNING,7.5,0.0,8.0,0.0,2.2,0.008333333333333331
2025-01-01,Echuca,R3 1755m Pace M,3,237725832,23697419,4,TOPHUT JOHNY,5.73,1.0,10.53,1.0,2.28,0.07955330817459962
2025-01-01,Echuca,R3 1755m Pace M,3,237725832,27789845,1,HAND WRITER,4.99,0.0,1.71,1.0,1.15,-0.3843945200342205
2025-01-01,Echuca,R3 1755m Pace M,3,237725832,38262853,3,MYNAMEISRUBY,5.44,0.0,13.76,0.0,2.72,0.11114911080711352
2025-01-01,Echuca,R3 1755m Pace M,3,237725832,41321437,7,BRONSKI MOMENT,8.59,0.0,12.0,1.0,2.28,0.03308110205665503
2025-01-01,Echuca,R3 1755m Pace M,3,237725832,42769560,5,ALCATRAZ GIRL,15.24,0.0,78.91,0.0,9.33,0.05294413283880004
2025-01-01,Echuca,R3 1755m Pace M,3,237725832,43035828,8,DARK SANDS,12.33,0.0,127.85,0.0,10.95,0.07328133479616883
2025-01-01,Echuca,R3 1755m Pace M,3,237725832,65061383,9,FEELINGOODFREDDIE,22.21,0.0,13.7,0.0,2.54,-0.027967937109936024
