Date,Track,Race Name,Race,MarketId,SelectionId,Rug,Dog,Rated Price,Early Speed,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,WIN_VALUE
2025-03-01,Angle Park,R1 342m Final,1,240215926,80640864,1,Trademark Gill,4.29,0.5239108666342424,,,,,
2025-03-01,Angle Park,R1 342m Final,1,240215926,78052196,2,Sebon Diva,3.11,0.5052839270992917,1.0,2.18,1.0,1.27,-0.13717218797014658
2025-03-01,Angle Park,R1 342m Final,1,240215926,78464871,4,Sandy Shore,25.09,0.49850519567241075,0.0,22.42,0.0,6.03,-0.0047465164657900585
2025-03-01,Angle Park,R1 342m Final,1,240215926,80640865,5,Taz Maniac,71.63,0.4662306297137082,0.0,28.27,0.0,10.5,-0.021412556103637757
2025-03-01,Angle Park,R1 342m Final,1,240215926,80640866,7,Warm Breeze,3.94,0.48292735360782535,0.0,2.54,1.0,1.39,-0.13989368080259001
2025-03-01,Angle Park,R1 342m Final,1,240215926,80640867,8,Blaze Fury,7.28,0.38641713087933977,0.0,13.65,0.0,3.61,0.06410256410256408
2025-03-01,Angle Park,R10 342m Final,10,240215971,65595364,1,Something Gold,6.34,0.611482612296385,1.0,6.6,1.0,3.14,0.00621355510945415
2025-03-01,Angle Park,R10 342m Final,10,240215971,54901715,2,Max The Snappin,9.73,0.5886072942046837,0.0,14.0,0.0,5.2,0.03134635149023639
2025-03-01,Angle Park,R10 342m Final,10,240215971,70855913,4,Blue Energy,4.21,0.5733993849629438,0.0,3.3,0.0,1.72,-0.0655006118189016
2025-03-01,Angle Park,R10 342m Final,10,240215971,60152712,5,Techno Kelli,4.96,0.5885469020628498,0.0,14.01,1.0,5.7,0.13023531578826186
2025-03-01,Angle Park,R10 342m Final,10,240215971,54633520,7,Hayride Gulden,6.09,0.5600039559614046,0.0,4.0,0.0,2.08,-0.08579638752052546
2025-03-01,Angle Park,R10 342m Final,10,240215971,69830188,8,Sheas Entity,7.34,0.46204168845746973,0.0,5.76,0.0,3.1,-0.03737132909476232
2025-03-01,Angle Park,R2 342m Final,2,240215931,71180910,1,Bingo Queen,4.45,0.6457236166312913,1.0,5.7,1.0,2.74,0.04928050463236744
2025-03-01,Angle Park,R2 342m Final,2,240215931,80363736,2,Foul Throw,14.47,0.4647933852216012,0.0,5.0,1.0,2.12,-0.1308914996544575
2025-03-01,Angle Park,R2 342m Final,2,240215931,74616220,4,Clifton Hill,16.12,0.5546300396097552,0.0,15.5,0.0,4.87,-0.0024813895781637743
2025-03-01,Angle Park,R2 342m Final,2,240215931,62948503,7,White Lust,5.09,0.569891237500841,0.0,15.11,0.0,6.61,0.13028231736096396
2025-03-01,Angle Park,R2 342m Final,2,240215931,79294621,8,Hes A Profit,6.23,0.5049232174440202,0.0,8.44,0.0,3.75,0.04203023133743619
2025-03-01,Angle Park,R2 342m Final,2,240215931,72240223,9,Our Sheralee,3.48,0.5740212250003293,0.0,2.72,0.0,1.56,-0.08029073698444894
2025-03-01,Angle Park,R3 342m Final,3,240215936,62686492,1,Christoff,5.12,0.5800674792094537,0.0,14.47,0.0,5.0,0.1262039996544575
2025-03-01,Angle Park,R3 342m Final,3,240215936,59383629,4,Commando Raid,41.1,0.39487262189116473,0.0,11.84,0.0,4.1,-0.06012855921615046
2025-03-01,Angle Park,R3 342m Final,3,240215936,74775363,5,Dalila,4.29,0.47484374864426365,0.0,4.4,0.0,2.3,0.0058275058275058245
2025-03-01,Angle Park,R3 342m Final,3,240215936,78464876,7,Phantom Bolt,4.69,0.5413261471107493,1.0,4.98,1.0,2.68,0.012416403353285227
2025-03-01,Angle Park,R3 342m Final,3,240215936,80640871,8,Cool It Miss,3.57,0.6063545315717872,0.0,3.25,1.0,1.87,-0.027580262874380534
2025-03-01,Angle Park,R3 342m Final,3,240215936,68349149,9,Dark Trace,18.49,0.5549819915492173,0.0,7.92,0.0,3.68,-0.07217933799869983
2025-03-01,Angle Park,R4 342m Final,4,240215941,80640872,1,Snidely Whiplash,3.23,0.5528315954199469,1.0,2.79,1.0,1.64,-0.04882541584828609
2025-03-01,Angle Park,R4 342m Final,4,240215941,64207239,2,Star Beam,6.48,0.5142718608221821,0.0,16.32,0.0,5.6,0.0930464778503994
2025-03-01,Angle Park,R4 342m Final,4,240215941,73154545,5,Spare,5.16,0.4600976282185463,0.0,3.2,1.0,1.96,-0.11870155038759692
2025-03-01,Angle Park,R4 342m Final,4,240215941,63798416,7,Young One,14.84,0.5469978286123846,0.0,24.67,0.0,6.2,0.02685038191458792
2025-03-01,Angle Park,R4 342m Final,4,240215941,64051986,9,Todds Pearl,18.72,0.5185719894751991,0.0,25.8,0.0,9.4,0.014659113496322804
2025-03-01,Angle Park,R4 342m Final,4,240215941,80640874,10,Buffys No Angel,4.51,0.4833701282544376,0.0,5.4,0.0,2.38,0.036544304836987784
2025-03-01,Angle Park,R5 342m Final,5,240215946,51091011,2,Axel Coaster,9.44,0.5498878921388504,0.0,31.19,0.0,9.0,0.07387064519810241
2025-03-01,Angle Park,R5 342m Final,5,240215946,70205269,5,Copper Town,4.89,0.5697425254141375,1.0,3.61,1.0,1.98,-0.07250933274419502
2025-03-01,Angle Park,R5 342m Final,5,240215946,65023712,7,Unleash Innocent,28.43,0.3016349241320949,0.0,26.0,0.0,10.5,-0.00328742660786277
