Date,Track,Race Name,Race,MarketId,SelectionId,Rug,Dog,Rated Price,Early Speed,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,WIN_VALUE
2026-03-01,Capalaba,R10 366m Gr5,10,254588505,78567385,1,Golden Envy,10.36,0.4853592452534768,0.0,165.02,0.0,7.2,0.09046522499437298
2026-03-01,Capalaba,R10 366m Gr5,10,254588505,80330913,2,Bonnie Royale,30.17,0.6883004812981333,0.0,170.0,0.0,7.2,0.027263155842383355
2026-03-01,Capalaba,R10 366m Gr5,10,254588505,83642931,3,Another Idea,2.38,0.7741909315110826,0.0,1.99,1.0,1.1,-0.08234449558717954
2026-03-01,Capalaba,R10 366m Gr5,10,254588505,66154018,4,Nana Marie,111.24,0.45709505170711007,0.0,56.6,1.0,3.7,-0.008678272426599985
2026-03-01,Capalaba,R10 366m Gr5,10,254588505,95621959,5,Lakoda Talk,19.8,0.5604463304142742,0.0,190.0,0.0,9.2,0.04524189261031366
2026-03-01,Capalaba,R10 366m Gr5,10,254588505,86587058,6,Hollywood Diva,8.68,0.448945954261727,0.0,24.0,0.0,2.52,0.07354070660522274
2026-03-01,Capalaba,R10 366m Gr5,10,254588505,75391905,7,Rumble Twister,36.73,0.32465366451700317,0.0,121.12,0.0,5.5,0.018969426292978035
2026-03-01,Capalaba,R10 366m Gr5,10,254588505,86431139,8,Lets Just Dance,4.03,0.7292465992803809,1.0,2.42,1.0,1.15,-0.16508418267949063
2026-03-01,Capalaba,R6 366m Gr5,6,254588493,92117877,1,Equity,4.65,0.6390490959427837,1.0,3.85,1.0,1.66,-0.044686496299399525
2026-03-01,Capalaba,R6 366m Gr5,6,254588493,95621957,2,Professor Saxon,7.74,0.2902212316784442,0.0,14.72,0.0,3.19,0.061264183799573074
2026-03-01,Capalaba,R6 366m Gr5,6,254588493,84223551,3,Dayseas Ziggy,14.63,0.5921636655613361,0.0,168.08,0.0,12.5,0.0624031520972827
2026-03-01,Capalaba,R6 366m Gr5,6,254588493,88377076,4,Kachina Ripple,2.74,0.33714790031697145,0.0,5.92,1.0,1.9,0.19604458473071612
2026-03-01,Capalaba,R6 366m Gr5,6,254588493,95344953,5,Zipping Gressier,30.03,0.43467333093319593,0.0,7.4,0.0,2.36,-0.10183510183510182
2026-03-01,Capalaba,R6 366m Gr5,6,254588493,89061595,6,Haras Usain,73.97,0.5445039401463927,0.0,48.02,0.0,4.76,-0.007305662206337011
2026-03-01,Capalaba,R6 366m Gr5,6,254588493,95621958,7,Blizzard,10.95,0.5854175969458446,0.0,3.7,1.0,1.65,-0.17894606935702823
2026-03-01,Capalaba,R6 366m Gr5,6,254588493,75120097,8,Flying Ernesto,11.93,0.571106270527014,0.0,13.39,0.0,3.83,0.009139697776486821
2026-03-01,Capalaba,R7 366m Gr4/5,7,254588496,84983426,1,Reconstruction,2.96,0.22417396310212562,1.0,4.9,1.0,1.68,0.13375620518477663
2026-03-01,Capalaba,R7 366m Gr4/5,7,254588496,2261533,2,Brookers Road,7.89,0.22840968222904828,0.0,2.12,0.0,1.31,-0.344955400913504
2026-03-01,Capalaba,R7 366m Gr4/5,7,254588496,87716048,3,Cliff Clavin,21.47,0.598531916607424,0.0,41.63,0.0,4.1,0.02255547993552445
2026-03-01,Capalaba,R7 366m Gr4/5,7,254588496,62559221,4,Brute Banner,5.17,0.6534516412482351,0.0,12.83,0.0,2.32,0.11548127499770094
2026-03-01,Capalaba,R7 366m Gr4/5,7,254588496,76008454,5,Cupola,118.41,0.42245817560554755,0.0,430.0,0.0,62.77,0.006119651270811115
2026-03-01,Capalaba,R7 366m Gr4/5,7,254588496,76338813,6,Weather Report,7.07,0.2500797657190869,0.0,28.0,1.0,3.0,0.10572842998585573
2026-03-01,Capalaba,R7 366m Gr4/5,7,254588496,82820124,7,Chevy Storm,34.04,0.5791789324522876,0.0,65.0,0.0,6.4,0.013992587905631383
2026-03-01,Capalaba,R7 366m Gr4/5,7,254588496,67661855,8,Dayseas Elvis,8.62,0.6054897223141384,0.0,8.6,1.0,1.96,-0.00026978902498245305
2026-03-01,Capalaba,R8 366m FFA,8,254588499,72354379,1,Looking Fancy,33.57,0.5031006253344409,0.0,220.0,0.0,25.0,0.025243047092913043
