LOCAL_RACE_DATE,RACETIME,COUNTRY_ID,TRACK,EVENT_ID,WIN_MARKET_ID,PLACE_MARKET_ID,RACE_NAME,WIN_MARKET_NAME,RACE_NUMBER,SELECTION_ID,RUNNER_NAME,RATED_PRICE,WIN_BSP,WIN_RESULT,PLACE_BSP,PLACE_RESULT
2026-08-01,2026-08-01 22:33:00,1.0,Newmarket,35882969,260577246,260577248.0,British Stallion Studs EBF Chalice Stakes (Fillies' & Mares' Listed) (Class A),1m4f Listed,1,59016036,Francophone,16.22,11.0,0.0,2.82,1.0
2026-08-01,2026-08-01 22:33:00,1.0,Newmarket,35882969,260577246,260577248.0,British Stallion Studs EBF Chalice Stakes (Fillies' & Mares' Listed) (Class A),1m4f Listed,1,65038716,Orchard Keeper,22.7,43.36,0.0,7.8,0.0
2026-08-01,2026-08-01 22:33:00,1.0,Newmarket,35882969,260577246,260577248.0,British Stallion Studs EBF Chalice Stakes (Fillies' & Mares' Listed) (Class A),1m4f Listed,1,5095943,Miss Justice,7.09,11.67,0.0,2.7,0.0
2026-08-01,2026-08-01 22:33:00,1.0,Newmarket,35882969,260577246,260577248.0,British Stallion Studs EBF Chalice Stakes (Fillies' & Mares' Listed) (Class A),1m4f Listed,1,20183,Ryka,22.13,,-1.0,,-1.0
2026-08-01,2026-08-01 22:33:00,1.0,Newmarket,35882969,260577246,260577248.0,British Stallion Studs EBF Chalice Stakes (Fillies' & Mares' Listed) (Class A),1m4f Listed,1,75025574,Revoir,4.38,8.57,0.0,2.2,1.0
2026-08-01,2026-08-01 22:33:00,1.0,Newmarket,35882969,260577246,260577248.0,British Stallion Studs EBF Chalice Stakes (Fillies' & Mares' Listed) (Class A),1m4f Listed,1,76636294,Orionis,6.65,6.2,0.0,1.86,0.0
2026-08-01,2026-08-01 22:33:00,1.0,Newmarket,35882969,260577246,260577248.0,British Stallion Studs EBF Chalice Stakes (Fillies' & Mares' Listed) (Class A),1m4f Listed,1,282039,Romantic Symphony,5.31,2.4,1.0,1.39,1.0
2026-08-01,2026-08-01 22:33:00,1.0,Newmarket,35882969,260577246,260577248.0,British Stallion Studs EBF Chalice Stakes (Fillies' & Mares' Listed) (Class A),1m4f Listed,1,41338272,Sunshine Star,12.2,15.04,0.0,3.55,0.0
2026-08-01,2026-08-01 22:33:00,1.0,Newmarket,35882969,260577246,260577248.0,British Stallion Studs EBF Chalice Stakes (Fillies' & Mares' Listed) (Class A),1m4f Listed,1,10371757,Gone By,16.87,29.0,0.0,5.6,0.0
2026-08-01,2026-08-01 23:13:00,1.0,Newmarket,35882969,260577265,260577267.0,British Stallion Studs EBF Fillies' Nursery Handicap (Class B),6f Nursery,2,97400851,Lady Dublin,16.37,23.0,0.0,4.31,0.0
2026-08-01,2026-08-01 23:13:00,1.0,Newmarket,35882969,260577265,260577267.0,British Stallion Studs EBF Fillies' Nursery Handicap (Class B),6f Nursery,2,97400830,Love A Giggle,7.52,3.3,0.0,1.62,0.0
2026-08-01,2026-08-01 23:13:00,1.0,Newmarket,35882969,260577265,260577267.0,British Stallion Studs EBF Fillies' Nursery Handicap (Class B),6f Nursery,2,97736931,Donegal Rose,19.62,38.0,0.0,7.4,0.0
