Date,Track,Race Name,Race,MarketId,SelectionId,Rug,Dog,Rated Price,Early Speed,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,WIN_VALUE
2025-05-01,Albion Park,R1 520m Gr5,1,243146828,62522703,1,Infra Terra,2.09,0.5354229768102553,0.0,3.44,1.0,1.67,0.1877712251029265
2025-05-01,Albion Park,R1 520m Gr5,1,243146828,54704821,2,Venice Bale,19.08,0.19664501281351082,1.0,10.7,1.0,2.62,-0.04104704245772841
2025-05-01,Albion Park,R1 520m Gr5,1,243146828,70493378,3,Winged Wonder,14.44,0.2718290125133371,0.0,32.53,0.0,4.35,0.038511222966569114
2025-05-01,Albion Park,R1 520m Gr5,1,243146828,52385476,4,Bomber Bar Cool,14.19,0.361263363805867,0.0,7.7,0.0,2.36,-0.05939796637471055
2025-05-01,Albion Park,R1 520m Gr5,1,243146828,57957168,5,Pocket Picker,41.5,0.2126482791862026,0.0,142.07,0.0,12.96,0.017057601843991722
2025-05-01,Albion Park,R1 520m Gr5,1,243146828,55746301,6,Shian Quirky,5.34,0.703625211616639,0.0,3.34,1.0,1.74,-0.11213528000179418
2025-05-01,Albion Park,R1 520m Gr5,1,243146828,53344415,7,Sirius Zoe,21.08,0.32279489743857903,0.0,23.0,0.0,3.8,0.0039600693012127736
2025-05-01,Albion Park,R1 520m Gr5,1,243146828,57733039,8,Cha Cha Kitty,14.28,0.38545806491483214,0.0,8.08,0.0,2.31,-0.05373436503314197
2025-05-01,Albion Park,R10 520m Gr5,10,243146873,73677982,1,Whiskey Service,2.49,0.5250579294668266,0.0,2.93,0.0,1.75,0.060309497375166166
2025-05-01,Albion Park,R10 520m Gr5,10,243146873,68349085,2,Sleek Charm,13.81,0.40809665888385105,0.0,13.31,0.0,5.1,-0.0027201839279564766
2025-05-01,Albion Park,R10 520m Gr5,10,243146873,75019605,3,Akela Judo,10.12,0.27631463050483107,1.0,3.37,1.0,2.03,-0.1979216757954985
2025-05-01,Albion Park,R10 520m Gr5,10,243146873,83080796,4,Lead Foot Larry,6.25,0.31479324167284706,0.0,21.0,0.0,5.61,0.11238095238095239
2025-05-01,Albion Park,R10 520m Gr5,10,243146873,64640847,6,Easy Beat,10.04,0.556251473307611,0.0,24.31,0.0,8.75,0.058466258372515706
2025-05-01,Albion Park,R10 520m Gr5,10,243146873,70571420,7,Rattlesnake Pie,19.75,0.3396662626572695,0.0,190.0,0.0,32.0,0.04536975349766822
2025-05-01,Albion Park,R10 520m Gr5,10,243146873,83080797,8,Two Cent Tilly,8.52,0.5874106388813312,0.0,4.4,1.0,2.28,-0.10990183525394792
2025-05-01,Albion Park,R11 520m Gr5,11,243146878,65520453,1,Party Mode,2.67,0.6151252921716246,1.0,1.59,1.0,1.24,-0.25439898240407033
2025-05-01,Albion Park,R11 520m Gr5,11,243146878,3298585,2,Gold Tip,22.05,0.19848060585570904,0.0,210.0,0.0,38.0,0.040589569160997735
2025-05-01,Albion Park,R11 520m Gr5,11,243146878,47462760,3,Villante,5.98,0.4878884132713026,0.0,3.6,1.0,1.7,-0.11055369751021926
2025-05-01,Albion Park,R11 520m Gr5,11,243146878,47334853,4,Calder,10.07,0.6008042796671148,0.0,104.12,0.0,15.5,0.089700563210809
