Tipster_Name,MeetingDate,TrackName,Content,International_Meeting,Racing_Code,Race,Selection,BettingStrategy,MarketType,RP,SelectionName,Stake,BestBet,Market_ID,Selection_ID,MBR,RESULT,BSP,PROFIT_BSP,PROFIT_BSP_RP,PROFIT_BESTBET
Lachlan Mosley,1/10/2025,Balaklava,EXPERT TIPS,FALSE,Thoroughbred,2,11,BACK,WIN,,11. Good Expectations ,3,BEST BET,248388707,89018019,8,1,1.8,2.21,2.21,2.21
Brett & Darren Carroll,1/10/2025,Bendigo,EXPERT TIPS,FALSE,Harness,1,12,BACK,WIN,$2.00,12. Princess Arna,1,,248465247,89061590,8,0,3.3,-1,-1,0
Brett & Darren Carroll,1/10/2025,Bendigo,EXPERT TIPS,FALSE,Harness,2,5,BACK,WIN,$2.50,5. Keayang Omar,1,,248465249,43989531,8,0,4.5,-1,-1,0
Brett & Darren Carroll,1/10/2025,Bendigo,EXPERT TIPS,FALSE,Harness,3,6,BACK,WIN,$1.75,6. Champagnes,3,BEST BET,248465251,65260837,8,1,1.61,1.68,0,1.68
Brett & Darren Carroll,1/10/2025,Bendigo,EXPERT TIPS,FALSE,Harness,6,2,BACK,WIN,$1.80,2. Wheres Wood Wood,2,,248465257,26435821,8,0,2.78,-2,-2,0
Linton Chataway,1/10/2025,Eagle Farm,EXPERT TIPS,FALSE,Thoroughbred,2,6,BACK,WIN,$3.50,6. Crypto Miss,1,BEST BET,248393855,86586261,8,0,3.35,-1,0,-1
Linton Chataway,1/10/2025,Eagle Farm,EXPERT TIPS,FALSE,Thoroughbred,4,4,BACK,WIN,$3.50,4. Ocean Zar,1,,248393873,58177084,8,1,4.27,3.01,3.01,0
Linton Chataway,1/10/2025,Eagle Farm,EXPERT TIPS,FALSE,Thoroughbred,6,3,LAY,WIN,$4.50,3. Town Crier,1,BEST BET,248393891,722625,8,0,4.88,0.24,0,0.24
Mark Lawrence,1/10/2025,Globe Derby,EXPERT TIPS,FALSE,Harness,2,4,LAY,WIN,$6.00,4. White Star Village,2,,248465182,20980618,8,0,4.56,0.52,0.52,0
Mark Lawrence,1/10/2025,Globe Derby,EXPERT TIPS,FALSE,Harness,8,1,LAY,WIN,$6.00,1. Tonkawaikon,2,BEST BET,248465194,71405510,8,1,6.35,-2,0,-2
Mark Lawrence,1/10/2025,Globe Derby,EXPERT TIPS,FALSE,Harness,9,1,BACK,WIN,$3.50,1. Taylahs Ace,2,BEST BET,248465196,49278274,8,1,3.25,4.14,0,4.14
The Leg Up,1/10/2025,Rosehill,EXPERT TIPS,FALSE,Thoroughbred,1,6,BACK,WIN,$8.50,6. Nordic Viking,1,,248397801,80091816,10,0,10.5,-1,-1,0
The Leg Up,1/10/2025,Rosehill,EXPERT TIPS,FALSE,Thoroughbred,1,14,BACK,WIN,$21.00,14. Peleus,1,,248397801,88611296,10,0,43.46,-1,-1,0
Mitch Lewis,1/10/2025,Rosehill,EXPERT TIPS,FALSE,Thoroughbred,3,1,BACK,WIN,$2.50,1. Mergeila,2,,248397819,89265363,10,0,2.7,-2,-2,0
The Leg Up,1/10/2025,Rosehill,EXPERT TIPS,FALSE,Thoroughbred,3,1,BACK,WIN,$2.20,1. Mergeila,1,,248397819,89265363,10,0,2.7,-1,-1,0
Mitch Lewis,1/10/2025,Rosehill,EXPERT TIPS,FALSE,Thoroughbred,4,11,BACK,WIN,$5.00,11. Precinct,1,,248397828,6735045,10,0,5.7,-1,-1,0
Mitch Lewis,1/10/2025,Rosehill,EXPERT TIPS,FALSE,Thoroughbred,4,11,BACK,PLACE,$5.00,11. Precinct,1,,248397829,6735045,10,0,2.34,-1,0,0
Mitch Lewis,1/10/2025,Rosehill,EXPERT TIPS,FALSE,Thoroughbred,5,7,BACK,WIN,$2.00,7. Sarrismo,3,BEST BET,248397837,89265372,10,0,2.69,-3,-3,-3
The Leg Up,1/10/2025,Rosehill,EXPERT TIPS,FALSE,Thoroughbred,5,7,BACK,WIN,$1.85,7. Sarrismo,1,,248397837,89265372,10,0,2.69,-1,-1,0
Mitch Lewis,1/10/2025,Rosehill,EXPERT TIPS,FALSE,Thoroughbred,6,9,LAY,WIN,$6.00,9. Burma Star,1,BEST BET,248397846,89265377,10,0,5.84,0.19,0.19,0.19
The Leg Up,1/10/2025,Rosehill,EXPERT TIPS,FALSE,Thoroughbred,6,8,BACK,WIN,$3.20,8. Golden Straand,1,BEST BET,248397846,85506874,10,1,4.38,3.04,3.04,3.04
The Leg Up,1/10/2025,Rosehill,EXPERT TIPS,FALSE,Thoroughbred,6,1,BACK,WIN,$4.00,1. Midnight Dynamite,1,,248397846,77386649,10,0,3.6,-1,0,0
Jackson Oldham,1/10/2025,Sandown,EXPERT TIPS,FALSE,Thoroughbred,2,5,LAY,WIN,$4.75,5. Jaguar Paw,2,BEST BET,248397517,4902734,8,0,4.3,0.56,0.56,0.56
Jackson Oldham,1/10/2025,Sandown,EXPERT TIPS,FALSE,Thoroughbred,4,7,BACK,WIN,$3.00,7. Acta Non Verba,2,BEST BET,248397535,3436395,8,0,3.2,-2,-2,-2
Michael Tye,1/10/2025,The Meadows,EXPERT TIPS,FALSE,Greyhounds,10,4,BACK,WIN,$2.40,4. Paw Zoltin ,2,,248465351,87454475,8,0,4.62,-2,-2,0
Michael Tye,1/10/2025,The Meadows,EXPERT TIPS,FALSE,Greyhounds,12,2,BACK,WIN,$1.20,2. Delicate ,5,,248465361,76706572,8,0,1.11,-5,0,0
Michael Tye,1/10/2025,The Meadows,EXPERT TIPS,FALSE,Greyhounds,5,1,BACK,WIN,$1.40,1. Cleos Star ,3,,248465326,84433242,8,1,1.14,0.39,0,0
Michael Tye,1/10/2025,The Meadows,EXPERT TIPS,FALSE,Greyhounds,9,1,LAY,WIN,$3.50,1. Devil Can Fly ,2,BEST BET,248465346,88929242,8,0,2.11,1.66,1.66,1.66
Brett & Darren Carroll,2/10/2025,Ballarat,EXPERT TIPS,FALSE,Harness,3,6,BACK,WIN,$2.00,6. Guaranteed Trouble,1,,248502946,77769460,8,1,4.41,3.14,3.14,0
Brett & Darren Carroll,2/10/2025,Ballarat,EXPERT TIPS,FALSE,Harness,4,8,BACK,WIN,$1.90,8. Our Rocker,1,,248502948,87124391,8,0,1.76,-1,0,0
