Date,Track,Race Name,Race,MarketID,SelectionID,Number,Horse,Rank,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP
17/02/2024,Flemington,R4 1600m Hcap,4,224859903,66032746,10,Belle Savoir,1,0,11.85,1,3.69
17/02/2024,Flemington,R4 1600m Hcap,4,224859903,66032742,4,Who Dares,2,0,4.47,0,1.92
17/02/2024,Flemington,R4 1600m Hcap,4,224859903,44966404,8,Magnaspin,3,0,6.91,1,2.42
17/02/2024,Flemington,R4 1600m Hcap,4,224859903,66032749,14,Green Belt,4,0,8.16,0,3.09
17/02/2024,Flemington,R4 1600m Hcap,4,224859903,47871634,3,Khoekhoe,5,0,71.18,0,12.42
17/02/2024,Flemington,R5 1400m Grp3,5,224859912,66032750,3,Wishlor Lass,1,0,1.97,0,1.3
17/02/2024,Flemington,R5 1400m Grp3,5,224859912,47637352,1,Revolutionary Miss,2,1,7.27,1,1.97
17/02/2024,Flemington,R5 1400m Grp3,5,224859912,41552498,2,Foxy Frida,3,0,8.6,0,2.31
17/02/2024,Flemington,R5 1400m Grp3,5,224859912,891460,7,Fortunate Kiss,4,0,24.58,1,4.2
17/02/2024,Flemington,R5 1400m Grp3,5,224859912,20054606,8,Forbidden City,5,0,20.01,1,3.8
17/02/2024,Flemington,R6 1400m Grp3,6,224859921,3320602,1,Infatuation,1,0,5,0,2.11
17/02/2024,Flemington,R6 1400m Grp3,6,224859921,66032752,2,Mollynickers,2,0,5.4,1,2.25
17/02/2024,Flemington,R6 1400m Grp3,6,224859921,55244225,4,Grinzinger Belle,3,1,15.24,1,4.3
17/02/2024,Flemington,R6 1400m Grp3,6,224859921,63404427,5,Material Dreams,4,0,28.77,0,6.38
17/02/2024,Flemington,R6 1400m Grp3,6,224859921,5178525,7,Donegal,5,0,7.25,0,2.62
17/02/2024,Flemington,R7 1400m Grp3,7,224859930,66032758,2,King Colorado,1,0,4.22,1,1.9
17/02/2024,Flemington,R7 1400m Grp3,7,224859930,66032760,4,Amur,2,0,108.81,0,14.5
17/02/2024,Flemington,R7 1400m Grp3,7,224859930,66032762,9,Verdad,3,0,8.12,1,3.01
17/02/2024,Flemington,R7 1400m Grp3,7,224859930,4303151,5,Tannhauser,4,0,40.41,0,7.1
17/02/2024,Flemington,R7 1400m Grp3,7,224859930,5270978,7,Otago,5,0,4.01,0,1.79
17/02/2024,Flemington,R8 1000m Grp1,8,224859939,4320287,4,Imperatriz,1,1,1.8,1,1.16
17/02/2024,Flemington,R8 1000m Grp1,8,224859939,36297193,1,Private Eye,2,0,5.95,1,1.59
17/02/2024,Flemington,R8 1000m Grp1,8,224859939,38687871,3,Bella Nipotina,3,0,16.5,0,3.59
17/02/2024,Flemington,R8 1000m Grp1,8,224859939,10749525,6,Rich Fortune,4,0,290,0,19.75
17/02/2024,Flemington,R8 1000m Grp1,8,224859939,66032766,7,Cylinder,5,0,23.36,0,4.7
17/02/2024,Flemington,R9 1400m Listed,9,224859948,10907630,8,Windstorm,1,0,153.84,0,11.26
17/02/2024,Flemington,R9 1400m Listed,9,224859948,66032770,12,Jimmysstar,2,0,1.39,1,1.14
17/02/2024,Flemington,R9 1400m Listed,9,224859948,10716733,3,Riddle Me That,3,0,171.5,0,12.77
17/02/2024,Flemington,R9 1400m Listed,9,224859948,46240826,11,Ka Bling,4,0,16.55,0,2.44
17/02/2024,Flemington,R9 1400m Listed,9,224859948,36306657,6,Crosshaven,5,0,23,0,3.28
17/02/2024,Flemington,R10 1400m Hcap,10,224859957,66032771,11,Bel Air,1,0,6.44,1,2.41
17/02/2024,Flemington,R10 1400m Hcap,10,224859957,49807479,9,Hes Our Bonneval,2,0,8.92,0,2.6
17/02/2024,Flemington,R10 1400m Hcap,10,224859957,66032773,13,Punch Lane,3,0,2.7,0,1.38
17/02/2024,Flemington,R10 1400m Hcap,10,224859957,1261683,1,Poland,4,0,39.53,0,7.79
17/02/2024,Flemington,R10 1400m Hcap,10,224859957,64162307,15,Helix,5,0,5.24,0,2.22
17/02/2024,Gold Coast,R1 1540m Mdn,1,224899486,1072290,1,Bamboozled,1,0,2.18,0,1.51
17/02/2024,Gold Coast,R1 1540m Mdn,1,224899486,879991,2,Singular,2,1,5.88,1,2.52
17/02/2024,Gold Coast,R1 1540m Mdn,1,224899486,57563508,4,Crusader Razor,3,0,6.85,1,3.07
17/02/2024,Gold Coast,R1 1540m Mdn,1,224899486,54612206,7,Klang Boy,4,0,9.29,0,3.45
17/02/2024,Gold Coast,R1 1540m Mdn,1,224899486,52900226,3,Seeya Later Gater,5,0,12.89,0,4.24
17/02/2024,Gold Coast,R2 1200m Hcap,2,224899491,28699701,3,Crypto Currency,1,0,10.5,0,4.6
17/02/2024,Gold Coast,R2 1200m Hcap,2,224899491,66069533,5,Mas Epic,2,0,3.9,0,2.26
17/02/2024,Gold Coast,R2 1200m Hcap,2,224899491,49710694,4,Mehajir,3,0,4.57,0,2.52
17/02/2024,Gold Coast,R2 1200m Hcap,2,224899491,49710694,4,Mehajir,4,0,4.57,0,2.52
17/02/2024,Gold Coast,R2 1200m Hcap,2,224899491,35709490,2,Pernell,5,0,20,1,8.3
17/02/2024,Gold Coast,R3 1900m Hcap,3,224899496,38389430,1,Just A Jedi,1,0,4.2,1,1.37
17/02/2024,Gold Coast,R3 1900m Hcap,3,224899496,832697,2,Hereditary,2,0,2.98,1,1.22
17/02/2024,Gold Coast,R3 1900m Hcap,3,224899496,27038260,3,Zouys Comet,3,0,46,0,5.69
17/02/2024,Gold Coast,R3 1900m Hcap,3,224899496,63893819,4,Pagato,4,1,3.35,1,1.25
17/02/2024,Gold Coast,R3 1900m Hcap,3,224899496,35621473,6,Winston Blue,5,0,25.7,0,2.85
17/02/2024,Gold Coast,R4 1200m CL4,4,224899501,38708020,2,Deep Blast,1,1,2.88,1,1.18
17/02/2024,Gold Coast,R4 1200m CL4,4,224899501,50931380,3,Waterworld,2,0,2.36,1,1.15
17/02/2024,Gold Coast,R4 1200m CL4,4,224899501,39595027,1,Bean Foggy,3,0,11,0,2.08
17/02/2024,Gold Coast,R4 1200m CL4,4,224899501,5833478,6,In The Blink,4,0,16.81,1,2.48
17/02/2024,Gold Coast,R4 1200m CL4,4,224899501,5833478,6,In The Blink,5,0,16.81,1,2.48
17/02/2024,Gold Coast,R5 1050m Mdn,5,224899506,66069537,4,Decisively,1,0,2.77,1,1.38
17/02/2024,Gold Coast,R5 1050m Mdn,5,224899506,66069536,3,Switch And Slide,2,,,,
17/02/2024,Gold Coast,R5 1050m Mdn,5,224899506,66069540,9,Torre Egger,3,1,8.58,1,2.33
17/02/2024,Gold Coast,R5 1050m Mdn,5,224899506,300031,7,Energized,4,0,6.5,0,2.18
17/02/2024,Gold Coast,R5 1050m Mdn,5,224899506,66069543,14,Mintos Power,5,0,4.6,1,1.66
17/02/2024,Gold Coast,R6 1540m CL1,6,224899511,4253136,8,Shigeru,1,1,1.93,1,1.16
17/02/2024,Gold Coast,R6 1540m CL1,6,224899511,1538008,9,Silver Onyx,2,0,6.81,1,1.59
17/02/2024,Gold Coast,R6 1540m CL1,6,224899511,47988829,2,Crazy About You,3,,,,
17/02/2024,Gold Coast,R6 1540m CL1,6,224899511,66069544,12,Dance Babe,4,0,9.57,1,1.96
17/02/2024,Gold Coast,R6 1540m CL1,6,224899511,38936949,6,Nice Water,5,0,10.44,0,1.94
17/02/2024,Gold Coast,R7 1100m Hcap,7,224899516,35524489,5,Redsnap,1,0,11.94,0,3.05
17/02/2024,Gold Coast,R7 1100m Hcap,7,224899516,65052104,4,Hes Essential,2,0,32.37,1,6.8
17/02/2024,Gold Coast,R7 1100m Hcap,7,224899516,66069548,12,Duchess Of Milan,3,0,7.8,0,2.6
17/02/2024,Gold Coast,R7 1100m Hcap,7,224899516,66069547,11,She Is All Magic,4,0,9.48,0,2.68
17/02/2024,Gold Coast,R7 1100m Hcap,7,224899516,51052777,3,My Dog Diesel,5,0,14.5,1,3.75
17/02/2024,Grafton,R1 2120m Hcap,1,224937506,40041128,2,Reliable Dude,1,0,14.62,0,3.83
17/02/2024,Grafton,R1 2120m Hcap,1,224937506,40041128,2,Reliable Dude,2,0,14.62,0,3.83
17/02/2024,Grafton,R1 2120m Hcap,1,224937506,51759532,1,Always Hunting,3,0,8.6,1,2.38
17/02/2024,Grafton,R1 2120m Hcap,1,224937506,44590407,4,Mount Zion,4,1,5.26,1,1.86
17/02/2024,Grafton,R1 2120m Hcap,1,224937506,51759532,1,Always Hunting,5,0,8.6,1,2.38
17/02/2024,Grafton,R2 1106m Mdn,2,224937511,1384599,1,Cannon,1,1,1.8,1,1.2
17/02/2024,Grafton,R2 1106m Mdn,2,224937511,1384599,1,Cannon,2,1,1.8,1,1.2
17/02/2024,Grafton,R2 1106m Mdn,2,224937511,3331654,2,Kid Billy,3,0,7.38,0,1.67
17/02/2024,Grafton,R2 1106m Mdn,2,224937511,3331654,2,Kid Billy,4,0,7.38,0,1.67
17/02/2024,Grafton,R2 1106m Mdn,2,224937511,66069181,6,Fools Play,5,0,13,1,2.17
17/02/2024,Grafton,R3 1106m CL1,3,224937516,54139167,1,Zelgaria,1,0,8.51,1,1.85
17/02/2024,Grafton,R3 1106m CL1,3,224937516,420986,3,Bravely,2,1,6.2,1,1.45
17/02/2024,Grafton,R3 1106m CL1,3,224937516,54139167,1,Zelgaria,3,0,8.51,1,1.85
17/02/2024,Grafton,R3 1106m CL1,3,224937516,420986,3,Bravely,4,1,6.2,1,1.45
17/02/2024,Grafton,R3 1106m CL1,3,224937516,66069184,6,Jewels Statement,5,0,1.61,1,1.19
17/02/2024,Grafton,R4 1410m Mdn,4,224937521,63640593,8,A Notion,1,1,3.75,1,1.4
17/02/2024,Grafton,R4 1410m Mdn,4,224937521,63640593,8,A Notion,2,1,3.75,1,1.4
17/02/2024,Grafton,R4 1410m Mdn,4,224937521,66069188,7,Saxon Brave,2,0,2.37,1,1.21
17/02/2024,Grafton,R4 1410m Mdn,4,224937521,63640593,8,A Notion,3,1,3.75,1,1.4
17/02/2024,Grafton,R4 1410m Mdn,4,224937521,66069188,7,Saxon Brave,3,0,2.37,1,1.21
17/02/2024,Grafton,R4 1410m Mdn,4,224937521,2593993,4,The Riddler,4,0,7,1,2.09
17/02/2024,Grafton,R4 1410m Mdn,4,224937521,2593993,4,The Riddler,5,0,7,1,2.09
17/02/2024,Grafton,R4 1410m Mdn,4,224937521,65051478,11,Shines Bright,5,0,14.5,0,2.46
17/02/2024,Grafton,R5 1206m Mdn,5,224937526,66004878,1,Aussie Turbo,1,0,2.63,0,1.4
17/02/2024,Grafton,R5 1206m Mdn,5,224937526,66004878,1,Aussie Turbo,2,0,2.63,0,1.4
17/02/2024,Grafton,R5 1206m Mdn,5,224937526,65867031,5,Wolf Dancer,3,0,9.2,0,2.68
17/02/2024,Grafton,R5 1206m Mdn,5,224937526,66069191,3,Last Line Dance,5,0,11,0,3.34
17/02/2024,Grafton,R6 1410m Hcap,6,224940808,60151385,11,Intentional Lass,1,0,8.3,0,2.72
17/02/2024,Grafton,R6 1410m Hcap,6,224940808,60151385,11,Intentional Lass,2,0,8.3,0,2.72
17/02/2024,Grafton,R6 1410m Hcap,6,224940808,39388457,1,Hill Billy Flyer,3,0,7.59,0,2.71
17/02/2024,Grafton,R6 1410m Hcap,6,224940808,57916058,8,Takunai,4,0,15.5,0,4.11
17/02/2024,Grafton,R6 1410m Hcap,6,224940808,39388457,1,Hill Billy Flyer,5,0,7.59,0,2.71
17/02/2024,Grafton,R7 1106m Hcap,7,224937536,47637186,11,Lady Falvelon,1,0,5.69,0,2.2
17/02/2024,Grafton,R7 1106m Hcap,7,224937536,47637186,11,Lady Falvelon,2,0,5.69,0,2.2
17/02/2024,Grafton,R7 1106m Hcap,7,224937536,53112256,13,I Am A Hit,3,0,15.52,0,4.3
17/02/2024,Grafton,R7 1106m Hcap,7,224937536,54212633,5,The Hanger Cat,4,0,4.5,0,1.96
17/02/2024,Grafton,R7 1106m Hcap,7,224937536,38607928,3,Gobbled,5,0,55,0,9.45
17/02/2024,Grafton,R8 1410m CL5,8,224937541,547324,1,Emperor,1,0,5.63,0,2.2
17/02/2024,Grafton,R8 1410m CL5,8,224937541,53345554,5,Tribeca Star,2,1,4.01,1,1.71
17/02/2024,Grafton,R8 1410m CL5,8,224937541,38744782,4,Rainbow Connection,3,0,7.2,1,2.14
17/02/2024,Grafton,R8 1410m CL5,8,224937541,547324,1,Emperor,4,0,5.63,0,2.2
17/02/2024,Grafton,R8 1410m CL5,8,224937541,53345554,5,Tribeca Star,5,1,4.01,1,1.71
17/02/2024,Kangaroo Island,R1 1215m Mdn,1,224899846,66004464,5,Utilitarian,1,0,2.72,1,1.37
17/02/2024,Kangaroo Island,R1 1215m Mdn,1,224899846,22564817,1,Bless The Fleet,2,1,24.91,1,4.55
17/02/2024,Kangaroo Island,R1 1215m Mdn,1,224899846,66004465,8,Didwewin,3,0,17.11,0,4.1
17/02/2024,Kangaroo Island,R1 1215m Mdn,1,224899846,41929843,4,Military Press,4,0,10,0,2.35
17/02/2024,Kangaroo Island,R1 1215m Mdn,1,224899846,65823297,10,Tara Rani,5,0,3.71,0,1.52
17/02/2024,Kangaroo Island,R2 1215m Hcap,2,224899852,21174275,3,Scouts Honour,1,0,18.28,0,4.24
17/02/2024,Kangaroo Island,R2 1215m Hcap,2,224899852,44389104,5,Redwinelover,2,1,5.23,1,1.92
17/02/2024,Kangaroo Island,R2 1215m Hcap,2,224899852,66004467,1,Northern Superstar,3,0,5.85,0,2.11
17/02/2024,Kangaroo Island,R2 1215m Hcap,2,224899852,46836480,8,Giallo,4,0,16.58,0,4.2
17/02/2024,Kangaroo Island,R2 1215m Hcap,2,224899852,49683465,4,Jura Mac,5,0,3.81,0,1.69
17/02/2024,Kangaroo Island,R3 1360m Hcap,3,224899858,40364075,1,Kayseri,1,0,4.1,0,1.54
17/02/2024,Kangaroo Island,R3 1360m Hcap,3,224899858,43527144,7,Battlecruiser,2,0,5.8,1,1.78
17/02/2024,Kangaroo Island,R3 1360m Hcap,3,224899858,57883638,5,Super Sharp,3,0,12.03,1,3.05
17/02/2024,Kangaroo Island,R3 1360m Hcap,3,224899858,38266062,3,Taipan Tommy,4,0,19.7,0,3.37
17/02/2024,Kangaroo Island,R3 1360m Hcap,3,224899858,66004461,6,Lotto Fight,5,0,15.5,0,2.92
17/02/2024,Kangaroo Island,R4 1050m Hcap,4,224899864,66004468,4,Manuka Bay,1,0,6.44,1,2
17/02/2024,Kangaroo Island,R4 1050m Hcap,4,224899864,41574410,5,Chosen Blonde,2,1,10.33,1,2.66
17/02/2024,Kangaroo Island,R4 1050m Hcap,4,224899864,5054130,7,Rodney,3,0,2.77,0,1.44
17/02/2024,Kangaroo Island,R4 1050m Hcap,4,224899864,55571793,10,Game Cove,4,0,41.16,1,6.65
17/02/2024,Kangaroo Island,R4 1050m Hcap,4,224899864,51576486,1,All Clubs,5,0,5.13,0,2.07
17/02/2024,Kangaroo Island,R5 1215m Hcap,5,224899870,59186844,6,Cry Cry Baby,1,0,6.14,0,2.12
17/02/2024,Kangaroo Island,R5 1215m Hcap,5,224899870,44186385,2,Lastar,2,0,8.24,1,2.7
17/02/2024,Kangaroo Island,R5 1215m Hcap,5,224899870,44364946,4,Real Valentia,3,0,30.77,0,6.2
17/02/2024,Kangaroo Island,R5 1215m Hcap,5,224899870,41320502,5,Babayka,4,0,7,0,2.34
17/02/2024,Kangaroo Island,R5 1215m Hcap,5,224899870,57625489,3,Noble Magnate,5,0,4.56,1,1.78
17/02/2024,Kangaroo Island,R6 1880m Cup,6,224899876,58882647,4,Oath Of Omerta,1,0,5.99,1,2.2
17/02/2024,Kangaroo Island,R6 1880m Cup,6,224899876,39670341,1,Thrill Kill,2,0,6.74,1,2.29
17/02/2024,Kangaroo Island,R6 1880m Cup,6,224899876,66004470,8,Hypercane,3,0,9.36,0,2.9
17/02/2024,Kangaroo Island,R6 1880m Cup,6,224899876,21627510,6,Hamslette,4,,,,
17/02/2024,Kangaroo Island,R6 1880m Cup,6,224899876,38398437,3,Eurekas Victory,5,1,4.06,1,1.69
17/02/2024,Kangaroo Island,R7 1750m Hcap,7,224899882,66004471,2,Charlesfort,1,0,7,1,2.3
17/02/2024,Kangaroo Island,R7 1750m Hcap,7,224899882,41749893,7,Cowleys Creek,2,0,7.69,0,2.58
17/02/2024,Kangaroo Island,R7 1750m Hcap,7,224899882,38779577,9,Run On,3,1,6.24,1,2.16
17/02/2024,Kangaroo Island,R7 1750m Hcap,7,224899882,42422249,4,Jamcra,4,,,,
17/02/2024,Kangaroo Island,R7 1750m Hcap,7,224899882,753413,6,Lord Of Darkness,5,0,3.87,0,1.57
17/02/2024,Morphettville,R1 2250m Hcap,1,224862937,42351054,2,Yuri Royale,1,0,2.33,1,1.47
17/02/2024,Morphettville,R1 2250m Hcap,1,224862937,61336726,4,Crown Mint,2,0,14.1,0,5.27
17/02/2024,Morphettville,R1 2250m Hcap,1,224862937,64959007,6,Dual Fuel,3,1,3.61,1,1.82
17/02/2024,Morphettville,R1 2250m Hcap,1,224862937,482234,3,Dixie Whistler,4,0,5.48,0,2.3
17/02/2024,Morphettville,R1 2250m Hcap,1,224862937,51294719,7,Pointless Praise,5,0,22.47,0,7.25
17/02/2024,Morphettville,R2 1000m Mdn,2,224862944,63609272,2,Hisway,1,0,100.13,0,14.98
17/02/2024,Morphettville,R2 1000m Mdn,2,224862944,65260431,4,Oakland Raider,2,0,17.91,0,3.86
17/02/2024,Morphettville,R2 1000m Mdn,2,224862944,66032310,14,Toi Et Moi,3,0,17.13,0,4.19
17/02/2024,Morphettville,R2 1000m Mdn,2,224862944,56807371,5,Zanthron,4,1,11.1,1,2.47
17/02/2024,Morphettville,R2 1000m Mdn,2,224862944,44735091,8,Blanc Visage,5,0,6.6,0,2.24
17/02/2024,Morphettville,R3 1250m Hcap,3,224862951,40950778,1,Pegasi,1,0,4.83,1,1.75
17/02/2024,Morphettville,R3 1250m Hcap,3,224862951,50685815,9,Shakattak,2,0,5.27,0,2.17
17/02/2024,Morphettville,R3 1250m Hcap,3,224862951,46836657,2,Jacks On Ice,3,1,4.41,1,1.88
17/02/2024,Morphettville,R3 1250m Hcap,3,224862951,51784078,6,Graysong,4,0,9.16,0,2.58
17/02/2024,Morphettville,R3 1250m Hcap,3,224862951,55012751,5,Ballon Dor,5,0,8.48,1,2.52
17/02/2024,Morphettville,R4 1300m CL1,4,224862958,7141288,1,Chambers Bay,1,0,21,0,6.4
17/02/2024,Morphettville,R4 1300m CL1,4,224862958,66032316,6,Hayai Mesu,2,0,5.84,0,2.34
17/02/2024,Morphettville,R4 1300m CL1,4,224862958,3911177,5,Tres Belle,3,0,7.6,0,2.88
17/02/2024,Morphettville,R4 1300m CL1,4,224862958,55414746,12,Prancing Countess,4,0,11.5,1,3.35
17/02/2024,Morphettville,R4 1300m CL1,4,224862958,63363902,11,Kristobel,5,1,4.25,1,1.76
17/02/2024,Morphettville,R5 1400m Hcap,5,224862965,6368651,2,Wild Imagination,1,1,14.11,1,2.85
17/02/2024,Morphettville,R5 1400m Hcap,5,224862965,60779405,6,Thirsty Guest,2,0,2.8,1,1.37
17/02/2024,Morphettville,R5 1400m Hcap,5,224862965,55494162,7,Le Ferrari,3,0,2.4,1,1.3
17/02/2024,Morphettville,R5 1400m Hcap,5,224862965,42268365,4,Prince Jofra,4,0,10.56,0,2.2
17/02/2024,Morphettville,R5 1400m Hcap,5,224862965,43858292,8,Disagreeable Miss,5,0,78.53,0,8.58
17/02/2024,Morphettville,R6 1400m 3yo,6,224862972,786505,1,Altruist,1,1,12,1,3.25
17/02/2024,Morphettville,R6 1400m 3yo,6,224862972,66032321,8,Lapilli,2,0,53.82,0,8.6
17/02/2024,Morphettville,R6 1400m 3yo,6,224862972,51784038,3,Harleynrose,3,0,14.64,1,3.75
17/02/2024,Morphettville,R6 1400m 3yo,6,224862972,66032320,7,Global Turn,4,0,6.8,0,2.24
17/02/2024,Morphettville,R6 1400m 3yo,6,224862972,64545697,5,Solar Mist,5,0,30.04,0,6
17/02/2024,Morphettville,R7 1550m Hcap,7,224862979,33045610,3,Jenkins,1,0,19.69,0,4.6
17/02/2024,Morphettville,R7 1550m Hcap,7,224862979,66032324,10,Runsir,2,0,75,0,12
17/02/2024,Morphettville,R7 1550m Hcap,7,224862979,36853026,9,Angaston,3,0,67.2,0,10.98
17/02/2024,Morphettville,R7 1550m Hcap,7,224862979,62097626,2,Tapinforpar,4,0,6.45,1,2.03
17/02/2024,Morphettville,R7 1550m Hcap,7,224862979,66032323,7,Pearl Adios,5,1,4.27,1,1.85
17/02/2024,Morphettville,R8 1000m Hcap,8,224862986,39658109,1,El Salto,1,1,8.17,1,2.87
17/02/2024,Morphettville,R8 1000m Hcap,8,224862986,66032325,8,Kaido,2,0,7.41,0,2.48
17/02/2024,Morphettville,R8 1000m Hcap,8,224862986,53183996,10,Lotza Bubbles,3,0,8.54,0,2.98
17/02/2024,Morphettville,R8 1000m Hcap,8,224862986,929245,7,Larkham,4,0,23,0,6.8
17/02/2024,Morphettville,R8 1000m Hcap,8,224862986,63859213,14,Little Rich Boy,5,0,38.67,0,7
17/02/2024,Morphettville,R9 1400m Hcap,9,224862993,35880119,4,Impossible Action,1,0,14.91,0,3.62
17/02/2024,Morphettville,R9 1400m Hcap,9,224862993,44364647,3,Pompeii Empire,2,0,3.8,0,1.83
17/02/2024,Morphettville,R9 1400m Hcap,9,224862993,45942700,6,San Lucido,3,0,7.8,0,2.27
17/02/2024,Morphettville,R9 1400m Hcap,9,224862993,1545036,5,Master At Arms,4,0,21.93,0,6.6
17/02/2024,Morphettville,R9 1400m Hcap,9,224862993,66032327,8,Im Kenny,5,0,43.23,0,10
17/02/2024,Newcastle,R1 900m 3yo,1,224893561,62097575,5,Dagon,1,1,3.1,1,1.81
17/02/2024,Newcastle,R1 900m 3yo,1,224893561,66068921,8,Rewards Daughter,2,0,21.16,0,6.12
17/02/2024,Newcastle,R1 900m 3yo,1,224893561,66068916,1,Defying,3,0,17,1,5.07
17/02/2024,Newcastle,R1 900m 3yo,1,224893561,66068920,7,Ivys Way,4,0,13.14,0,5.14
17/02/2024,Newcastle,R1 900m 3yo,1,224893561,66068917,2,Love The Cube,5,0,2.76,0,1.71
17/02/2024,Newcastle,R2 900m Hcap,2,224893566,28303050,1,Mikado,1,0,22.84,0,4.6
17/02/2024,Newcastle,R2 900m Hcap,2,224893566,43328941,4,Sharkim,2,0,8.6,0,2.26
17/02/2024,Newcastle,R2 900m Hcap,2,224893566,60528309,7,Asgoodasyougett,3,0,9,0,2.58
17/02/2024,Newcastle,R2 900m Hcap,2,224893566,1027628,2,Debussy,4,0,3.35,1,1.52
17/02/2024,Newcastle,R3 1890m Hcap,3,224893571,61895275,1,Extreme Freedom,1,0,6.02,0,2.2
17/02/2024,Newcastle,R3 1890m Hcap,3,224893571,43223832,2,Jack Duggan,2,1,6.15,1,2.22
17/02/2024,Newcastle,R3 1890m Hcap,3,224893571,47870937,6,Global Encounter,3,0,16.11,1,3.81
17/02/2024,Newcastle,R3 1890m Hcap,3,224893571,25388148,4,The Guru,4,0,8.76,0,2.92
17/02/2024,Newcastle,R3 1890m Hcap,3,224893571,53946049,10,Martini Crusader,5,0,9.79,0,3
17/02/2024,Newcastle,R4 1890m Mdn,4,224893576,66068927,10,Calanche,1,0,10.12,1,3.75
17/02/2024,Newcastle,R4 1890m Mdn,4,224893576,53256232,1,Alacrity,2,0,10.31,0,2.76
17/02/2024,Newcastle,R4 1890m Mdn,4,224893576,597081,3,Impunity,3,0,10.06,1,3.21
17/02/2024,Newcastle,R4 1890m Mdn,4,224893576,58917861,11,Cook Island Girl,4,0,21.96,0,4.7
17/02/2024,Newcastle,R4 1890m Mdn,4,224893576,56407192,7,Irenes Best,5,0,28.23,0,7.27
17/02/2024,Newcastle,R5 1600m Mdn,5,224893581,63640244,1,Wymark,1,1,2.63,1,1.37
17/02/2024,Newcastle,R5 1600m Mdn,5,224893581,66068937,8,Omikami,2,0,53.74,0,9.6
17/02/2024,Newcastle,R5 1600m Mdn,5,224893581,66068934,3,Fakhra,3,0,11.91,1,3.06
17/02/2024,Newcastle,R5 1600m Mdn,5,224893581,66068938,9,Vidya,4,0,72.76,0,16
17/02/2024,Newcastle,R5 1600m Mdn,5,224893581,53344065,6,Gleaming,5,0,5.14,0,2.02
17/02/2024,Newcastle,R6 1600m Hcap,6,224893586,2289232,1,Five Crowns,1,0,6.95,0,3.1
17/02/2024,Newcastle,R6 1600m Hcap,6,224893586,41675728,8,Hows It Kev,2,0,9.99,0,3.37
17/02/2024,Newcastle,R6 1600m Hcap,6,224893586,58138338,3,Mad Deel,3,1,3.79,1,2.01
17/02/2024,Newcastle,R6 1600m Hcap,6,224893586,39171038,12,Mon Amore,4,0,24,0,5.4
17/02/2024,Newcastle,R6 1600m Hcap,6,224893586,54612246,7,Allhallowtide,5,0,3.53,0,1.83
17/02/2024,Newcastle,R7 1200m Mdn,7,224893591,1267928,3,Prince Of Wales,1,0,3.8,0,1.56
17/02/2024,Newcastle,R7 1200m Mdn,7,224893591,65291757,9,Alice Mae,2,0,7.4,1,1.97
17/02/2024,Newcastle,R7 1200m Mdn,7,224893591,66068946,6,Nightcapped,3,1,3.5,1,1.48
17/02/2024,Newcastle,R7 1200m Mdn,7,224893591,66068947,7,Aces In Bloom,4,0,9.2,1,2.46
17/02/2024,Newcastle,R7 1200m Mdn,7,224893591,66068950,11,Ciao Bella Mia,5,0,65,0,11.5
17/02/2024,Newcastle,R8 1200m Hcap,8,224893596,66068956,8,Nosey Parker,1,1,3.25,1,1.55
17/02/2024,Newcastle,R8 1200m Hcap,8,224893596,50560094,6,Bantarki,2,0,16,0,4.5
17/02/2024,Newcastle,R8 1200m Hcap,8,224893596,16468442,4,Ljungberg,3,0,17.57,1,4.1
17/02/2024,Newcastle,R8 1200m Hcap,8,224893596,66068960,15,Redneck Rum,4,0,21,0,5.2
17/02/2024,Newcastle,R8 1200m Hcap,8,224893596,44364810,5,Our Boy Ollie,5,0,8.81,0,2.97
17/02/2024,Pinjarra,R1 1400m Hcap,1,224900091,18853291,4,Arnies Boy,1,0,9.21,0,2.63
17/02/2024,Pinjarra,R1 1400m Hcap,1,224900091,59356036,3,Patron Of Kings,2,0,4.2,1,1.9
17/02/2024,Pinjarra,R1 1400m Hcap,1,224900091,56873963,7,El Patron,3,0,5.59,0,2.08
17/02/2024,Pinjarra,R1 1400m Hcap,1,224900091,41409164,1,Without Reg,4,1,7.03,1,2.72
17/02/2024,Pinjarra,R1 1400m Hcap,1,224900091,39679617,8,Gold Merits,5,0,11.9,0,2.94
17/02/2024,Pinjarra,R2 2000m Hcap,2,224900098,60415803,1,Beats Of War,1,0,3.2,0,1.62
17/02/2024,Pinjarra,R2 2000m Hcap,2,224900098,35621891,7,Sluice Box,2,0,21.37,0,5
17/02/2024,Pinjarra,R2 2000m Hcap,2,224900098,55494147,2,Captain Pluto,3,0,5.82,0,2.38
17/02/2024,Pinjarra,R2 2000m Hcap,2,224900098,49766987,4,Manavendra,4,0,15,0,4.05
17/02/2024,Pinjarra,R2 2000m Hcap,2,224900098,53149430,12,Ration Aly,5,0,52.36,0,10
17/02/2024,Pinjarra,R3 1200m Hcap,3,224900105,2398893,4,Comic Hero,1,0,5.82,0,2.24
17/02/2024,Pinjarra,R3 1200m Hcap,3,224900105,1523170,5,Shaka Zulu,2,0,4.5,0,1.85
17/02/2024,Pinjarra,R3 1200m Hcap,3,224900105,41921919,13,Vampi At Play,3,1,18.27,1,5.1
17/02/2024,Pinjarra,R3 1200m Hcap,3,224900105,47179197,1,Bigdayonit,4,0,15.06,0,4.34
