Date,Track,Race Name,Race,Market,Selection_ID,TAB_Number,Runner_Name,RP,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,Value
2026-01-01,Busselton,R1 2400m Pace S,1,252218198,34173389,2,FLASH MOB,57.48,0.0,130.0,0.0,14.5,0.009705047909640812
2026-01-01,Busselton,R1 2400m Pace S,1,252218198,39446889,8,I LIKE WHAT I SEE,13.45,0.0,22.0,0.0,4.43,0.028894896924636704
2026-01-01,Busselton,R1 2400m Pace S,1,252218198,40129507,6,CAPTAINS COTE,13.18,0.0,74.59,0.0,8.6,0.06246591127094175
2026-01-01,Busselton,R1 2400m Pace S,1,252218198,68612859,3,MOSCATO ROSE,20.52,0.0,60.0,1.0,5.9,0.03206627680311891
2026-01-01,Busselton,R1 2400m Pace S,1,252218198,69422542,4,VILLAGE DEE JAY,3.92,1.0,2.34,1.0,1.22,-0.17224838653410085
2026-01-01,Busselton,R1 2400m Pace S,1,252218198,76668371,7,RIPPER VIEW,6.14,0.0,3.05,1.0,1.35,-0.16500240294761576
2026-01-01,Busselton,R1 2400m Pace S,1,252218198,88435025,1,DUNWERKEN,6.17,0.0,13.0,0.0,2.3,0.08515147737189876
2026-01-01,Busselton,R1 2400m Pace S,1,252218198,91172136,5,THREE FLAMES,4.9,0.0,12.0,0.0,2.0,0.12074829931972787
2026-01-01,Busselton,R2 2400m Pace S,2,252218200,28373366,8,FOLLOW MY STRIDE,7.46,0.0,11.39,0.0,2.64,0.04625194481778147
2026-01-01,Busselton,R2 2400m Pace S,2,252218200,45150259,4,TWOHEARTONEDIAMOND,5.68,0.0,13.01,1.0,2.24,0.09919238722109755
2026-01-01,Busselton,R2 2400m Pace S,2,252218200,58314111,2,CONSTELLATIONJEWEL,28.86,0.0,260.0,0.0,24.0,0.0308038808038808
2026-01-01,Busselton,R2 2400m Pace S,2,252218200,61641427,3,SATAN PRINCESS,13.08,0.0,80.58,1.0,7.4,0.06404257208631914
