Date,Track,Race Name,Race,Market,Selection,Number,Horse,Race_Speed,Speed_Cat,Early_Speed,Late_Speed,RP,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,Value
2026-04-01,Ascot,R5 1600m Hcap,5,256042770,85779336,1,Fancy Red,Average,Off-Pace,0.6666666666666666,4.0,4.7,0.0,4.5,0.0,1.7,-0.009456264775413697
2026-04-01,Ascot,R5 1600m Hcap,5,256042770,72356074,2,Famous Dain,Average,Off-Pace,0.5833333333333334,1.0,28.43,0.0,46.0,0.0,6.6,0.013434981418893086
2026-04-01,Ascot,R5 1600m Hcap,5,256042770,73721046,3,Miss Skyhigh,Average,Midfield,0.5,2.0,23.08,0.0,32.0,0.0,5.37,0.012077556325823226
2026-04-01,Ascot,R5 1600m Hcap,5,256042770,2213137,4,Asif,Average,Off Midfield,0.25,5.0,13.68,0.0,13.14,0.0,2.84,-0.003004085556356645
2026-04-01,Ascot,R5 1600m Hcap,5,256042770,94985764,5,Antique Star,Average,Midfield,0.3889166666666666,3.0,7.1,0.0,6.56,1.0,1.85,-0.011593953967708681
2026-04-01,Ascot,R5 1600m Hcap,5,256042770,65895191,7,King Hit,Average,Off Midfield,0.3333333333333333,3.0,11.66,1.0,14.05,1.0,3.08,0.014588916086263837
2026-04-01,Ascot,R5 1600m Hcap,5,256042770,96748997,8,The Crimson Pirate,Average,Midfield,0.4444166666666667,3.0,2.47,0.0,2.3,1.0,1.28,-0.029924309100510527
2026-04-01,Ascot,R5 1600m Hcap,5,256042770,68384882,9,Magic Whistle,Average,Leader,1.0,3.0,193.81,0.0,316.77,0.0,30.0,0.0020028278802508358
2026-04-01,Ascot,R6 2400m Grp 3,6,256042774,1528252,1,Wonderfully Made,Slow,Backmarker,0.0238333333333333,4.0,2.94,1.0,2.39,1.0,1.22,-0.07827398741923547
2026-04-01,Ascot,R6 2400m Grp 3,6,256042774,96183103,2,Masmelo,Slow,Backmarker,0.1428333333333333,5.0,2.7,0.0,2.56,0.0,1.19,-0.02025462962962965
2026-04-01,Ascot,R6 2400m Grp 3,6,256042774,96183104,3,Admire Astra,Slow,Midfield,0.5,3.0,8.66,0.0,17.77,1.0,2.37,0.059198820962231016
2026-04-01,Ascot,R6 2400m Grp 3,6,256042774,96183105,4,Chino Bay,Slow,Backmarker,0.1666666666666666,4.0,24.23,0.0,21.0,0.0,2.84,-0.006347896153921742
2026-04-01,Ascot,R6 2400m Grp 3,6,256042774,8586189,5,Heavenly Rapture,Slow,Backmarker,0.1190833333333333,4.0,14.86,0.0,26.87,0.0,3.5,0.03007852473476552
2026-04-01,Ascot,R6 2400m Grp 3,6,256042774,6054092,6,Sunday Mass,Slow,Backmarker,0.09525,1.0,142.39,0.0,260.0,0.0,29.0,0.003176811249709628
2026-04-01,Ascot,R6 2400m Grp 3,6,256042774,96183107,7,Poppys Roses,Slow,Backmarker,0.0714166666666666,4.0,18.84,0.0,33.47,1.0,4.2,0.023201054022456973
2026-04-01,Ascot,R6 2400m Grp 3,6,256042774,95621876,8,Radio Silence,Slow,Backmarker,0.0475833333333333,2.0,188.17,0.0,519.08,0.0,70.0,0.0033878580926894803
