Date,Track,Race Name,Race,Market,Selection_ID,TAB_Number,Runner_Name,RP,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,Value
2026-07-01,Bathurst,R1 1730m Pace M,1.0,259601896,6438619,4,RIVIERE,7.41,0.0,4.4,1.0,1.95,-0.09231996074101337
2026-07-01,Bathurst,R1 1730m Pace M,1.0,259601896,8453845,6,LUCKY PUNT,10.76,0.0,2.6,0.0,1.64,-0.29167858164140686
2026-07-01,Bathurst,R1 1730m Pace M,1.0,259601896,35909464,10,DUFFY HOLLOW,10.02,0.0,28.0,0.0,4.44,0.0640861134873111
2026-07-01,Bathurst,R1 1730m Pace M,1.0,259601896,39317152,9,RONZEL SONNY,9.11,1.0,7.17,1.0,2.1,-0.02970052986357659
2026-07-01,Bathurst,R1 1730m Pace M,1.0,259601896,52740651,3,LAYLA SHANNON,7.94,0.0,16.0,0.0,2.74,0.06344458438287154
2026-07-01,Bathurst,R1 1730m Pace M,1.0,259601896,63057812,5,DUN SPRUIKIN,6.83,0.0,6.56,0.0,2.26,-0.006026140056422519
2026-07-01,Bathurst,R1 1730m Pace M,1.0,259601896,75019715,2,AUNTY JUNE,8.71,0.0,91.35,0.0,12.0,0.10386365507312495
2026-07-01,Bathurst,R1 1730m Pace M,1.0,259601896,96184757,1,SERGEANT PEE JAY,15.46,0.0,56.58,0.0,6.6,0.047008963255727385
2026-07-01,Bathurst,R1 1730m Pace M,1.0,259601896,96803395,8,MAJOR JEWEL,12.89,0.0,29.06,1.0,4.4,0.04316795672205442
2026-07-01,Bathurst,R1 1730m Pace M,1.0,259601896,98281044,7,SATELLITE EXPRESS,30.04,0.0,31.94,0.0,7.8,0.001980244249579148
2026-07-01,Bathurst,R2 1730m Pace M,2.0,259601899,80452872,6,WIT WICKEE,9.93,0.0,15.22,0.0,2.62,0.035001912202764954
2026-07-01,Bathurst,R2 1730m Pace M,2.0,259601899,82021432,10,SMOOTH BUCKAROO,5.06,0.0,2.42,1.0,1.28,-0.21559468199784404
2026-07-01,Bathurst,R2 1730m Pace M,2.0,259601899,86446842,1,ROCKNROLL BLING,21.9,0.0,140.0,0.0,8.87,0.038519243313763864
2026-07-01,Bathurst,R2 1730m Pace M,2.0,259601899,87552654,7,HESOURCELEBRITY,4.3,0.0,4.08,1.0,1.5,-0.012539899680802546
2026-07-01,Bathurst,R2 1730m Pace M,2.0,259601899,89438988,9,STUDLEIGH FURY,21.81,1.0,23.13,1.0,3.85,0.0026166319070905428
2026-07-01,Bathurst,R2 1730m Pace M,2.0,259601899,97762570,8,LOIERO,8.71,0.0,46.8,0.0,6.54,0.09344304120423522
2026-07-01,Bathurst,R2 1730m Pace M,2.0,259601899,97996290,3,AUGUST STAR,17.45,0.0,164.1,0.0,12.0,0.05121274504154816
2026-07-01,Bathurst,R2 1730m Pace M,2.0,259601899,98453597,5,WOKKA ROCK,7.36,0.0,5.2,0.0,1.52,-0.056438127090300994
2026-07-01,Bathurst,R2 1730m Pace M,2.0,259601899,99288351,2,HASHTAG HECTOR,44.58,0.0,332.35,0.0,27.0,0.019422707485062092
2026-07-01,Bathurst,R2 1730m Pace M,2.0,259601899,100059974,4,ROCKNROLLEM,21.25,0.0,142.7,0.0,27.0,0.040051115050084504
2026-07-01,Bathurst,R3 2260m Pace M,3.0,259601902,28672156,5,BETTORS HOPE,10.31,0.0,62.36,0.0,3.75,0.08095729001343221
2026-07-01,Bathurst,R3 2260m Pace M,3.0,259601902,38936380,10,PAS DE CHEVAL,12.54,0.0,7.24,0.0,2.86,-0.05837673037440412
2026-07-01,Bathurst,R3 2260m Pace M,3.0,259601902,46521275,6,NOSAER,8.32,0.0,7.81,0.0,2.15,-0.007848665419087963
2026-07-01,Bathurst,R3 2260m Pace M,3.0,259601902,52967297,3,SHAZADELE,6.38,0.0,3.58,1.0,1.55,-0.12258979702632175
2026-07-01,Bathurst,R3 2260m Pace M,3.0,259601902,53977091,7,SABELLA SHANNON,37.26,0.0,44.0,0.0,11.5,0.004111159908261358
2026-07-01,Bathurst,R3 2260m Pace M,3.0,259601902,61524562,8,LETTUCE GO MIKI,10.94,0.0,14.96,0.0,4.4,0.02456275845887633
2026-07-01,Bathurst,R3 2260m Pace M,3.0,259601902,65520981,2,KING BOBBIE,17.13,0.0,60.0,0.0,13.5,0.04171044950379452
2026-07-01,Bathurst,R3 2260m Pace M,3.0,259601902,72694526,1,RUNKLE,6.44,1.0,4.34,1.0,1.85,-0.07513524343818875
2026-07-01,Bathurst,R3 2260m Pace M,3.0,259601902,82858716,9,MARYVILLE ALFIE,10.18,0.0,33.11,1.0,6.0,0.06802947132823316
2026-07-01,Bathurst,R3 2260m Pace M,3.0,259601902,86893579,4,STARLIGHT SASS,8.62,0.0,13.57,0.0,3.65,0.042317313166925136
2026-07-01,Bathurst,R4 1730m Pace M,4.0,259601905,18543970,10,FIRESTORM RED,11.48,0.0,6.79,0.0,2.26,-0.06016739107008155
2026-07-01,Bathurst,R4 1730m Pace M,4.0,259601905,28309606,9,DRIVE TO THE BEACH,28.41,0.0,69.56,0.0,6.2,0.020822795430178207
2026-07-01,Bathurst,R4 1730m Pace M,4.0,259601905,37454786,8,IM DESIRABLE,15.37,0.0,76.82,0.0,10.0,0.052044365344161056
2026-07-01,Bathurst,R4 1730m Pace M,4.0,259601905,40750098,6,IBBIN NADIA,8.21,0.0,20.0,0.0,3.6,0.07180267965895248
2026-07-01,Bathurst,R4 1730m Pace M,4.0,259601905,53374656,7,INDASKY,11.57,0.0,49.1,1.0,7.6,0.06606382473107111
2026-07-01,Bathurst,R4 1730m Pace M,4.0,259601905,55784729,3,DIVINE GIRL,4.3,0.0,1.91,1.0,1.28,-0.2910020698892001
2026-07-01,Bathurst,R4 1730m Pace M,4.0,259601905,60579772,5,TAPAGANOOSH,11.59,0.0,22.0,0.0,4.2,0.0408267315083536
2026-07-01,Bathurst,R4 1730m Pace M,4.0,259601905,62912659,4,BOHEMIAN BRAWLER,21.96,0.0,28.0,0.0,4.9,0.009823054905022117
2026-07-01,Bathurst,R4 1730m Pace M,4.0,259601905,74586675,1,IDEAL TIMING,7.16,1.0,12.0,1.0,2.34,0.056331471135940406
2026-07-01,Bathurst,R4 1730m Pace M,4.0,259601905,82611537,2,HOPPALONGPOG,9.97,0.0,21.0,0.0,3.65,0.052681855089076746
2026-07-01,Bathurst,R5 1730m Pace M,5.0,259601908,39287668,5,BETTOR KEPPEL,10.69,0.0,28.24,0.0,4.0,0.058134604631688305
2026-07-01,Bathurst,R5 1730m Pace M,5.0,259601908,41897302,11,BAXTER RED,7.86,0.0,6.4,0.0,2.28,-0.0290235368956743
2026-07-01,Bathurst,R5 1730m Pace M,5.0,259601908,45376714,6,BETTER SHUSH,13.34,0.0,45.92,0.0,6.8,0.05318551525630913
2026-07-01,Bathurst,R5 1730m Pace M,5.0,259601908,50911196,7,NICELY SPOKEN,12.16,0.0,88.69,0.0,10.52,0.07096161378188962
2026-07-01,Bathurst,R5 1730m Pace M,5.0,259601908,54442152,1,MCLEAN,12.42,1.0,12.0,1.0,2.45,-0.0028180354267310775
2026-07-01,Bathurst,R5 1730m Pace M,5.0,259601908,55210976,9,MEMPHIS FURY,4.65,0.0,3.49,0.0,1.58,-0.07147918784853807
2026-07-01,Bathurst,R5 1730m Pace M,5.0,259601908,68094526,10,ALWAYSBMYPONY,11.65,0.0,4.58,0.0,1.92,-0.13250370148246715
2026-07-01,Bathurst,R5 1730m Pace M,5.0,259601908,72241098,4,THE SWIFT ONE,6.18,0.0,4.09,1.0,1.89,-0.08268647977148463
2026-07-01,Bathurst,R5 1730m Pace M,5.0,259601908,83711818,2,A TRUE LOVE,23.12,0.0,661.13,1.0,36.0,0.0417400333297447
2026-07-01,Bathurst,R5 1730m Pace M,5.0,259601908,99027465,3,MOS LONDON,28.47,0.0,208.26,0.0,17.0,0.03032300246399061
2026-07-01,Bathurst,R6 1730m Pace M,6.0,259601911,624141,10,STAY LUCKY,11.66,0.0,10.0,1.0,2.74,-0.014236706689536888
2026-07-01,Bathurst,R6 1730m Pace M,6.0,259601911,80720789,4,ALWAYS STORMY,12.35,0.0,154.6,0.0,16.5,0.07450335461501799
2026-07-01,Bathurst,R6 1730m Pace M,6.0,259601911,81019295,8,SYDS JOY,9.46,0.0,18.5,0.0,4.5,0.0516541911890749
2026-07-01,Bathurst,R6 1730m Pace M,6.0,259601911,82429142,7,CHEVAL JULIA,9.0,0.0,12.0,0.0,3.15,0.027777777777777776
2026-07-01,Bathurst,R6 1730m Pace M,6.0,259601911,86309240,5,SWEET NICKY,14.6,0.0,12.5,0.0,2.82,-0.011506849315068499
2026-07-01,Bathurst,R6 1730m Pace M,6.0,259601911,86714202,1,CHEVAL TIGER,6.26,1.0,2.74,1.0,1.41,-0.20521909470394814
2026-07-01,Bathurst,R6 1730m Pace M,6.0,259601911,86714206,6,HEARTOF KINGSCLAIR,14.67,0.0,29.75,0.0,5.4,0.03455288045688624
2026-07-01,Bathurst,R6 1730m Pace M,6.0,259601911,87510915,3,TIGER JEWEL,8.46,0.0,3.66,1.0,1.94,-0.15502073402317557
2026-07-01,Bathurst,R6 1730m Pace M,6.0,259601911,100059985,2,SOME JEWEL,7.4,0.0,40.05,0.0,5.63,0.11016634612140228
2026-07-01,Bathurst,R6 1730m Pace M,6.0,259601911,100059986,9,GLINDA SHANNON,14.99,0.0,120.0,0.0,13.19,0.058377807427173675
2026-07-01,Bathurst,R7 1730m Pace M,7.0,259601914,514994,8,SWEET DREAMS,3.03,1.0,1.32,1.0,1.12,-0.42754275427542754
2026-07-01,Bathurst,R7 1730m Pace M,7.0,259601914,5470687,3,MARABELLE,22.86,0.0,281.1,0.0,15.5,0.04018707906975876
2026-07-01,Bathurst,R7 1730m Pace M,7.0,259601914,70180896,4,GET UP BETTY,11.22,0.0,34.0,1.0,2.28,0.059714795008912656
2026-07-01,Bathurst,R7 1730m Pace M,7.0,259601914,75809926,2,BETTOR BRILLIANCE,8.02,0.0,470.0,0.0,15.04,0.12256061972727755
2026-07-01,Bathurst,R7 1730m Pace M,7.0,259601914,76432993,1,LIVE VANCE,18.48,0.0,160.0,0.0,10.57,0.04786255411255411
2026-07-01,Bathurst,R7 1730m Pace M,7.0,259601914,76766084,9,TRUE LOGIC,15.94,0.0,20.0,0.0,1.99,0.012735257214554582
2026-07-01,Bathurst,R7 1730m Pace M,7.0,259601914,76766086,6,A LIL BIT OF LOVE,7.42,0.0,11.72,0.0,1.64,0.049446657405959354
2026-07-01,Bathurst,R7 1730m Pace M,7.0,259601914,98029726,10,KENZIE SHANNON,6.21,0.0,9.95,1.0,1.71,0.06052808325039043
2026-07-01,Bathurst,R8 1730m Pace M,8.0,259601917,41420466,10,BOOMER SHANNON,13.37,0.0,46.48,0.0,4.1,0.05327968568364708
2026-07-01,Bathurst,R8 1730m Pace M,8.0,259601917,64385980,4,LITTLE ADELAIDE,32.18,0.0,15.04,0.0,3.65,-0.03541415971331473
2026-07-01,Bathurst,R8 1730m Pace M,8.0,259601917,68195354,5,FOGWATCH,48.9,0.0,99.62,1.0,10.5,0.01041175279969816
2026-07-01,Bathurst,R8 1730m Pace M,8.0,259601917,97290173,2,A TRUE PHENOMENON,6.58,0.0,13.5,1.0,2.18,0.07790160981650343
2026-07-01,Bathurst,R8 1730m Pace M,8.0,259601917,97778035,8,ROWLEY MINT,18.06,0.0,27.0,0.0,3.3,0.018333948566506712
2026-07-01,Bathurst,R8 1730m Pace M,8.0,259601917,98281060,3,ONEDARKNIGHT,2.35,1.0,1.78,1.0,1.09,-0.13626583791537178
2026-07-01,Bathurst,R8 1730m Pace M,8.0,259601917,99288366,6,BABY EL AY,25.32,0.0,122.4,0.0,15.74,0.03132453613356875
2026-07-01,Bathurst,R8 1730m Pace M,8.0,259601917,100059987,1,DREAM TO CURE,12.92,0.0,17.0,0.0,2.04,0.01857585139318886
2026-07-01,Bathurst,R8 1730m Pace M,8.0,259601917,100059988,7,BRIOSO MINT,45.42,0.0,144.33,0.0,38.0,0.015088166237269444
2026-07-01,Bathurst,R8 1730m Pace M,8.0,259601917,100059989,9,SMALL INCOME,9.79,0.0,32.0,0.0,4.3,0.07089504596527069
2026-07-01,Bathurst,R9 2260m Pace M,9.0,259601920,46346084,1,ZACHARY SHANNON,7.99,1.0,3.29,1.0,1.42,-0.1787949222242088
2026-07-01,Bathurst,R9 2260m Pace M,9.0,259601920,53218802,10,ALWAYS LIGHTNING,5.24,0.0,4.36,0.0,1.72,-0.038518103508649065
2026-07-01,Bathurst,R9 2260m Pace M,9.0,259601920,59918582,3,FINANCIALLY STABLE,10.11,,,,,
2026-07-01,Bathurst,R9 2260m Pace M,9.0,259601920,67231991,4,ABSOLUTE WEAPON,33.0,0.0,35.55,0.0,12.47,0.0021736350850274887
2026-07-01,Bathurst,R9 2260m Pace M,9.0,259601920,70171535,7,LOVE WATCH,5.55,0.0,8.91,0.0,3.6,0.0679467346134013
2026-07-01,Bathurst,R9 2260m Pace M,9.0,259601920,74275367,6,THE DOME,9.87,0.0,15.04,0.0,5.26,0.03482776089159069
2026-07-01,Bathurst,R9 2260m Pace M,9.0,259601920,86101982,9,MONDO GLITZ,15.85,0.0,16.5,1.0,2.8,0.00248542204378166
2026-07-01,Bathurst,R9 2260m Pace M,9.0,259601920,91117880,5,FESTINALENTE,11.92,0.0,11.03,0.0,3.7,-0.00676921391932922
2026-07-01,Bathurst,R9 2260m Pace M,9.0,259601920,99822723,2,BABLING BABLING,7.92,0.0,4.49,1.0,1.67,-0.09645452295786369
2026-07-01,Bendigo,R1 1650m Pace M,1.0,259604326,8105534,2,FINAL BOW,5.9,0.0,4.04,1.0,1.88,-0.07803322705151872
2026-07-01,Bendigo,R1 1650m Pace M,1.0,259604326,22564040,5,STANDANDELIVER,43.86,0.0,280.0,0.0,30.0,0.019228389030030615
2026-07-01,Bendigo,R1 1650m Pace M,1.0,259604326,27334930,9,TOPHUT JOHNY,12.57,0.0,17.78,0.0,3.95,0.023311525200161443
2026-07-01,Bendigo,R1 1650m Pace M,1.0,259604326,28459814,6,ONECROWDEDHOUR,14.53,0.0,41.99,0.0,8.8,0.045007930476023604
