Date,Track,Race Name,Race,Market,Selection_ID,TAB_Number,Runner_Name,RP,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,Value
2025-10-01,Bathurst,R1 2260m Pace M,1,248463031,3368866,4,PUPPETEER,5.7,0.0,1.44,1.0,1.12,-0.5190058479532164
2025-10-01,Bathurst,R1 2260m Pace M,1,248463031,39378866,8,TEDDY FEELS GOOD,9.51,0.0,46.0,0.0,4.6,0.08341334064828784
2025-10-01,Bathurst,R1 2260m Pace M,1,248463031,41420455,5,MARVELLA,16.4,0.0,780.0,0.0,94.92,0.05969355847404628
2025-10-01,Bathurst,R1 2260m Pace M,1,248463031,47016898,6,ALFNALMA,8.08,1.0,8.8,1.0,1.82,0.010126012601260129
2025-10-01,Bathurst,R1 2260m Pace M,1,248463031,67267341,1,SEVEN TEE TWO,9.63,0.0,200.0,0.0,9.6,0.09884215991692626
2025-10-01,Bathurst,R1 2260m Pace M,1,248463031,67571526,7,DOLLY ROCKET,7.15,0.0,12.5,0.0,2.43,0.05986013986013984
2025-10-01,Bathurst,R1 2260m Pace M,1,248463031,68385234,9,LEXYS ON SONG,12.69,0.0,55.0,0.0,4.5,0.06062038827996275
2025-10-01,Bathurst,R1 2260m Pace M,1,248463031,74190786,2,LUCKY PUNT,13.98,0.0,150.0,1.0,13.1,0.06486409155937052
2025-10-01,Bathurst,R1 2260m Pace M,1,248463031,74586658,3,FUNDA,21.48,0.0,120.0,0.0,17.0,0.038221601489757916
2025-10-01,Bathurst,R1 2260m Pace M,1,248463031,89110659,10,SHAZADELE,10.64,0.0,20.24,0.0,2.26,0.0445778477815091
2025-10-01,Bathurst,R2 1730m Pace M,2,248463034,4723285,10,CHANCEUX,12.14,0.0,14.0,0.0,1.85,0.010943751470934335
2025-10-01,Bathurst,R2 1730m Pace M,2,248463034,6068231,9,LEXY,2.36,1.0,1.29,1.0,1.08,-0.35146498489029027
2025-10-01,Bathurst,R2 1730m Pace M,2,248463034,55831401,1,OLIVER SHARK,12.03,0.0,92.7,0.0,4.7,0.07233803301885525
2025-10-01,Bathurst,R2 1730m Pace M,2,248463034,74090352,6,WINDY HILL WHISKEY,15.73,0.0,140.0,1.0,8.8,0.05642993370266097
2025-10-01,Bathurst,R2 1730m Pace M,2,248463034,77106100,5,HESKOALATEE,45.17,0.0,802.06,0.0,34.0,0.02089179804112005
2025-10-01,Bathurst,R2 1730m Pace M,2,248463034,77689525,8,REDUCE SPEED,24.03,0.0,140.0,0.0,13.35,0.034471791213364245
2025-10-01,Bathurst,R2 1730m Pace M,2,248463034,77770318,2,GRACE SHANNON,8.26,0.0,15.5,1.0,1.58,0.056549246270405376
2025-10-01,Bathurst,R2 1730m Pace M,2,248463034,79771641,3,ARTS FELLA,31.38,0.0,95.0,0.0,6.8,0.021341115695548626
2025-10-01,Bathurst,R2 1730m Pace M,2,248463034,83643476,7,VINYGETSACHANCE,29.79,0.0,730.0,0.0,79.67,0.03219844850023222
2025-10-01,Bathurst,R2 1730m Pace M,2,248463034,87769529,4,TREACHEROUS JET,10.31,0.0,68.74,0.0,5.9,0.08244563991954953
