LOCAL_RACE_DATE,RACETIME_AEDT,COUNTRY,TRACK,EVENT_ID,WIN_MARKET_ID,PLACE_MARKET_ID,RACE_NAME,WIN_MARKET_NAME,RACE_NUMBER,SELECTION_ID,RUNNER_NAME,RATED_PRICE,WIN_BSP,WIN_RESULT,PLACE_BSP,PLACE_RESULT
2025-01-01,2025-01-01 21:45:00,GB,Fakenham,33901197,237715536,237715538.0,Happy New Year From Gamble Plant Amateur Jockeys' Handicap Hurdle (Class G),2m4f Hcap Hrd,1,24058973,Siberian Star,7.87,18.5,0.0,3.63,1.0
2025-01-01,2025-01-01 21:45:00,GB,Fakenham,33901197,237715536,237715538.0,Happy New Year From Gamble Plant Amateur Jockeys' Handicap Hurdle (Class G),2m4f Hcap Hrd,1,24434000,Bigz Belief,9.66,16.25,0.0,3.68,0.0
2025-01-01,2025-01-01 21:45:00,GB,Fakenham,33901197,237715536,237715538.0,Happy New Year From Gamble Plant Amateur Jockeys' Handicap Hurdle (Class G),2m4f Hcap Hrd,1,13405484,Tara Iti,5.5,6.03,0.0,1.96,1.0
2025-01-01,2025-01-01 21:45:00,GB,Fakenham,33901197,237715536,237715538.0,Happy New Year From Gamble Plant Amateur Jockeys' Handicap Hurdle (Class G),2m4f Hcap Hrd,1,37694790,Tiny Tantrum,33.56,7.45,0.0,2.58,0.0
2025-01-01,2025-01-01 21:45:00,GB,Fakenham,33901197,237715536,237715538.0,Happy New Year From Gamble Plant Amateur Jockeys' Handicap Hurdle (Class G),2m4f Hcap Hrd,1,41645749,Annie Nail,19.93,34.41,0.0,7.67,0.0
2025-01-01,2025-01-01 21:45:00,GB,Fakenham,33901197,237715536,237715538.0,Happy New Year From Gamble Plant Amateur Jockeys' Handicap Hurdle (Class G),2m4f Hcap Hrd,1,47223663,Star Legend,3.8,5.76,0.0,1.91,0.0
2025-01-01,2025-01-01 21:45:00,GB,Fakenham,33901197,237715536,237715538.0,Happy New Year From Gamble Plant Amateur Jockeys' Handicap Hurdle (Class G),2m4f Hcap Hrd,1,51342576,Jackeline,9.0,13.01,0.0,3.8,0.0
2025-01-01,2025-01-01 21:45:00,GB,Fakenham,33901197,237715536,237715538.0,Happy New Year From Gamble Plant Amateur Jockeys' Handicap Hurdle (Class G),2m4f Hcap Hrd,1,62331965,Crac De Megaudais,7.49,3.17,1.0,1.59,1.0
2025-01-01,2025-01-01 22:15:00,GB,Fakenham,33901197,237715542,237715544.0,Queen Boudicca Last Chance To Qualify Mares' Handicap Chase (Class E),2m5f Hcap Chs,2,28182160,Gazette Bourgeoise,4.53,5.23,1.0,2.42,1.0
2025-01-01,2025-01-01 22:15:00,GB,Fakenham,33901197,237715542,237715544.0,Queen Boudicca Last Chance To Qualify Mares' Handicap Chase (Class E),2m5f Hcap Chs,2,1213609,Cluain Aodha,4.58,4.78,0.0,2.17,0.0
