LOCAL_MEETING_DATE,SCHEDULED_RACE_TIME,ACTUAL_OFF_TIME,TRACK,STATE_CODE,RACE_NO,WIN_MARKET_ID,WIN_MARKET_NAME,PLACE_MARKET_ID,RACING_TYPE,DISTANCE,RACE_TYPE,SELECTION_ID,TAB_NUMBER,SELECTION_NAME,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,WIN_BSP_VOLUME,WIN_PREPLAY_MAX_PRICE_TAKEN,WIN_PREPLAY_MIN_PRICE_TAKEN,WIN_PREPLAY_LAST_PRICE_TAKEN,WIN_PREPLAY_WEIGHTED_AVERAGE_PRICE_TAKEN,WIN_PREPLAY_VOLUME,WIN_INPLAY_MAX_PRICE_TAKEN,WIN_INPLAY_MIN_PRICE_TAKEN,WIN_LAST_PRICE_TAKEN,WIN_INPLAY_WEIGHTED_AVERAGE_PRICE_TAKEN,WIN_INPLAY_VOLUME,PLACE_BSP_VOLUME,PLACE_MAX_PRICE_TAKEN,PLACE_MIN_PRICE_TAKEN,PLACE_LAST_PRICE_TAKEN,PLACE_WEIGHTED_AVERAGE_PRICE_TAKEN,PLACE_PREPLAY_VOLUME,BEST_AVAIL_BACK_AT_SCHEDULED_OFF,BEST_AVAIL_LAY_AT_SCHEDULED_OFF,BACK_MARKET_PERCENTAGE_AT_SCHEDULED_OFF,LAY_MARKET_PERCENTAGE_AT_SCHEDULED_OFF
2025-02-01,14:19:00,14:19:30,Ascot,WA,1,238912363,R1 1800m Hcap,238912364.0,Thoroughbred,1800.0,Hcap,64547390,1,Atlantis Beach,LOSER,3.23,LOSER,1.46,7094.41,4.0,2.86,3.25,3.2,15672.65,750.0,3.0,750.0,4.9,1234.65,747.92,1.61,1.39,1.47,1.43,4030.7,3.25,3.35,1.01,0.98
2025-02-01,14:19:00,14:19:30,Ascot,WA,1,238912363,R1 1800m Hcap,238912364.0,Thoroughbred,1800.0,Hcap,48616304,2,Never Sober,LOSER,27.56,LOSER,5.1,733.22,34.0,23.0,28.0,27.24,1591.57,650.0,11.5,650.0,22.6,175.6,157.97,5.6,5.0,5.1,5.15,145.07,25.0,27.0,1.01,0.98
2025-02-01,14:19:00,14:19:30,Ascot,WA,1,238912363,R1 1800m Hcap,238912364.0,Thoroughbred,1800.0,Hcap,4350585,3,Kings Parade,LOSER,3.55,LOSER,1.51,3665.79,3.55,2.84,3.55,3.2,11755.74,350.0,1.37,350.0,3.34,1967.53,447.22,1.55,1.45,1.52,1.5,874.02,3.15,3.2,1.01,0.98
2025-02-01,14:19:00,14:19:30,Ascot,WA,1,238912363,R1 1800m Hcap,238912364.0,Thoroughbred,1800.0,Hcap,681482,4,Striking Fella,LOSER,9.0,LOSER,2.62,2437.47,11.0,8.4,8.6,9.32,5261.49,280.0,4.5,27.0,11.08,342.65,369.53,2.88,2.0,2.66,2.63,966.01,8.8,9.2,1.01,0.98
2025-02-01,14:19:00,14:19:30,Ascot,WA,1,238912363,R1 1800m Hcap,238912364.0,Thoroughbred,1800.0,Hcap,72169167,5,Boyz Lite Up,LOSER,23.02,LOSER,4.66,605.42,26.0,16.5,22.0,21.43,1678.53,650.0,9.8,650.0,18.03,154.86,77.75,4.8,3.9,4.6,4.56,155.72,22.0,23.0,1.01,0.98
2025-02-01,14:19:00,14:19:30,Ascot,WA,1,238912363,R1 1800m Hcap,238912364.0,Thoroughbred,1800.0,Hcap,522209,6,Ocean Ranger,LOSER,13.5,LOSER,3.26,1070.75,26.0,12.0,13.0,13.75,3311.67,650.0,8.6,650.0,15.31,181.95,317.89,3.4,3.05,3.3,3.24,370.49,13.5,14.0,1.01,0.98
2025-02-01,14:19:00,14:19:30,Ascot,WA,1,238912363,R1 1800m Hcap,238912364.0,Thoroughbred,1800.0,Hcap,42676996,7,Paigeys Turn,LOSER,18.23,WINNER,4.5,1213.15,30.0,18.0,18.0,20.37,2780.82,650.0,11.0,650.0,20.75,112.16,102.02,4.9,4.1,4.5,4.38,241.05,19.5,20.0,1.01,0.98
2025-02-01,14:19:00,14:19:30,Ascot,WA,1,238912363,R1 1800m Hcap,238912364.0,Thoroughbred,1800.0,Hcap,42483305,8,Rock Dee Jay,LOSER,142.55,WINNER,18.0,253.63,180.0,44.0,140.0,116.78,342.66,1000.0,5.2,6.2,59.81,64.21,36.18,18.5,13.0,17.0,16.48,117.15,130.0,140.0,1.01,0.98
2025-02-01,14:19:00,14:19:30,Ascot,WA,1,238912363,R1 1800m Hcap,238912364.0,Thoroughbred,1800.0,Hcap,53409340,9,Royal Splendour,WINNER,17.53,WINNER,3.77,1336.02,23.0,10.5,17.5,18.42,3461.03,40.0,1.01,1.04,3.08,1155.74,903.23,4.2,2.76,3.9,3.8,766.07,18.5,19.0,1.01,0.98
2025-02-01,14:54:00,14:54:55,Ascot,WA,2,238912372,R2 1200m CL3,238912373.0,Thoroughbred,1200.0,CL3,4791875,1,Comic Hero,LOSER,4.59,LOSER,1.79,7743.04,5.0,3.45,4.6,4.38,21606.37,1000.0,4.2,1000.0,14.85,313.44,860.65,1.85,1.6,1.8,1.77,1736.7,4.5,4.7,1.01,0.96
2025-02-01,14:54:00,14:54:55,Ascot,WA,2,238912372,R2 1200m CL3,238912373.0,Thoroughbred,1200.0,CL3,50294903,2,Cavallo Red,LOSER,6.4,WINNER,2.12,2384.43,7.8,5.67,6.2,6.73,8515.88,17.0,1.13,1.13,4.19,701.38,452.48,2.26,2.06,2.12,2.13,1261.7,6.0,6.6,1.01,0.96
2025-02-01,14:54:00,14:54:55,Ascot,WA,2,238912372,R2 1200m CL3,238912373.0,Thoroughbred,1200.0,CL3,46675514,3,King Adviso,LOSER,6.4,LOSER,2.32,7886.33,10.5,6.0,6.2,6.87,14627.82,1000.0,2.0,650.0,4.22,1811.4,2134.5,2.78,1.83,2.46,2.4,5156.14,6.0,6.4,1.01,0.96
2025-02-01,14:54:00,14:54:55,Ascot,WA,2,238912372,R2 1200m CL3,238912373.0,Thoroughbred,1200.0,CL3,77689424,4,Caporetto,WINNER,9.81,WINNER,2.76,2012.7,11.5,8.2,10.0,10.23,3879.23,14.0,1.99,2.2,4.87,432.32,225.71,2.8,2.56,2.74,2.71,1127.59,10.0,11.0,1.01,0.96
2025-02-01,14:54:00,14:54:55,Ascot,WA,2,238912372,R2 1200m CL3,238912373.0,Thoroughbred,1200.0,CL3,79525316,5,Centre Bond,LOSER,4.2,LOSER,1.51,7079.87,4.6,3.05,4.3,3.92,21953.28,1000.0,3.7,1000.0,9.35,554.65,3825.37,1.64,1.42,1.58,1.53,4092.4,4.3,4.4,1.01,0.96
2025-02-01,14:54:00,14:54:55,Ascot,WA,2,238912372,R2 1200m CL3,238912373.0,Thoroughbred,1200.0,CL3,52621740,6,Dont Trust Judas,LOSER,22.22,LOSER,5.62,1781.58,85.0,22.0,22.0,27.57,2337.78,650.0,10.0,650.0,29.93,141.53,125.24,8.8,5.4,5.6,6.11,224.2,24.0,25.0,1.01,0.96
2025-02-01,14:54:00,14:54:55,Ascot,WA,2,238912372,R2 1200m CL3,238912373.0,Thoroughbred,1200.0,CL3,72134169,7,Hoba Meteor,LOSER,15.5,LOSER,4.1,2216.81,32.0,14.5,15.5,19.03,3015.64,1000.0,6.2,1000.0,20.42,162.7,179.94,5.0,3.9,4.0,4.27,415.99,16.5,18.0,1.01,0.96
2025-02-01,14:54:00,14:54:55,Ascot,WA,2,238912372,R2 1200m CL3,238912373.0,Thoroughbred,1200.0,CL3,2505613,8,Trespassing,LOSER,55.0,WINNER,8.4,700.95,70.0,36.0,55.0,55.93,895.69,550.0,3.0,450.0,39.51,42.61,93.52,9.8,7.8,8.6,8.45,562.82,50.0,55.0,1.01,0.96
2025-02-01,14:54:00,14:54:55,Ascot,WA,2,238912372,R2 1200m CL3,238912373.0,Thoroughbred,1200.0,CL3,68325565,10,Real Senor,LOSER,220.0,LOSER,30.0,154.52,300.0,160.0,210.0,233.67,167.21,990.0,55.0,590.0,84.81,40.13,44.6,36.0,26.0,32.0,30.29,163.89,240.0,260.0,1.01,0.96
