Date,Track,Race Name,Race,Market,Selection,Number,Horse,Rank,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP
2025-06-01,Devonport,R1 1150m Mdn,1,244362826,58322036,10,Siena Wolf,3,0.0,11.41,1.0,1.61
2025-06-01,Devonport,R1 1150m Mdn,1,244362826,84181713,3,Issima Louvre,4,0.0,21.69,0.0,3.3
2025-06-01,Devonport,R1 1150m Mdn,1,244362826,84181715,8,Geegee Aunty Jess,5,0.0,23.0,0.0,2.66
2025-06-01,Devonport,R1 1150m Mdn,1,244362826,84181716,9,Help From Above,1,0.0,30.0,0.0,3.67
2025-06-01,Devonport,R1 1150m Mdn,1,244362826,84181717,12,Roundle Park,2,1.0,1.3,1.0,1.05
2025-06-01,Devonport,R2 1880m Hcap,2,244362832,2193977,6,Fashion Fox,5,0.0,18.07,1.0,3.75
2025-06-01,Devonport,R2 1880m Hcap,2,244362832,64763028,2,Gallant Warriors,1,0.0,6.55,0.0,2.31
2025-06-01,Devonport,R2 1880m Hcap,2,244362832,73526813,1,Earendel,2,1.0,3.4,1.0,1.49
2025-06-01,Devonport,R2 1880m Hcap,2,244362832,78047856,4,Makewhole,4,0.0,7.68,0.0,2.7
2025-06-01,Devonport,R2 1880m Hcap,2,244362832,83119039,5,Sugoi Legend,3,0.0,11.0,0.0,2.88
2025-06-01,Devonport,R3 1009m CL1,3,244362838,78463770,2,Highland Duel,5,0.0,9.21,1.0,2.82
2025-06-01,Devonport,R3 1009m CL1,3,244362838,78566201,5,Whippin Piccadilly,3,0.0,33.67,0.0,9.84
2025-06-01,Devonport,R3 1009m CL1,3,244362838,78916346,6,Platinum Reggae,4,0.0,12.5,0.0,4.7
2025-06-01,Devonport,R3 1009m CL1,3,244362838,84181719,1,Simply Deep,1,1.0,1.82,1.0,1.24
2025-06-01,Devonport,R3 1009m CL1,3,244362838,84181720,3,Ohshestrouble,2,0.0,5.8,0.0,2.41
2025-06-01,Devonport,R4 1009m Hcap,4,244362844,5870044,5,Periwinkle,5,0.0,7.65,1.0,3.28
2025-06-01,Devonport,R4 1009m Hcap,4,244362844,42342834,6,Warica,3,0.0,10.5,0.0,3.63
2025-06-01,Devonport,R4 1009m Hcap,4,244362844,53679774,2,Bold Instinct,4,1.0,4.11,1.0,1.92
2025-06-01,Devonport,R4 1009m Hcap,4,244362844,82310575,4,Aruma,2,0.0,9.47,0.0,3.55
2025-06-01,Devonport,R4 1009m Hcap,4,244362844,84181722,1,Anyways Roxie,1,0.0,2.42,0.0,1.49
2025-06-01,Devonport,R5 1350m CL2,5,244362850,1454281,6,The Prayer,4,0.0,14.7,0.0,6.0
2025-06-01,Devonport,R5 1350m CL2,5,244362850,3499779,1,Bayside,1,0.0,1.9,1.0,1.38
2025-06-01,Devonport,R5 1350m CL2,5,244362850,35819520,4,Lions Tooth,3,0.0,11.5,0.0,3.83
2025-06-01,Devonport,R5 1350m CL2,5,244362850,67008030,3,Mohnar,2,0.0,12.5,0.0,4.3
2025-06-01,Devonport,R5 1350m CL2,5,244362850,71403278,5,Rubicks Affair,5,0.0,9.2,0.0,3.48
2025-06-01,Devonport,R6 1350m CL6,6,244362856,27912097,1,Ring Of Honour,2,0.0,67.22,0.0,19.18
2025-06-01,Devonport,R6 1350m CL6,6,244362856,42110688,3,Dayan Star,1,0.0,4.43,1.0,2.26
2025-06-01,Devonport,R6 1350m CL6,6,244362856,47440914,4,No Access,5,0.0,33.67,0.0,11.5
2025-06-01,Devonport,R6 1350m CL6,6,244362856,54085386,5,Geegees City Boy,3,0.0,4.3,0.0,2.12
2025-06-01,Devonport,R6 1350m CL6,6,244362856,64121590,6,Night People,4,1.0,3.52,1.0,2.04
2025-06-01,Devonport,,7,244362862,4556502,8,Gunship,4,,,,
2025-06-01,Devonport,R7 1150m Hcap,7,244362862,36772533,2,Alpine Blast,3,0.0,31.9,0.0,4.95
2025-06-01,Devonport,R7 1150m Hcap,7,244362862,50997885,3,Cornelian Bay,1,1.0,4.2,1.0,1.53
2025-06-01,Devonport,R7 1150m Hcap,7,244362862,51454546,1,Thoros Of Myr,2,0.0,2.55,1.0,1.35
2025-06-01,Devonport,R7 1150m Hcap,7,244362862,64319112,9,Power Magnum,5,0.0,29.06,0.0,4.55
2025-06-01,Devonport,R8 1650m Hcap,8,244362868,28720322,4,Gee Gee Can Win,1,0.0,12.47,0.0,4.03
2025-06-01,Devonport,R8 1650m Hcap,8,244362868,40534527,1,Carneros,2,0.0,8.68,0.0,3.16
2025-06-01,Devonport,R8 1650m Hcap,8,244362868,68383567,5,Kireina Marubrah,4,0.0,15.68,0.0,5.13
2025-06-01,Devonport,R8 1650m Hcap,8,244362868,83119036,3,Spring Bean,3,1.0,1.63,1.0,1.26
2025-06-01,Devonport,R8 1650m Hcap,8,244362868,84181725,2,Shy Guy,5,0.0,6.85,1.0,2.3
2025-06-01,Kalgoorlie,R1 1200m Mdn,1,244368328,57916498,7,Admiration Bay,3,0.0,36.0,0.0,5.11
2025-06-01,Kalgoorlie,R1 1200m Mdn,1,244368328,75019564,5,Strykers Gal,1,1.0,2.56,1.0,1.3
2025-06-01,Kalgoorlie,R1 1200m Mdn,1,244368328,84223252,3,Snakerattlenroll,5,0.0,11.5,0.0,2.6
2025-06-01,Kalgoorlie,R1 1200m Mdn,1,244368328,84223255,9,Nicconami,2,0.0,4.96,0.0,1.88
2025-06-01,Kalgoorlie,R1 1200m Mdn,1,244368328,84223256,10,Amira Girl,4,0.0,90.0,0.0,12.58
2025-06-01,Kalgoorlie,R2 1625m Mdn,2,244368333,486958,2,King Of France,5,0.0,8.8,0.0,2.6
2025-06-01,Kalgoorlie,R2 1625m Mdn,2,244368333,74572866,1,Think Lika Winner,2,1.0,4.36,1.0,1.64
2025-06-01,Kalgoorlie,R2 1625m Mdn,2,244368333,81563865,8,Sweet Eyes,3,0.0,17.74,0.0,3.6
2025-06-01,Kalgoorlie,R2 1625m Mdn,2,244368333,83119411,7,Icandoit Onmyown,4,0.0,9.2,1.0,2.89
2025-06-01,Kalgoorlie,R2 1625m Mdn,2,244368333,83410177,3,Sainty Cullity,1,0.0,2.5,1.0,1.41
2025-06-01,Kalgoorlie,R3 1300m Hcap,3,244368338,525441,5,Scottish Laird,5,0.0,23.93,0.0,3.97
2025-06-01,Kalgoorlie,R3 1300m Hcap,3,244368338,711470,2,Baalbek,1,0.0,6.07,1.0,1.67
2025-06-01,Kalgoorlie,R3 1300m Hcap,3,244368338,1345036,4,Sure Thing,4,1.0,1.99,1.0,1.16
2025-06-01,Kalgoorlie,R3 1300m Hcap,3,244368338,36319522,3,Reign Of Fire,3,0.0,22.0,0.0,3.8
2025-06-01,Kalgoorlie,R3 1300m Hcap,3,244368338,63027486,1,Zing To Win,2,0.0,4.5,1.0,1.54
2025-06-01,Kalgoorlie,R4 1100m Hcap,4,244368343,39811147,9,They Call Me Alvin,5,0.0,10.93,0.0,3.2
2025-06-01,Kalgoorlie,R4 1100m Hcap,4,244368343,41046600,1,Love Drunk Baby,1,0.0,7.0,1.0,2.09
2025-06-01,Kalgoorlie,R4 1100m Hcap,4,244368343,45223113,2,Floba,3,1.0,3.8,1.0,1.64
2025-06-01,Kalgoorlie,R4 1100m Hcap,4,244368343,60816244,7,Wanna Cracker,4,0.0,8.8,0.0,2.97
2025-06-01,Kalgoorlie,R4 1100m Hcap,4,244368343,81749896,6,Wineaclocksumwhere,2,0.0,6.38,1.0,2.36
2025-06-01,Kalgoorlie,R5 1200m CL2,5,244368348,63610259,8,Thatsthewayilikeit,1,0.0,2.64,0.0,1.46
2025-06-01,Kalgoorlie,R5 1200m CL2,5,244368348,73483208,1,Science Degree,3,0.0,4.45,1.0,1.86
2025-06-01,Kalgoorlie,R5 1200m CL2,5,244368348,82080440,4,Dream Brook,2,0.0,11.0,0.0,2.99
2025-06-01,Kalgoorlie,R5 1200m CL2,5,244368348,82567704,5,Blitzem Babe,4,0.0,33.8,0.0,6.8
2025-06-01,Kalgoorlie,R5 1200m CL2,5,244368348,84223261,11,Loopys Baby,5,0.0,46.64,0.0,8.4
2025-06-01,Kalgoorlie,R6 1400m Hcap,6,244368353,7307082,7,Dublin Red,1,0.0,5.6,0.0,2.07
2025-06-01,Kalgoorlie,R6 1400m Hcap,6,244368353,10940885,2,Kakadu,3,0.0,12.8,1.0,3.45
2025-06-01,Kalgoorlie,R6 1400m Hcap,6,244368353,41642868,5,Never Sober,5,0.0,19.71,0.0,5.6
2025-06-01,Kalgoorlie,R6 1400m Hcap,6,244368353,51217835,8,Khalida,2,0.0,19.71,0.0,5.09
2025-06-01,Kalgoorlie,R6 1400m Hcap,6,244368353,69162071,1,Dreamtime Jean,4,0.0,4.65,0.0,2.25
2025-06-01,Kalgoorlie,R7 1400m CL2,7,244368358,60987279,5,Military Action,4,0.0,16.03,0.0,3.9
2025-06-01,Kalgoorlie,R7 1400m CL2,7,244368358,83119414,6,On Just Terms,1,1.0,6.89,1.0,2.43
2025-06-01,Kalgoorlie,R7 1400m CL2,7,244368358,84223263,4,Just Sublime,2,0.0,2.76,1.0,1.53
2025-06-01,Kalgoorlie,R7 1400m CL2,7,244368358,84223264,7,Style Diva,3,0.0,9.64,0.0,3.4
2025-06-01,Kalgoorlie,R7 1400m CL2,7,244368358,84223265,11,Call Time,5,0.0,12.0,0.0,3.62
2025-06-01,Moe,R2 1628m Mdn,2,244366572,1473468,12,Suddenly,2,0.0,2.78,1.0,1.34
2025-06-01,Moe,R2 1628m Mdn,2,244366572,3348560,3,News Travels Fast,5,0.0,17.5,0.0,4.2
2025-06-01,Moe,R2 1628m Mdn,2,244366572,83677521,7,Kaddari,1,0.0,8.06,0.0,2.43
2025-06-01,Moe,R2 1628m Mdn,2,244366572,84223318,2,Infinite Jest,3,0.0,7.13,1.0,2.22
2025-06-01,Moe,R2 1628m Mdn,2,244366572,84223321,13,First Infantry,4,0.0,5.62,0.0,2.12
2025-06-01,Moe,R3 2088m Mdn,3,244366578,70633569,6,Regal Lover,1,0.0,5.96,0.0,2.32
2025-06-01,Moe,R3 2088m Mdn,3,244366578,82566402,11,Taste Of Wine,2,0.0,3.99,0.0,1.74
2025-06-01,Moe,R3 2088m Mdn,3,244366578,84223324,1,Dancing Juice,4,0.0,4.4,0.0,1.72
2025-06-01,Moe,R3 2088m Mdn,3,244366578,84223325,5,Phantoms Chase,3,0.0,8.4,0.0,2.82
2025-06-01,Moe,R3 2088m Mdn,3,244366578,84223328,12,Knuckle,5,1.0,72.76,1.0,13.5
2025-06-01,Moe,R4 2088m Hcap,4,244366584,26529702,3,Clinched,3,0.0,11.94,0.0,3.39
2025-06-01,Moe,R4 2088m Hcap,4,244366584,41331407,8,Asternishing,4,1.0,11.5,1.0,3.35
2025-06-01,Moe,R4 2088m Hcap,4,244366584,54368188,5,Chico Sonado,5,0.0,13.63,0.0,3.54
2025-06-01,Moe,R4 2088m Hcap,4,244366584,84223331,1,Luckett,2,0.0,5.45,1.0,2.04
2025-06-01,Moe,R4 2088m Hcap,4,244366584,84223332,2,Stardealt,1,0.0,7.2,0.0,2.4
2025-06-01,Moe,R5 2088m Hcap,5,244366590,42421581,5,Circling,5,0.0,23.33,1.0,6.2
2025-06-01,Moe,R5 2088m Hcap,5,244366590,42751853,4,Aria Electra,2,0.0,5.34,0.0,2.0
2025-06-01,Moe,R5 2088m Hcap,5,244366590,61139837,3,Bolshoi Princess,4,0.0,2.54,0.0,1.39
2025-06-01,Moe,R5 2088m Hcap,5,244366590,62809033,7,Reactivate,3,0.0,12.97,0.0,3.34
2025-06-01,Moe,R5 2088m Hcap,5,244366590,84223335,2,Turntyne,1,0.0,36.12,0.0,6.06
2025-06-01,Moe,R6 2447m Hcap,6,244366596,53858104,3,Gambu,3,0.0,13.48,0.0,3.6
2025-06-01,Moe,,6,244366596,60987376,2,Djockovic,1,,,,
2025-06-01,Moe,R6 2447m Hcap,6,244366596,70822012,5,Shogun Express,4,0.0,6.8,1.0,2.27
2025-06-01,Moe,R6 2447m Hcap,6,244366596,74744693,10,Najle,5,0.0,13.22,0.0,3.75
2025-06-01,Moe,R6 2447m Hcap,6,244366596,81889996,6,Torbelo,2,0.0,12.65,1.0,3.55
2025-06-01,Moe,R7 1217m Hcap,7,244366602,2895512,4,Mont Saint Michel,5,0.0,13.0,0.0,3.4
2025-06-01,Moe,R7 1217m Hcap,7,244366602,39800518,6,Donation,1,0.0,47.05,0.0,8.29
2025-06-01,Moe,R7 1217m Hcap,7,244366602,57654997,2,Tuppence Hapenny,3,0.0,10.5,0.0,3.3
2025-06-01,Moe,R7 1217m Hcap,7,244366602,65977991,7,Imminance,4,0.0,12.0,0.0,3.45
2025-06-01,Moe,R7 1217m Hcap,7,244366602,80972742,1,The Wizard King,2,0.0,5.4,1.0,2.3
2025-06-01,Moe,R8 1217m Hcap,8,244366608,35281882,7,The Cruiser,4,0.0,29.29,0.0,6.2
2025-06-01,Moe,R8 1217m Hcap,8,244366608,38913182,1,Burton Street,3,1.0,3.58,1.0,1.57
2025-06-01,Moe,R8 1217m Hcap,8,244366608,41308266,5,Darceandermill,1,0.0,4.5,0.0,1.73
2025-06-01,Moe,R8 1217m Hcap,8,244366608,61861454,2,Dummy Spit,5,0.0,8.83,0.0,2.39
2025-06-01,Moe,R8 1217m Hcap,8,244366608,76052675,6,Kobaybi,2,0.0,16.1,0.0,4.3
2025-06-01,Moe,R9 1628m Hcap,9,244366614,727795,4,Maggies Son,5,0.0,42.0,0.0,7.92
