Date,Track,Race Name,Race,Market,Selection,Number,Horse,Rank,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP
2025-04-01,Doomben,R1 1200m CL1,1,241619292,16312206,5,Lantau Island,5,0.0,12.0,0.0,3.83
2025-04-01,Doomben,R1 1200m CL1,1,241619292,66790551,4,Keenan,1,0.0,8.0,0.0,2.68
2025-04-01,Doomben,R1 1200m CL1,1,241619292,67039729,6,Lumens Lenny,4,0.0,12.81,0.0,4.2
2025-04-01,Doomben,R1 1200m CL1,1,241619292,81812971,2,Cho Oyu,3,0.0,4.19,0.0,1.66
2025-04-01,Doomben,R1 1200m CL1,1,241619292,81812975,15,Woosh Ka Boom,2,0.0,11.73,0.0,3.7
2025-04-01,Doomben,R2 2000m 3yo,2,241619301,3162938,3,Liberty Park,2,1.0,5.32,1.0,1.77
2025-04-01,Doomben,R2 2000m 3yo,2,241619301,4474930,6,The Dark Side,5,0.0,16.5,0.0,3.28
2025-04-01,Doomben,R2 2000m 3yo,2,241619301,81223846,1,Prince Levi,1,0.0,2.47,0.0,1.26
2025-04-01,Doomben,R2 2000m 3yo,2,241619301,81812977,4,High Class Roller,3,0.0,40.16,1.0,5.62
2025-04-01,Doomben,R2 2000m 3yo,2,241619301,81812978,5,Henley Room,4,0.0,44.0,0.0,5.82
2025-04-01,Doomben,R3 1350m Hcap,3,241619310,2304222,6,Power Ace,3,0.0,40.0,0.0,5.42
2025-04-01,Doomben,R3 1350m Hcap,3,241619310,46494884,5,April In Augusta,5,0.0,56.61,1.0,6.8
2025-04-01,Doomben,R3 1350m Hcap,3,241619310,69967466,2,Adiella,4,1.0,1.86,1.0,1.14
2025-04-01,Doomben,R3 1350m Hcap,3,241619310,71837515,8,Bucks Fizz,2,0.0,8.06,0.0,1.83
2025-04-01,Doomben,R3 1350m Hcap,3,241619310,81812980,3,Heyoka,1,0.0,4.9,0.0,1.55
2025-04-01,Doomben,R4 1350m Hcap,4,241619319,949464,10,Voracious,4,0.0,3.25,0.0,1.6
2025-04-01,Doomben,R4 1350m Hcap,4,241619319,47241170,2,Hang Five,1,0.0,115.56,0.0,19.5
2025-04-01,Doomben,R4 1350m Hcap,4,241619319,47637913,4,Castillian,2,0.0,7.56,1.0,2.5
2025-04-01,Doomben,R4 1350m Hcap,4,241619319,81812983,12,Ludovisi,3,1.0,14.5,1.0,3.8
2025-04-01,Doomben,R5 1600m Hcap,5,241619328,43034912,1,Cacofonix,3,0.0,18.13,0.0,4.95
2025-04-01,Doomben,R5 1600m Hcap,5,241619328,46292055,2,Bold Bourbon,5,0.0,95.07,0.0,15.0
2025-04-01,Doomben,R5 1600m Hcap,5,241619328,61896095,4,More Trouble,4,0.0,8.13,1.0,2.56
2025-04-01,Doomben,R5 1600m Hcap,5,241619328,62840292,9,Until Valhalla,1,0.0,4.32,1.0,1.72
2025-04-01,Doomben,R5 1600m Hcap,5,241619328,81812987,14,Allhallowtide,2,0.0,15.7,0.0,3.83
2025-04-01,Doomben,R6 1200m Hcap,6,241619337,7048454,7,Scud,5,0.0,34.26,0.0,5.66
2025-04-01,Doomben,R6 1200m Hcap,6,241619337,11766106,4,John Rambo,2,1.0,4.13,1.0,1.75
2025-04-01,Doomben,R6 1200m Hcap,6,241619337,69641439,5,Thankyou Henry,3,0.0,4.5,1.0,1.71
2025-04-01,Doomben,R6 1200m Hcap,6,241619337,81436336,6,Certainlycan,1,0.0,4.3,0.0,1.81
2025-04-01,Doomben,R7 2000m Hcap,7,241619346,3288773,10,Naval Seal,1,0.0,2.87,0.0,1.37
2025-04-01,Doomben,R7 2000m Hcap,7,241619346,41489269,1,Wapiti,2,0.0,30.0,0.0,5.71
2025-04-01,Doomben,R7 2000m Hcap,7,241619346,60490493,5,Yet He Moves,3,0.0,8.88,0.0,2.73
2025-04-01,Doomben,R7 2000m Hcap,7,241619346,81812996,13,Master Copy,5,0.0,6.8,0.0,2.1
2025-04-01,Doomben,R7 2000m Hcap,7,241619346,81812997,14,Aiden,4,0.0,8.97,1.0,2.66
2025-04-01,Doomben,R8 1600m Hcap,8,241619355,7082465,1,Tenzing,1,0.0,4.32,1.0,1.71
2025-04-01,Doomben,R8 1600m Hcap,8,241619355,49547240,6,Thisllbetheone,4,0.0,8.11,1.0,2.56
2025-04-01,Doomben,R8 1600m Hcap,8,241619355,51202732,8,Flashing Steel,5,0.0,10.5,0.0,3.1
2025-04-01,Doomben,R8 1600m Hcap,8,241619355,56357640,10,Victory Win,2,1.0,3.55,1.0,1.6
2025-04-01,Doomben,R8 1600m Hcap,8,241619355,69390478,4,Miracle Spin,3,0.0,11.08,0.0,3.14
2025-04-01,Doomben,R9 1350m 3yo,9,241619364,5366898,3,Poster Girl,5,0.0,14.4,0.0,3.4
2025-04-01,Doomben,R9 1350m 3yo,9,241619364,69161444,2,Apuntar,2,0.0,5.0,1.0,1.93
2025-04-01,Doomben,R9 1350m 3yo,9,241619364,72414221,12,Maragical,3,0.0,10.5,0.0,3.15
2025-04-01,Doomben,R9 1350m 3yo,9,241619364,72642005,4,Mr Bubbaluski,4,0.0,5.69,1.0,1.91
