Date,Track,Race Name,Race,Market,Selection,Number,Horse,Race_Speed,Speed_Cat,Early_Speed,Late_Speed,RP,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,Value
2025-02-01,Ascot,R1 1800m Hcap,1,238912363,64547390,1,Atlantis Beach,Average,Off Midfield,0.3333333333333333,5.0,3.12,0.0,3.23,0.0,1.46,0.010915297293006221
2025-02-01,Ascot,R1 1800m Hcap,1,238912363,48616304,2,Never Sober,Average,On-Pace,0.8333333333333334,1.0,25.46,0.0,27.56,0.0,5.1,0.0029928274751823344
2025-02-01,Ascot,R1 1800m Hcap,1,238912363,4350585,3,Kings Parade,Average,Backmarker,0.1666666666666666,5.0,3.17,0.0,3.55,0.0,1.51,0.0337672724041409
2025-02-01,Ascot,R1 1800m Hcap,1,238912363,681482,4,Striking Fella,Average,Off-Pace,0.6666666666666666,2.0,9.55,0.0,9.0,0.0,2.62,-0.0063990692262943655
2025-02-01,Ascot,R1 1800m Hcap,1,238912363,72169167,5,Boyz Lite Up,Average,Midfield,0.5,4.0,21.15,0.0,23.02,0.0,4.66,0.0038408373436193896
2025-02-01,Ascot,R1 1800m Hcap,1,238912363,522209,6,Ocean Ranger,Average,Backmarker,0.0416666666666666,2.0,19.33,0.0,13.5,0.0,3.26,-0.022341016650380324
2025-02-01,Ascot,R1 1800m Hcap,1,238912363,42676996,7,Paigeys Turn,Average,Backmarker,0.0833333333333333,2.0,18.13,0.0,18.23,1.0,4.5,0.0003025627976650652
2025-02-01,Ascot,R1 1800m Hcap,1,238912363,42483305,8,Rock Dee Jay,Average,Midfield,0.4166666666666667,1.0,45.54,0.0,142.55,1.0,18.0,0.014943635183673004
2025-02-01,Ascot,R1 1800m Hcap,1,238912363,53409340,9,Royal Splendour,Average,Backmarker,0.125,4.0,22.83,1.0,17.53,1.0,3.77,-0.01324305070914037
2025-02-01,Ascot,R2 1200m CL3,2,238912372,4791875,1,Comic Hero,Average,Backmarker,0.1666666666666666,5.0,3.48,0.0,4.59,0.0,1.79,0.06949139809180374
2025-02-01,Ascot,R2 1200m CL3,2,238912372,50294903,2,Cavallo Red,Average,Midfield,0.375,3.0,6.93,0.0,6.4,1.0,2.12,-0.011949855699855683
2025-02-01,Ascot,R2 1200m CL3,2,238912372,46675514,3,King Adviso,Average,Leader,1.0,1.0,11.94,0.0,6.4,0.0,2.32,-0.07249790619765493
2025-02-01,Ascot,R2 1200m CL3,2,238912372,77689424,4,Caporetto,Average,Midfield,0.4166666666666667,4.0,8.63,1.0,9.81,1.0,2.76,0.013938055971925448
2025-02-01,Ascot,R2 1200m CL3,2,238912372,79525316,5,Centre Bond,Average,Midfield,0.4583333333333333,4.0,3.8,0.0,4.2,0.0,1.51,0.02506265664160401
2025-02-01,Ascot,R2 1200m CL3,2,238912372,52621740,6,Dont Trust Judas,Average,Off-Pace,0.6666666666666666,1.0,44.86,0.0,22.22,0.0,5.62,-0.022712926664935774
2025-02-01,Ascot,R2 1200m CL3,2,238912372,72134169,7,Hoba Meteor,Average,Midfield,0.5,2.0,18.41,0.0,15.5,0.0,4.1,-0.01019782376338245
2025-02-01,Ascot,R2 1200m CL3,2,238912372,2505613,8,Trespassing,Average,On-Pace,0.75,4.0,43.41,0.0,55.0,1.0,8.4,0.004854348600029323
2025-02-01,Ascot,R2 1200m CL3,2,238912372,68325565,10,Real Senor,Average,On-Pace,0.8333333333333334,3.0,175.74,0.0,220.0,0.0,30.0,0.0011447696493787308
2025-02-01,Ascot,R3 1000m 3yo,3,238912381,79525317,1,Keep Ita Mystery,Fast,On-Pace,0.8333333333333334,2.0,12.73,0.0,22.8,1.0,4.38,0.034694946321026446
2025-02-01,Ascot,R3 1000m 3yo,3,238912381,79525318,2,Cleanemup,Fast,Off-Pace,0.6666666666666666,3.0,10.87,0.0,12.0,0.0,2.99,0.008662986813860796
2025-02-01,Ascot,R3 1000m 3yo,3,238912381,71404737,3,The Top Bar,Fast,On-Pace,0.72225,1.0,27.1,0.0,46.24,0.0,7.34,0.015274071425835367
2025-02-01,Ascot,R3 1000m 3yo,3,238912381,74745330,4,Hez Got The Safe,Fast,Midfield,0.5,4.0,7.38,0.0,8.2,1.0,2.23,0.013550135501355018
2025-02-01,Ascot,R3 1000m 3yo,3,238912381,79525319,5,Want A Winner,Fast,Leader,1.0,2.0,5.88,1.0,3.05,1.0,1.45,-0.15780082524813208
2025-02-01,Ascot,R3 1000m 3yo,3,238912381,79525320,6,Mai Aloha,Fast,On-Pace,0.77775,4.0,7.38,0.0,10.74,0.0,2.87,0.04239148536736766
2025-02-01,Ascot,R3 1000m 3yo,3,238912381,79525321,7,Snow God,Fast,Leader,0.9166666666666666,5.0,2.93,0.0,2.89,0.0,1.32,-0.004723832918029691
2025-02-01,Ascot,R3 1000m 3yo,3,238912381,79525322,8,La Excellence,Fast,No Data,0.0,Unknown,100.11,0.0,230.0,0.0,34.68,0.005641185999748103
2025-02-01,Ascot,R4 1100m 2yo,4,238912390,79525323,1,Do I Feel Lucky,Average,Leader,1.0,4.0,4.03,0.0,4.82,1.0,1.72,0.04067007814832738
2025-02-01,Ascot,R4 1100m 2yo,4,238912390,951221,2,Capitola,Average,Off-Pace,0.6666666666666666,4.0,4.91,0.0,4.38,0.0,1.68,-0.02464451450306432
2025-02-01,Ascot,R4 1100m 2yo,4,238912390,79525324,3,Strideaway,Average,Midfield,0.5,4.0,4.67,1.0,3.38,1.0,1.48,-0.08172522585304665
2025-02-01,Ascot,R4 1100m 2yo,4,238912390,79525325,4,True Fiction,Average,Backmarker,0.1666666666666666,3.0,80.0,0.0,95.0,0.0,17.5,0.0019736842105263167
2025-02-01,Ascot,R4 1100m 2yo,4,238912390,79525326,5,Aberdeen Flyer,Average,On-Pace,0.8333333333333334,4.0,14.42,0.0,14.83,1.0,3.78,0.0019172442559829694
2025-02-01,Ascot,R4 1100m 2yo,4,238912390,79525327,6,Beaus A Lad,Average,On-Pace,0.75,2.0,188.31,0.0,320.0,0.0,37.94,0.002185392438001168
2025-02-01,Ascot,R4 1100m 2yo,4,238912390,79525328,7,Yes Buster,Average,Off Midfield,0.3333333333333333,4.0,186.19,0.0,519.69,0.0,60.0,0.003446633669329683
2025-02-01,Ascot,R4 1100m 2yo,4,238912390,79525329,8,Champagne Crusader,Average,No Data,0.0,Unknown,23.51,0.0,31.46,0.0,7.36,0.010748696027687556
2025-02-01,Ascot,R4 1100m 2yo,4,238912390,79525330,9,My Riches,Average,Leader,0.9166666666666666,1.0,40.52,0.0,101.2,0.0,16.16,0.014797747854960608
2025-02-01,Ascot,R4 1100m 2yo,4,238912390,79525331,10,Slip The Jab,Average,No Data,0.0,Unknown,11.4,0.0,11.72,0.0,3.48,0.002395066163702775
2025-02-01,Ascot,R4 1100m 2yo,4,238912390,79525332,11,Why She Stayed,Average,Off Midfield,0.25,4.0,27.25,0.0,65.81,0.0,10.5,0.02150198862725472
2025-02-01,Ascot,R4 1100m 2yo,4,238912390,4818692,12,Elegant Ruler,Average,No Data,0.0,Unknown,22.42,0.0,30.55,0.0,7.31,0.011869808783658495
2025-02-01,Ascot,R4 1100m 2yo,4,238912390,3656309,13,Pure Silver,Average,No Data,0.0,Unknown,188.31,0.0,300.0,0.0,44.56,0.0019770591046678345
2025-02-01,Ascot,R5 1200m Hcap,5,238912399,43155012,1,Capricorn Man,Fast,On-Pace,0.7333333333333334,3.0,12.12,0.0,16.46,0.0,4.08,0.021754909391303652
2025-02-01,Ascot,R5 1200m Hcap,5,238912399,50478621,2,War Gem,Fast,Off-Pace,0.6666666666666666,2.0,21.15,0.0,17.77,0.0,4.73,-0.00899329626924545
2025-02-01,Ascot,R5 1200m Hcap,5,238912399,64737932,3,Our Rocky Bay,Fast,On-Pace,0.7666666666666666,4.0,5.82,0.0,6.4,0.0,2.2,0.015571305841924399
2025-02-01,Ascot,R5 1200m Hcap,5,238912399,4137400,4,Tinsnip,Fast,Leader,1.0,1.0,48.31,0.0,121.17,0.0,22.0,0.01244678023439682
2025-02-01,Ascot,R5 1200m Hcap,5,238912399,79525334,5,Just Saint James,Fast,Backmarker,0.1666666666666666,5.0,5.63,1.0,4.87,1.0,1.99,-0.02771891560684364
