Tipster_Name,MeetingDate,TrackName,Content,International_Meeting,Racing_Code,Race,Selection,BettingStrategy,MarketType,RP,SelectionName,Stake,BestBet,Market_ID,Selection_ID,MBR,RESULT,BSP,PROFIT_BSP,PROFIT_BSP_RP,PROFIT_BESTBET
Mark Lawrence,1/09/2025,Globe Derby,EXPERT TIPS,FALSE,Harness,3,4,BACK,WIN,1.8,4. Line Up Jacquie,2,BEST BET,247262062,53449324,8,1,1.43,0.79,0.00,0.79
Mark Lawrence,1/09/2025,Globe Derby,EXPERT TIPS,FALSE,Harness,7,5,LAY,WIN,$6.50,5. Its Our Secret,2,BEST BET,247262070,80400719,8,0,6.03,0.37,0.37,0.37
Will Norman,1/09/2025,Menangle,EXPERT TIPS,FALSE,Harness,3,9,BACK,WIN,$3.50,9. Special Spin,2,BEST BET,247262032,315658,8,0,4.05,-2.00,-2.00,-2.00
Scott Hill,1/09/2025,Pinjarra,EXPERT TIPS,FALSE,Harness,3,8,BACK,WIN,$2.20,8. Jamie Kim,2,,247261891,50397783,8,1,2.56,2.87,2.87,0.00
Scott Hill,1/09/2025,Pinjarra,EXPERT TIPS,FALSE,Harness,4,7,BACK,WIN,$1.80,7. Sweet Coco,3,BEST BET,247261893,69841765,8,1,2.2,3.31,3.31,3.31
Scott Hill,1/09/2025,Pinjarra,EXPERT TIPS,FALSE,Harness,5,1,LAY,WIN,$4.00,1. Heavenly Bliss,3,,247261895,60860423,8,1,2.83,-3.00,-3.00,0.00
Scott Hill,1/09/2025,Pinjarra,EXPERT TIPS,FALSE,Harness,6,1,BACK,WIN,$3.00,1. Ripper View,1,,247261897,63648491,8,0,4.16,-1.00,-1.00,0.00
Scott Hill,1/09/2025,Pinjarra,EXPERT TIPS,FALSE,Harness,7,11,BACK,WIN,$4.00,11. Downbytheavenue,1,,247261899,87822126,8,0,7.22,-1.00,-1.00,0.00
Scott Hill,1/09/2025,Pinjarra,EXPERT TIPS,FALSE,Harness,8,6,BACK,WIN,$1.30,6. Ronald Scott,5,BEST BET,247261901,44563674,8,0,1.87,-5.00,-5.00,-5.00
Greg Polson,1/09/2025,Port Macquarie,EXPERT TIPS,FALSE,Thoroughbred,1,8,BACK,WIN,,8. The Simple Life,2,,247227078,5320624,10,0,6.6,-2.00,-2.00,0.00
