Date,Track,Race Name,Race,Market,Selection,Number,Horse,Race_Speed,Speed_Cat,Early_Speed,Late_Speed,RP,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,Value
2026-05-01,Bordertown,R1 1550m Mdn,1,257527456,94136690,1,Discreetly Blue,Average,Midfield,0.3889166666666666,2.0,3.23,0.0,3.21,1.0,1.75,-0.0019289565309645318
2026-05-01,Bordertown,R1 1550m Mdn,1,257527456,97953820,2,Glowing Command,Average,On-Pace,0.8333333333333334,2.0,16.83,0.0,15.16,0.0,7.01,-0.006545354209485821
2026-05-01,Bordertown,R1 1550m Mdn,1,257527456,78534728,3,Hasta La Dubai,Average,Off-Pace,0.6666666666666666,1.0,100.59,0.0,102.78,0.0,42.0,0.00021182669651275722
2026-05-01,Bordertown,R1 1550m Mdn,1,257527456,74571800,4,Rhinestone Rory,Average,Leader,1.0,2.0,3.29,1.0,2.68,1.0,1.48,-0.06918296057705392
2026-05-01,Bordertown,R1 1550m Mdn,1,257527456,96965918,5,Rock Shot,Average,Midfield,0.5,2.0,21.23,0.0,34.0,0.0,12.0,0.017691391205563713
2026-05-01,Bordertown,R1 1550m Mdn,1,257527456,97953821,6,Pierros Reward,Average,Backmarker,0.1666666666666666,5.0,201.45,0.0,179.24,0.0,112.83,-0.0006151008845765539
2026-05-01,Bordertown,R1 1550m Mdn,1,257527456,97953822,7,Copperflange,Average,Midfield,0.4444166666666667,5.0,3.77,0.0,4.68,0.0,2.08,0.05157677571470676
2026-05-01,Bordertown,R2 1200m Mdn,2,257527465,66790048,1,Hood Rat,Average,Backmarker,0.1110833333333333,4.0,103.59,0.0,130.0,0.0,19.05,0.001961133759569902
2026-05-01,Bordertown,R2 1200m Mdn,2,257527465,97953823,2,Starcho Libre,Average,Off-Pace,0.5833333333333334,3.0,15.65,0.0,11.5,0.0,2.78,-0.023058758160855675
2026-05-01,Bordertown,R2 1200m Mdn,2,257527465,97393521,3,Vamore,Average,Midfield,0.4166666666666667,2.0,16.32,0.0,13.0,1.0,3.45,-0.01564856711915536
2026-05-01,Bordertown,R2 1200m Mdn,2,257527465,96965917,4,Giddy Up Bankcheck,Average,Off-Pace,0.6666666666666666,2.0,66.99,0.0,120.0,0.0,22.0,0.0065942678011643545
2026-05-01,Bordertown,R2 1200m Mdn,2,257527465,4438148,5,Malbec,Average,No Data,0.0,Unknown,50.23,0.0,843.83,0.0,140.0,0.01872334843946895
2026-05-01,Bordertown,R2 1200m Mdn,2,257527465,97953824,6,No Los There,Average,No Data,0.0,Unknown,6.75,0.0,3.95,0.0,1.9,-0.10501640881387714
2026-05-01,Bordertown,R2 1200m Mdn,2,257527465,97953825,7,Serilo,Average,No Data,0.0,Unknown,14.97,0.0,7.78,1.0,2.84,-0.061734437169111145
2026-05-01,Bordertown,R2 1200m Mdn,2,257527465,97953826,8,Friend In Me,Average,On-Pace,0.8333333333333334,2.0,67.35,0.0,36.0,0.0,7.2,-0.01292996782974511
2026-05-01,Bordertown,R2 1200m Mdn,2,257527465,96966676,9,Here She Is,Average,Midfield,0.4583333333333333,5.0,4.91,0.0,11.5,0.0,3.7,0.11670946604091029
2026-05-01,Bordertown,R2 1200m Mdn,2,257527465,8068753,11,La Petite,Average,Midfield,0.375,4.0,10.97,0.0,24.95,0.0,7.0,0.0510775425052475
2026-05-01,Bordertown,R2 1200m Mdn,2,257527465,97953827,12,Rebel Jen,Average,Backmarker,0.0555833333333333,5.0,10.32,0.0,16.39,0.0,3.79,0.0358864121155365
2026-05-01,Bordertown,R2 1200m Mdn,2,257527465,77082697,13,She Rex,Average,On-Pace,0.75,1.0,4.79,1.0,4.2,1.0,1.73,-0.02932697087185604
2026-05-01,Bordertown,R3 1200m Hcap,3,257527474,97953831,2,Rocktagon,Average,Midfield,0.3610833333333333,5.0,3.76,0.0,3.43,1.0,1.57,-0.025587742695862503
2026-05-01,Bordertown,R3 1200m Hcap,3,257527474,97953832,3,Toes In First,Average,On-Pace,0.75,1.0,23.33,0.0,40.0,0.0,10.18,0.017863266180882985
2026-05-01,Bordertown,R3 1200m Hcap,3,257527474,82018159,4,Black Bugatti,Average,Off-Pace,0.6110833333333333,3.0,19.02,0.0,14.26,0.0,5.1,-0.01754999166744093
2026-05-01,Bordertown,R3 1200m Hcap,3,257527474,64318402,5,Winning Aura,Average,Midfield,0.3889166666666666,4.0,16.07,0.0,14.28,0.0,3.8,-0.007800257626385962
2026-05-01,Bordertown,R3 1200m Hcap,3,257527474,94921021,6,All Shot,Average,Midfield,0.5,5.0,4.75,1.0,5.5,1.0,2.12,0.02870813397129185
2026-05-01,Bordertown,R3 1200m Hcap,3,257527474,86346883,7,Los Alamoss,Average,Midfield,0.4444166666666667,1.0,183.87,0.0,132.87,0.0,25.03,-0.0020875282674351616
2026-05-01,Bordertown,R3 1200m Hcap,3,257527474,70350246,8,Mandara Sun,Average,Off-Pace,0.6666666666666666,3.0,11.86,0.0,10.11,1.0,3.4,-0.014594936307697953
2026-05-01,Bordertown,R3 1200m Hcap,3,257527474,97953833,9,Sacred Chord,Average,Midfield,0.4166666666666667,4.0,7.72,0.0,7.44,0.0,2.34,-0.004874923394060926
2026-05-01,Bordertown,R3 1200m Hcap,3,257527474,80856215,10,Covert Witness,Average,Off Midfield,0.3333333333333333,3.0,27.71,0.0,30.0,0.0,8.2,0.0027547215205100464
2026-05-01,Bordertown,R3 1200m Hcap,3,257527474,97953834,11,Willaston,Average,Midfield,0.47225,5.0,11.1,0.0,11.33,0.0,3.35,0.0018288367802930944
2026-05-01,Bordertown,R3 1200m Hcap,3,257527474,70385766,12,Crown Moshe,Average,Off-Pace,0.5555833333333333,2.0,48.83,0.0,33.79,0.0,7.3,-0.009115341003755412
2026-05-01,Bordertown,R4 1200m Hcap,4,257527483,97953835,1,Prancethrulife,Average,Off Midfield,0.25,5.0,8.13,0.0,8.0,0.0,3.1,-0.0019987699876998916
2026-05-01,Bordertown,R4 1200m Hcap,4,257527483,91354714,2,Taking Omaha,Average,On-Pace,0.75,3.0,3.86,1.0,3.65,1.0,1.73,-0.014905245226772612
2026-05-01,Bordertown,R4 1200m Hcap,4,257527483,89347653,3,Frontpoint,Average,Off-Pace,0.6666666666666666,1.0,25.38,0.0,19.38,1.0,5.2,-0.012198483972411911
2026-05-01,Bordertown,R4 1200m Hcap,4,257527483,73443242,4,Gopher Frank,Average,Midfield,0.5,4.0,10.87,0.0,10.5,0.0,3.54,-0.0032417750909011084
2026-05-01,Bordertown,R4 1200m Hcap,4,257527483,4856623,5,Private Jet,Average,Midfield,0.4166666666666667,2.0,4.18,0.0,4.1,1.0,1.75,-0.004667989263624689
2026-05-01,Bordertown,R4 1200m Hcap,4,257527483,837219,6,Lysander,Average,On-Pace,0.8333333333333334,3.0,14.85,0.0,24.58,0.0,7.4,0.02665658483396481
