LOCAL_RACE_DATE,RACETIME,COUNTRY_ID,TRACK,EVENT_ID,WIN_MARKET_ID,PLACE_MARKET_ID,RACE_NAME,WIN_MARKET_NAME,RACE_NUMBER,SELECTION_ID,RUNNER_NAME,RATED_PRICE,WIN_BSP,WIN_RESULT,PLACE_BSP,PLACE_RESULT
2025-12-01,2025-12-01 22:25:00,35.0,Punchestown,33931061,238082368,238082369.0,Sky Bet Build A Bet Beginners Chase (Class E),2m6f Beg Chs,1,25254159,Futurum Regem,66.14,490.24,0.0,38.87,0.0
2025-12-01,2025-12-01 22:25:00,35.0,Punchestown,33931061,238082368,238082369.0,Sky Bet Build A Bet Beginners Chase (Class E),2m6f Beg Chs,1,39013033,Ney,24.31,44.0,1.0,10.58,1.0
2025-12-01,2025-12-01 22:25:00,35.0,Punchestown,33931061,238082368,238082369.0,Sky Bet Build A Bet Beginners Chase (Class E),2m6f Beg Chs,1,41439113,Low Style,13.57,37.47,0.0,6.09,1.0
2025-12-01,2025-12-01 22:25:00,35.0,Punchestown,33931061,238082368,238082369.0,Sky Bet Build A Bet Beginners Chase (Class E),2m6f Beg Chs,1,42767243,Brucejack,4.76,4.0,0.0,1.61,1.0
2025-12-01,2025-12-01 22:25:00,35.0,Punchestown,33931061,238082368,238082369.0,Sky Bet Build A Bet Beginners Chase (Class E),2m6f Beg Chs,1,51081937,Hes Home Again,56.41,48.0,0.0,8.2,0.0
2025-12-01,2025-12-01 22:25:00,35.0,Punchestown,33931061,238082368,238082369.0,Sky Bet Build A Bet Beginners Chase (Class E),2m6f Beg Chs,1,53458290,Western Model,12.25,19.17,0.0,3.85,0.0
2025-12-01,2025-12-01 22:25:00,35.0,Punchestown,33931061,238082368,238082369.0,Sky Bet Build A Bet Beginners Chase (Class E),2m6f Beg Chs,1,62597336,On Lovers Walk,7.5,14.0,0.0,3.0,0.0
2025-12-01,2025-12-01 22:25:00,35.0,Punchestown,33931061,238082368,238082369.0,Sky Bet Build A Bet Beginners Chase (Class E),2m6f Beg Chs,1,66678289,Rokathir,15.26,14.5,0.0,3.92,0.0
2025-12-01,2025-12-01 22:25:00,35.0,Punchestown,33931061,238082368,238082369.0,Sky Bet Build A Bet Beginners Chase (Class E),2m6f Beg Chs,1,67671659,Shantou Princess,3.54,3.3,0.0,1.63,0.0
2025-12-01,2025-12-01 22:25:00,35.0,Punchestown,33931061,238082368,238082369.0,Sky Bet Build A Bet Beginners Chase (Class E),2m6f Beg Chs,1,13337486,Diamond Duke,44.8,290.0,0.0,50.0,0.0
2025-12-01,2025-12-01 22:25:00,35.0,Punchestown,33931061,238082368,238082369.0,Sky Bet Build A Bet Beginners Chase (Class E),2m6f Beg Chs,1,74585738,Coumeenoole,17.63,5.54,0.0,1.87,0.0
2025-12-01,2025-12-01 22:55:00,35.0,Punchestown,33931061,238082373,238082374.0,"Sky Bet, For The Fans Novice Chase (Class A) (Grade 3)",2m3f Grd3 Nov Chs,2,44249749,Ifiwerearichman,9.69,19.83,0.0,3.93,0.0
2025-12-01,2025-12-01 22:55:00,35.0,Punchestown,33931061,238082373,238082374.0,"Sky Bet, For The Fans Novice Chase (Class A) (Grade 3)",2m3f Grd3 Nov Chs,2,44249750,Lecky Watson,3.7,2.3,1.0,1.45,1.0
2025-12-01,2025-12-01 22:55:00,35.0,Punchestown,33931061,238082373,238082374.0,"Sky Bet, For The Fans Novice Chase (Class A) (Grade 3)",2m3f Grd3 Nov Chs,2,253493,Down Memory Lane,4.17,2.44,0.0,1.49,1.0
2025-12-01,2025-12-01 22:55:00,35.0,Punchestown,33931061,238082373,238082374.0,"Sky Bet, For The Fans Novice Chase (Class A) (Grade 3)",2m3f Grd3 Nov Chs,2,53458054,Farren Glory,2.59,7.59,0.0,2.85,0.0
2025-12-01,2025-12-01 23:25:00,35.0,Punchestown,33931061,238082378,238082379.0,Adare Manor Opportunity Handicap Chase (Class G) (0-100),2m3f Hcap Chs,3,37272003,Wild As Fire,11.5,23.94,0.0,4.2,1.0
2025-12-01,2025-12-01 23:25:00,35.0,Punchestown,33931061,238082378,238082379.0,Adare Manor Opportunity Handicap Chase (Class G) (0-100),2m3f Hcap Chs,3,41822053,Toon Town,4.32,3.17,0.0,1.53,0.0
2025-12-01,2025-12-01 23:25:00,35.0,Punchestown,33931061,238082378,238082379.0,Adare Manor Opportunity Handicap Chase (Class G) (0-100),2m3f Hcap Chs,3,50178551,Papa Barns,4.54,3.14,0.0,1.43,0.0
2025-12-01,2025-12-01 23:25:00,35.0,Punchestown,33931061,238082378,238082379.0,Adare Manor Opportunity Handicap Chase (Class G) (0-100),2m3f Hcap Chs,3,45374763,Mahlers Cove,5.01,8.8,0.0,2.04,1.0
2025-12-01,2025-12-01 23:25:00,35.0,Punchestown,33931061,238082378,238082379.0,Adare Manor Opportunity Handicap Chase (Class G) (0-100),2m3f Hcap Chs,3,52655565,Mastermacblack,12.97,20.35,0.0,4.11,0.0
2025-12-01,2025-12-01 23:25:00,35.0,Punchestown,33931061,238082378,238082379.0,Adare Manor Opportunity Handicap Chase (Class G) (0-100),2m3f Hcap Chs,3,41287236,Ivar The Boneless,23.45,80.0,0.0,10.0,0.0
2025-12-01,2025-12-01 23:25:00,35.0,Punchestown,33931061,238082378,238082379.0,Adare Manor Opportunity Handicap Chase (Class G) (0-100),2m3f Hcap Chs,3,62103860,Midweek Voices,7.05,6.4,1.0,1.73,1.0
2025-12-01,2025-12-01 23:55:00,35.0,Punchestown,33931061,238082383,238082384.0,Sky Bet Extra Places Every Day Amateur National (Class C) (Q.R.) Handicap Chase,2m6f Hcap Chs,4,22583999,Peaches And Cream,19.72,70.54,0.0,13.67,0.0
2025-12-01,2025-12-01 23:55:00,35.0,Punchestown,33931061,238082383,238082384.0,Sky Bet Extra Places Every Day Amateur National (Class C) (Q.R.) Handicap Chase,2m6f Hcap Chs,4,26725416,Enjoy Dallen,11.69,20.43,0.0,3.75,0.0
2025-12-01,2025-12-01 23:55:00,35.0,Punchestown,33931061,238082383,238082384.0,Sky Bet Extra Places Every Day Amateur National (Class C) (Q.R.) Handicap Chase,2m6f Hcap Chs,4,36787358,Salmanino,8.54,6.2,0.0,1.93,0.0
2025-12-01,2025-12-01 23:55:00,35.0,Punchestown,33931061,238082383,238082384.0,Sky Bet Extra Places Every Day Amateur National (Class C) (Q.R.) Handicap Chase,2m6f Hcap Chs,4,38323193,Gringo Daubrelle,8.57,14.5,0.0,3.8,0.0
2025-12-01,2025-12-01 23:55:00,35.0,Punchestown,33931061,238082383,238082384.0,Sky Bet Extra Places Every Day Amateur National (Class C) (Q.R.) Handicap Chase,2m6f Hcap Chs,4,42080613,Daily Present,4.57,3.81,0.0,1.61,1.0
2025-12-01,2025-12-01 23:55:00,35.0,Punchestown,33931061,238082383,238082384.0,Sky Bet Extra Places Every Day Amateur National (Class C) (Q.R.) Handicap Chase,2m6f Hcap Chs,4,42220276,Prince Zaltar,10.31,6.1,0.0,2.07,1.0
2025-12-01,2025-12-01 23:55:00,35.0,Punchestown,33931061,238082383,238082384.0,Sky Bet Extra Places Every Day Amateur National (Class C) (Q.R.) Handicap Chase,2m6f Hcap Chs,4,39389789,Nine Graces,4.07,3.96,1.0,1.56,1.0
2025-12-01,2025-12-01 23:55:00,35.0,Punchestown,33931061,238082383,238082384.0,Sky Bet Extra Places Every Day Amateur National (Class C) (Q.R.) Handicap Chase,2m6f Hcap Chs,4,47164405,Ringdufferin,14.62,34.0,0.0,6.96,0.0
2025-12-02,2025-12-02 21:55:00,1.0,Southwell,34022819,239447050,239447052.0,Extra Winnings With BetUK Acca Club Handicap (Div 1) (Class F),1m4f Hcap,1,26374771,Back From Dubai,6.52,18.91,0.0,4.4,0.0
2025-12-02,2025-12-02 21:55:00,1.0,Southwell,34022819,239447050,239447052.0,Extra Winnings With BetUK Acca Club Handicap (Div 1) (Class F),1m4f Hcap,1,201337,Abstract,23.0,60.0,0.0,11.5,0.0
2025-12-02,2025-12-02 21:55:00,1.0,Southwell,34022819,239447050,239447052.0,Extra Winnings With BetUK Acca Club Handicap (Div 1) (Class F),1m4f Hcap,1,40525247,Fiftyshadesaresdev,9.6,6.42,0.0,1.82,1.0
2025-12-02,2025-12-02 21:55:00,1.0,Southwell,34022819,239447050,239447052.0,Extra Winnings With BetUK Acca Club Handicap (Div 1) (Class F),1m4f Hcap,1,40930712,Moon Over The Sea,3.96,3.88,0.0,1.58,1.0
2025-12-02,2025-12-02 21:55:00,1.0,Southwell,34022819,239447050,239447052.0,Extra Winnings With BetUK Acca Club Handicap (Div 1) (Class F),1m4f Hcap,1,42274252,Mhajim,7.1,8.34,0.0,2.13,0.0
2025-12-02,2025-12-02 21:55:00,1.0,Southwell,34022819,239447050,239447052.0,Extra Winnings With BetUK Acca Club Handicap (Div 1) (Class F),1m4f Hcap,1,42405338,Come On John,4.67,3.03,0.0,1.36,0.0
2025-12-02,2025-12-02 21:55:00,1.0,Southwell,34022819,239447050,239447052.0,Extra Winnings With BetUK Acca Club Handicap (Div 1) (Class F),1m4f Hcap,1,33065350,Lednikov,28.8,21.28,1.0,4.48,1.0
2025-12-02,2025-12-02 21:55:00,1.0,Southwell,34022819,239447050,239447052.0,Extra Winnings With BetUK Acca Club Handicap (Div 1) (Class F),1m4f Hcap,1,50671224,Tarjamah,26.76,66.9,0.0,12.83,0.0
2025-12-02,2025-12-02 21:55:00,1.0,Southwell,34022819,239447050,239447052.0,Extra Winnings With BetUK Acca Club Handicap (Div 1) (Class F),1m4f Hcap,1,68545660,Shy Nala,50.72,309.16,0.0,57.58,0.0
2025-12-02,2025-12-02 22:25:00,1.0,Southwell,34022819,239447057,239447059.0,Extra Winnings With BetUK Acca Club Handicap (Div 2) (Class F),1m4f Hcap,2,25577501,Alioski,11.05,16.9,0.0,3.38,1.0
2025-12-02,2025-12-02 22:25:00,1.0,Southwell,34022819,239447057,239447059.0,Extra Winnings With BetUK Acca Club Handicap (Div 2) (Class F),1m4f Hcap,2,28732342,Smokey Malone,3.63,3.05,0.0,1.27,1.0
2025-12-02,2025-12-02 22:25:00,1.0,Southwell,34022819,239447057,239447059.0,Extra Winnings With BetUK Acca Club Handicap (Div 2) (Class F),1m4f Hcap,2,31597917,Send In The Clouds,22.34,12.0,0.0,2.56,0.0
2025-12-02,2025-12-02 22:25:00,1.0,Southwell,34022819,239447057,239447059.0,Extra Winnings With BetUK Acca Club Handicap (Div 2) (Class F),1m4f Hcap,2,44949469,Harry The Haggler,2.53,2.92,1.0,1.33,1.0
2025-12-02,2025-12-02 22:25:00,1.0,Southwell,34022819,239447057,239447059.0,Extra Winnings With BetUK Acca Club Handicap (Div 2) (Class F),1m4f Hcap,2,46091612,Miss Raindrop,18.12,26.46,0.0,4.7,0.0
2025-12-02,2025-12-02 22:25:00,1.0,Southwell,34022819,239447057,239447059.0,Extra Winnings With BetUK Acca Club Handicap (Div 2) (Class F),1m4f Hcap,2,61496939,Zousca,15.08,14.46,0.0,3.55,0.0
2025-12-02,2025-12-02 22:25:00,1.0,Southwell,34022819,239447057,239447059.0,Extra Winnings With BetUK Acca Club Handicap (Div 2) (Class F),1m4f Hcap,2,47267421,Chantilly Moon,26.52,21.26,0.0,5.15,0.0
2025-12-02,2025-12-02 22:25:00,1.0,Southwell,34022819,239447057,239447059.0,Extra Winnings With BetUK Acca Club Handicap (Div 2) (Class F),1m4f Hcap,2,9669018,Sweet Painted Lady,29.45,50.0,0.0,9.6,0.0
2025-12-02,2025-12-02 22:55:00,1.0,Southwell,34022819,239447064,239447066.0,Extra Winnings With BetUK Acca Club Classified Stakes (Class F),5f Class Stks,3,2556,Stallone,4.76,5.64,0.0,1.95,0.0
2025-12-02,2025-12-02 22:55:00,1.0,Southwell,34022819,239447064,239447066.0,Extra Winnings With BetUK Acca Club Classified Stakes (Class F),5f Class Stks,3,35505060,Admirable Lad,12.34,9.49,0.0,2.58,0.0
2025-12-02,2025-12-02 22:55:00,1.0,Southwell,34022819,239447064,239447066.0,Extra Winnings With BetUK Acca Club Classified Stakes (Class F),5f Class Stks,3,43843823,Sassy Redhead,12.0,28.04,0.0,6.8,0.0
2025-12-02,2025-12-02 22:55:00,1.0,Southwell,34022819,239447064,239447066.0,Extra Winnings With BetUK Acca Club Classified Stakes (Class F),5f Class Stks,3,51257331,Agent Mayfair,3.46,3.0,1.0,1.37,1.0
2025-12-02,2025-12-02 22:55:00,1.0,Southwell,34022819,239447064,239447066.0,Extra Winnings With BetUK Acca Club Classified Stakes (Class F),5f Class Stks,3,54944552,Lauras Breeze,7.91,8.23,0.0,2.32,0.0
2025-12-02,2025-12-02 22:55:00,1.0,Southwell,34022819,239447064,239447066.0,Extra Winnings With BetUK Acca Club Classified Stakes (Class F),5f Class Stks,3,62271613,Maverics Magic,9.33,10.41,0.0,3.2,1.0
2025-12-02,2025-12-02 22:55:00,1.0,Southwell,34022819,239447064,239447066.0,Extra Winnings With BetUK Acca Club Classified Stakes (Class F),5f Class Stks,3,65071307,Kipp Kelly,11.49,7.8,0.0,2.36,1.0
2025-12-02,2025-12-02 22:55:00,1.0,Southwell,34022819,239447064,239447066.0,Extra Winnings With BetUK Acca Club Classified Stakes (Class F),5f Class Stks,3,69174833,Tilsworth Silver,61.12,160.0,0.0,33.76,0.0
