DATE,VENUE,tipster,market_id,selection_id,bet_type,bet_text,best_bet,SELECTION_NAME,WIN_LOSE,BSP,Tipster_Profit,Back_Profit,Lay_Profit
1/03/2023,Warwick Farm,Chris Camilleri,210597526,37435842,Lay,Lay WIN #6 Mission Valu,2,Mission Value,0,2.8,0.554110264,-1,0.554110264
1/03/2023,Warwick Farm,Mark Rhoden,210597526,41286696,Lay,Lay WIN #5 Gracilistyla,2,Gracilistyla,0,3.1,0.47587486,-1,0.47587486
2/03/2023,Pakenham,Jackson Oldham,210647549,1437836,Back,Back WIN #1 New Hampshi,1,New Hampshire,0,4.39,-1,-1,0.29520212
2/03/2023,Pakenham,Jackson Oldham,210647549,53112439,Lay,Lay WIN #6 Kiko,2,Kiko,0,2.88,0.531501682,-1,0.531501682
2/03/2023,Pakenham,Jackson Oldham,210647567,53112458,Back,Back WIN #8 My Haruconi,1,My Haruconi,0,5.23,-1,-1,0.236168074
2/03/2023,Pakenham,Jackson Oldham,210647585,53112466,Back,Back WIN #7 Marble Arch,2,Marble Arch,1,2.83,1.82821421,1.82821421,-1
2/03/2023,Waverley,Robert Logan,210692697,2062301,Back,Back WIN #4 VERISMO,1,Verismo,1,1.37,0.37,0.37,-1
3/03/2023,Casino,David Allan,210740623,41832462,Back,Back WIN #1 Burringbar,1,Burringbar Boys,0,8.6,-1,-1,0.131578947
3/03/2023,Casino,David Allan,210740635,53184864,Lay,Lay WIN #5 Stormy Trench,2,Stormy Trench,1,4.25,-1,3.25173161,-1
3/03/2023,Casino,David Allan,210740647,51149673,Back,Back WIN #4 Cold Rush,1,Cold Rush,0,4.5,-1,-1,0.285714286
3/03/2023,Casino,David Allan,210740656,36771132,Back,Back WIN #6 Apache Don,2,Apache Don,0,2.14,-1,-1,0.877192982
3/03/2023,Gloucester Park,Scott Hill,210694093,35634737,Back,Back WIN #8 Joey James,1,Joey James,0,6.6,-1,-1,0.178571429
3/03/2023,Gloucester Park,Scott Hill,210694096,13218304,Back,Back PLACE #10 Naval Av,1,Naval Aviator,0,20,-1,-1,0.052631579
3/03/2023,Gloucester Park,Scott Hill,210694099,22189681,Back,Back WIN #1 Valbonne,1,Valbonne,0,2.78,-1,-1,0.563045208
3/03/2023,Gloucester Park,Scott Hill,210694102,45150281,Back,Back WIN #1 Eldaytona,2,Eldaytona,0,1.6,-1,-1,1.660507512
3/03/2023,Gloucester Park,Scott Hill,210694105,873261,Lay,Lay WIN #1 Benji,2,Benji,1,2.75,-1,1.74975508,-1
3/03/2023,Gloucester Park,Scott Hill,210694105,41386219,Back,Back WIN #10 Street H,1,Street Hawk,0,2.9,-1,-1,0.526315789
3/03/2023,Gloucester Park,Scott Hill,210694114,12268441,Back,Back WIN #6 All is Well,1,All Is Well,0,4.48,-1,-1,0.287611833
3/03/2023,Newcastle,Linton Chataway,210691585,8320995,Back,Back WIN #2 Don Quixote,1,Don Quixote,0,2.4,-1,-1,0.713237266
3/03/2023,Newcastle,Linton Chataway,210691585,53147817,Back,Back WIN #9 Frankie's M,1,Frankies Me Dad,1,4.4,3.4,3.4,-1
3/03/2023,Newcastle,Linton Chataway,210691591,8917140,Back,Back WIN #7 Iron Man,1,Iron Man,0,5.56,-1,-1,0.219414911
3/03/2023,Newcastle,Linton Chataway,210691597,53147843,Back,Back WIN #11 Pizarro,1,Pizarro,0,12.93,-1,-1,0.083829196
3/03/2023,Newcastle,Linton Chataway,210691599,49332237,Back,Back WIN #7 Shohei,2,Shohei,1,4.4,3.4,3.4,-1
3/03/2023,Te Rapa,Mitchell Davis,210734570,43166837,Back,Back WIN #3 High Choice,1,High Choice,0,8.26,-1,-1,0.137741047
4/03/2023,Albion Park,Ryan Spice,210711040,40608166,Back,Back #2 Uptown B,2,Uptown Beachgirl,1,2.32,1.31513527,1.31513527,-1
4/03/2023,Albion Park,Ryan Spice,210711046,27483298,Back,Back WIN #10 Soextra,1,Soextra,0,3.05,-1,-1,0.487804878
4/03/2023,Albion Park,Ryan Spice,210711049,41385683,Back,Back WIN #4 THC,1,The High Commander,0,5.44,-1,-1,0.225094226
4/03/2023,Albion Park,Ryan Spice,210711061,53102413,Back,Back WIN #1 Gwyneth,2,Gwyneth P,1,2.02,1.0196873,1.0196873,-1
4/03/2023,Eagle Farm,Shane Ciurleo,210692721,6607564,Back,Back WIN #1 Hard To Say,2,Hard To Say,0,4.7,-1,-1,0.27027027
4/03/2023,Eagle Farm,Shane Ciurleo,210692721,23390444,Lay,Lay WIN #3 Beast Mode,1,Beast Mode,0,4.2,0.3125,-1,0.3125
4/03/2023,Eagle Farm,Shane Ciurleo,210692721,53148535,Back,Back WIN #8 Spirit Quee,2,Spirit Queen,0,8.29,-1,-1,0.137201439
4/03/2023,Eagle Farm,Shane Ciurleo,210692725,53148536,Back,Back WIN #1 Tavi Time,1,Tavi Time,0,3.15,-1,-1,0.464579933
4/03/2023,Eagle Farm,Shane Ciurleo,210692737,28466740,Lay,Lay WIN #6 Namazu,2,Namazu,0,5.91,0.203829906,-1,0.203829906
4/03/2023,Eagle Farm,Shane Ciurleo,210692745,41398055,Back,Back WIN #1 Hilal,1,Hilal,0,3,-1,-1,0.5
4/03/2023,Flemington,Anthony Jupp,210695320,43836764,Lay,Lay WIN #4 So Unusual,2,So Unusual,1,3.66,-1,2.66329296,-1
4/03/2023,Flemington,Glenn Ingram,210695320,51615888,Back,Back WIN #5 Timour,2,Timour,0,3.17,-1,-1,0.459803445
4/03/2023,Flemington,Jackson Oldham,210695320,51615888,Back,Back WIN #5 Timour,2,Timour,0,3.17,-1,-1,0.459803445
4/03/2023,Flemington,Tom Haylock,210695334,53148317,Back,Back EW #11 ARTIC FAIRY,1,Arctic Fairy,1,3.31,2.31,2.31,-1
4/03/2023,Flemington,Bella Anderson,210695341,51295402,Lay,Lay Munhamek,1,Munhamek,1,4.82,-1,3.81694198,-1
4/03/2023,Flemington,Glenn Ingram,210695341,51295402,Lay,Lay WIN #4 Munhamek,2,Munhamek,1,4.82,-1,3.81694198,-1
4/03/2023,Flemington,Jackson Oldham,210695341,51295402,Lay,Lay WIN #4 Munhamek,2,Munhamek,1,4.82,-1,3.81694198,-1
4/03/2023,Flemington,Jonathan Walsh,210695341,2384996,Lay,Lay WIN #8 Kettle Hill,2,Kettle Hill,0,4.1,0.322580645,-1,0.322580645
4/03/2023,Flemington,Norm Oke,210695341,2384996,Lay,Lay WIN #8 Kettle Hill,2,Kettle Hill,0,4.1,0.322580645,-1,0.322580645
4/03/2023,Flemington,Tom Haylock,210695341,2384996,Lay,Lay WIN #8 KETTLE HILL,1,Kettle Hill,0,4.1,0.322580645,-1,0.322580645
4/03/2023,Flemington,Glenn Ingram,210695348,53148320,Back,Back EW #3 Sebonack,1,Sebonack,0,3.27,-1,-1,0.440528634
4/03/2023,Flemington,Tom Haylock,210695348,53148320,Back,Back #3 SEBONACK,2,Sebonack,0,9.67,-1,-1,0.11539511
4/03/2023,Flemington,Tom Haylock,210695348,53148328,Back,Back #16 NANAGUI,1,Nanagui,0,18,-1,-1,0.058823529
4/03/2023,Flemington,Tom Haylock,210695348,53148329,Lay,Lay WIN #17 CYTHERA,1,Cythera,0,8.88,0.126922016,-1,0.126922016
4/03/2023,Flemington,Barry Cook,210695355,49740178,Lay,Lay WIN #1 Jacquinot,2,Jacquinot,0,2.95,0.513542509,-1,0.513542509
4/03/2023,Flemington,Bella Anderson,210695355,49740178,Back,Back Jacquinot,1,Jacquinot,0,2.95,-1,-1,0.513542509
4/03/2023,Flemington,Dean Evans,210695355,1093634,Back,Back WIN #2 Elliptical,1,Elliptical,0,6.8,-1,-1,0.172413793
4/03/2023,Flemington,Dean Evans,210695355,52670635,Back,Back WIN #13 Holymanz,1,Holymanz,0,25.57,-1,-1,0.040698046
4/03/2023,Flemington,Dean Evans,210695355,53148333,Back,Back WIN #6 The Fortune,1,The Fortune Teller,0,44.67,-1,-1,0.022899447
4/03/2023,Flemington,Nat Hinkley,210695355,49740178,Lay,Lay WIN #1 Jacquinot,2,Jacquinot,0,2.95,0.513542509,-1,0.513542509
4/03/2023,Flemington,Tom Haylock,210695355,49740178,Back,Back #1 JAQUINOT,1,Jacquinot,0,2.95,-1,-1,0.513542509
4/03/2023,Flemington,Tom Haylock,210695355,53148333,Back,Back #6 THE FORTUNE TEL,1,The Fortune Teller,0,44.67,-1,-1,0.022899447
4/03/2023,Flemington,Ray Swannie,210695356,49740178,Lay,Lay PLACE #1 Jacquinot,2,Jacquinot,0,1.73,1.361401345,-1,1.361401345
4/03/2023,Flemington,Tom Haylock,210695362,38092316,Back,Back WIN #4 GENTLEMAN ROY,1,Gentleman Roy,0,3.13,-1,-1,0.470273177
4/03/2023,Flemington,Tom Haylock,210695362,49949258,Back,Back #7 UNCLE BRYN,1,Uncle Bryn,0,7.12,-1,-1,0.163350803
4/03/2023,Meydan,Rory Flanagan,210718336,39439338,Back,Back WIN #6 Kemari,1,Kemari,0,3.21,-1,-1,0.453503349
4/03/2023,Meydan,Rory Flanagan,210718346,11017870,Back,Back WIN #5 Could Be Ki,1,Could Be King,0,8.13,-1,-1,0.140211708
4/03/2023,Meydan,Rory Flanagan,210718346,23798668,Back,Back WIN #3 City Walk,1,City Walk,0,6.07,-1,-1,0.197198908
4/03/2023,Meydan,Rory Flanagan,210718361,25001355,Back,Back WIN #2 Al Suhail,1,Al Suhail,1,1.77,0.773578,0.773578,-1
4/03/2023,Meydan,Rory Flanagan,210718366,36517475,Back,Back WIN #12 Real World,2,Real World,0,2.83,-1,-1,0.546592352
4/03/2023,Meydan,Rory Flanagan,210718371,4954627,Back,Back WIN #3 Isolate,1,Isolate,0,3.24,-1,-1,0.446428571
4/03/2023,Murray Bridge,Lachlan Mosley,210695970,40336723,Back,Back EW #3 My Khalifa,1,My Khalifa,0,1.8,-1,-1,1.25
4/03/2023,Murray Bridge,Lachlan Mosley,210695982,2544746,Back,Back WIN #1 Tacito,2,Tacito,1,2.29,1.2862461,1.2862461,-1
4/03/2023,Murray Bridge,Curly Seal,210695988,42560848,Lay,Lay WIN #1 Elite Icon,2,Elite Icon,0,2.1,0.909463789,-1,0.909463789
4/03/2023,Murray Bridge,Lachlan Mosley,210695988,42560848,Lay,Lay WIN #1 Elite Icon,2,Elite Icon,0,2.1,0.909463789,-1,0.909463789
4/03/2023,Murray Bridge,Lachlan Mosley,210695994,53147800,Back,Back EW #7 Merchant B,1,Merchant Boss,0,11,-1,-1,0.1
4/03/2023,Murray Bridge,Lachlan Mosley,210695995,53147800,Back,Back EW #7 Merchant B,1,Merchant Boss,0,3.63,-1,-1,0.380228137
4/03/2023,Murray Bridge,Lachlan Mosley,210696006,36772043,Back,Back WIN #9 Kutayha,1,Kutayha,0,11.4,-1,-1,0.096129786
4/03/2023,Murray Bridge,Lachlan Mosley,210696006,44966391,Back,Back WIN #12 Last Girl,1,Last Girl Love,1,5.28,4.27547184,4.27547184,-1
4/03/2023,Murray Bridge,Lachlan Mosley,210696006,53147812,Back,Back WIN #16 Our Select,1,Our Selection,0,15.89,-1,-1,0.067146396
4/03/2023,Randwick,Tom Haylock,210692663,51957994,Back,Back #2 RED RESISTANCE,1,Red Resistance,0,2.36,-1,-1,0.735294118
4/03/2023,Randwick,Linton Chataway,210692667,53148639,Back,Back WIN #6 Mathkhoora,1,Mathkhoora,0,7.24,-1,-1,0.160345991
4/03/2023,Randwick,Tom Haylock,210692667,53148639,Back,Back #6 MATHKHOORA,1,Mathkhoora,0,7.24,-1,-1,0.160345991
4/03/2023,Randwick,Tom Haylock,210692671,53148640,Lay,Lay WIN #1 SOULCOMBE,1,Soulcombe,0,7.03,0.165724128,-1,0.165724128
4/03/2023,Randwick,Linton Chataway,210692675,44940041,Back,Back WIN #3 Economics,1,Economics,0,3.22,-1,-1,0.450242236
4/03/2023,Randwick,Tom Haylock,210692675,44940041,Lay,Lay #3 ECONOMICS,1,Economics,0,3.22,0.450242236,-1,0.450242236
4/03/2023,Randwick,Tom Haylock,210692675,49088461,Back,Back #12 DASHING LEGEND,1,Dashing Legend,1,5.81,4.81219103,4.81219103,-1
4/03/2023,Randwick,Dave Dwyer,210692679,53148648,Lay,Lay WIN #8 Giga Kick,2,Giga Kick,0,5.67,0.214337922,-1,0.214337922
4/03/2023,Randwick,Linton Chataway,210692679,40447134,Back,Back WIN #5 Remarque,1,Remarque,0,5.02,-1,-1,0.248693126
4/03/2023,Randwick,Steve Walters,210692679,53148648,Lay,Lay WIN #8 Giga Kick,2,Giga Kick,0,5.67,0.214337922,-1,0.214337922
4/03/2023,Randwick,Tom Haylock,210692679,40447134,Back,Back #3 REMARQUE,2,Remarque,0,5.02,-1,-1,0.248693126
4/03/2023,Randwick,Tom Haylock,210692679,47841962,Back,Back #7 PASSIVE AGRESSI,1,Passive Aggressive,1,8.3,7.29624987,7.29624987,-1
4/03/2023,Randwick,Tom Haylock,210692679,53148648,Lay,Lay #8 GIGA KICK,2,Giga Kick,0,5.67,0.214337922,-1,0.214337922
4/03/2023,Randwick,Linton Chataway,210692683,10614729,Lay,Lay WIN #11 Golden Mile,2,Golden Mile,0,8.18,0.139254742,-1,0.139254742
4/03/2023,Randwick,Linton Chataway,210692683,43526842,Back,Back WIN #8 Imperatriz,2,Imperatriz,0,2.06,-1,-1,0.94485194
4/03/2023,Randwick,Tom Haylock,210692683,4699570,Back,Back #2 ARTORIUS,1,Artorius,1,11,10,10,-1
4/03/2023,Randwick,Tom Haylock,210692683,43526842,Back,Back #8 IMPERATRIZ,1,Imperatriz,0,2.06,-1,-1,0.94485194
4/03/2023,Randwick,Dean Evans,210692687,53148650,Back,Back WIN #4 Zou Tiger,1,Zou Tiger,0,4.5,-1,-1,0.285714286
4/03/2023,Randwick,Tom Haylock,210692687,52205554,Lay,Lay #3 AFT CABIN,1,Aft Cabin,0,2.62,0.619050058,-1,0.619050058
4/03/2023,Randwick,Linton Chataway,210692691,47591322,Back,Back WIN #2 Roots,1,Roots,0,2.68,-1,-1,0.596329289
4/03/2023,Randwick,Tom Haylock,210692691,47591322,Back,Back WIN #2 ROOTS,2,Roots,0,2.68,-1,-1,0.596329289
4/03/2023,Randwick,Linton Chataway,210692695,53148656,Back,Back WIN #2 Sky Comman,1,Sky Command,0,3.26,-1,-1,0.443448414
4/03/2023,Randwick,Tom Haylock,210692695,41664585,Back,Back #4 BAROSSA ROSA,1,Barossa Rosa,0,6.8,-1,-1,0.172327269
4/03/2023,Te Rapa,Mitchell Davis,210734572,4795078,Back,Back WIN #6 Midnight Ma,1,Midnight Mass,0,8,-1,-1,0.142857143
4/03/2023,Te Rapa,Loveracing.Nz,210734580,18509295,Lay,Lay WIN #4 Sagunto,2,Sagunto,0,15.5,0.068965517,-1,0.068965517
4/03/2023,Te Rapa,Mitchell Davis,210734580,18509295,Lay,Lay WIN #4 Sagunto,2,Sagunto,0,15.5,0.068965517,-1,0.068965517
4/03/2023,Te Rapa,Mitchell Davis,210734582,53148678,Back,Back WIN #1 Sedaka,1,Sedaka,0,8.66,-1,-1,0.130548303
4/03/2023,Te Rapa,Loveracing.Nz,210734584,48261737,Back,Back WIN #1 Sharp 'N' S,2,Sharp N Smart,1,1.53,0.53,0.53,-1
4/03/2023,Te Rapa,Mitchell Davis,210734584,48261737,Back,Back WIN #1 Sharp 'N' Smart,2,Sharp N Smart,1,1.53,0.53,0.53,-1
4/03/2023,Te Rapa,Mitchell Davis,210734588,44561815,Back,Back WIN #1 Cote De Bea,1,Cote De Beaune,0,11.5,-1,-1,0.095238095
5/03/2023,Colac,Glenn Ingram,210787468,48872144,Back,Back WIN #7 Albanian Th,1,Albanian Thunder,0,4.21,-1,-1,0.31152648
5/03/2023,Hobart,Jamie Cockshutt,210787613,48238243,Back,Back WIN #6 Charmedfora,1,Charmedforareason,1,3.18,2.18,2.18,-1
5/03/2023,Hobart,Jamie Cockshutt,210787615,40534743,Back,Back WIN #5 Bold Centur,1,Bold Centurian,0,4.97,-1,-1,0.251889169
5/03/2023,Hobart,Jamie Cockshutt,210787617,42710968,Back,Back WIN #5 The Only De,1,The Only Decision,1,1.36,0.36,0.36,-1
5/03/2023,Hobart,Jamie Cockshutt,210787619,19166594,Back,Back WIN #7,1,Wattabout Spangher,1,7.8,6.8,6.8,-1
5/03/2023,Hobart,Jamie Cockshutt,210787619,27551128,Back,Back WIN #11 Salvator M,1,Salvator Mundi,0,5,-1,-1,0.25
5/03/2023,Hobart,Jamie Cockshutt,210787621,13275963,Back,Back WIN #4 Similan Be,1,Similan Beach,0,11.63,-1,-1,0.094073377
5/03/2023,Hobart,Jamie Cockshutt,210787621,23294592,Back,Back WIN #14 Harjeet,1,Harjeet,0,3.87,-1,-1,0.348432056
5/03/2023,Hobart,Jamie Cockshutt,210787623,53113444,Back,Back WIN #10 He's Apple,1,Hes Apples,0,3.71,-1,-1,0.36900369
5/03/2023,Hobart,Jamie Cockshutt,210787625,53113446,Back,Back WIN #9 Idealrockan,1,Idealrockidealroll,1,1.54,0.54,0.54,-1
5/03/2023,Hobart,Jamie Cockshutt,210787627,27392309,Back,Back WIN #5 Better Amour,2,Better Amour,0,2.18,-1,-1,0.847457627
5/03/2023,Moonee Valley,Glenn Ingram,210743573,53184298,Back,Back WIN #6 Pretty Tavi,1,Pretty Tavi,0,2.95,-1,-1,0.512820513
6/03/2023,Globe Derby,Mark Lawrence,210855962,39368573,Lay,Lay WIN #4 Lochinvar Ru,2,Lochinvar Ruler,0,2.12,0.891573826,-1,0.891573826
6/03/2023,Globe Derby,Mark Lawrence,210855964,44038574,Back,Back WIN #5 Lieutenant,2,Lieutenant Jack,0,2.5,-1,-1,0.666666667
6/03/2023,Shepparton,Michael Tye,210908157,53053037,Back,Back WIN #5 Kraken T,1,Kraken Turbo,1,4.3,3.3,3.3,-1
6/03/2023,Shepparton,Michael Tye,210908167,36476259,Lay,Lay WIN #2 Gas Man,2,Gas Man,0,7.2,0.161290323,-1,0.161290323
6/03/2023,Shepparton,Michael Tye,210908172,47637600,Back, Back WIN #2 Silliest Sa,1,Silliest Salmon,0,6.8,-1,-1,0.172413793
6/03/2023,Shepparton,Michael Tye,210908187,53305989,Back,Back WIN #7 Katies Port,2,Katies Portrait,1,2.82,1.82166759,1.82166759,-1
6/03/2023,Shepparton,Michael Tye,210908197,48968070,Lay,Lay WIN #1 Meehan Oddba,1,Meehan Oddball,0,6.47,0.182799725,-1,0.182799725
6/03/2023,Shepparton,Michael Tye,210908202,49808096,Back,Back WIN #1 Spring Bles,1,Spring Blessing,0,5.59,-1,-1,0.217792088
6/03/2023,Stawell,Darren And Brett Carroll,210852243,15449557,Back,Back WIN #1 Kempseys De,1,Kempseys Delight,1,2.61,1.61001127,1.61001127,-1
6/03/2023,Stawell,Darren And Brett Carroll,210852245,12737153,Lay,Lay WIN #1 Blissful Pen,2,Blissfull Penny,0,28,0.037037037,-1,0.037037037
6/03/2023,Stawell,Darren And Brett Carroll,210852249,31100434,Back,Back WIN #5 Apieceoflou,1,Apieceoflou,0,2.95,-1,-1,0.51261563
6/03/2023,Stawell,Darren And Brett Carroll,210852253,45591215,Back,Back WIN #2 Vinny Rock,2,Vinny Rock,1,1.45,0.44663378,0.44663378,-1
6/03/2023,Stawell,Darren And Brett Carroll,210852255,52015736,Back,Back WIN #8 Rubin's Pli,1,Rubins Plight,1,2.47,1.47220559,1.47220559,-1
7/03/2023,Albion Park,Ryan Spice,210899658,19351749,Back,Back WIN #3 Despondent,1,Despondent,1,1.85,0.85162055,0.85162055,-1
7/03/2023,Albion Park,Ryan Spice,210899660,10941758,Back,Back WIN #1 Roll One Ov,2,Roll One Over,0,7.73,-1,-1,0.148540815
7/03/2023,Albion Park,Ryan Spice,210899668,53186740,Lay,Lay WIN #8 Miki Magic,2,Miki Magic,0,6.78,0.172938269,-1,0.172938269
7/03/2023,Gloucester Park,Scott Hill,210903536,49119035,Back,Back PLACE #11 Shehadi,1,Shehadi,0,8.2,-1,-1,0.138888889
7/03/2023,Gloucester Park,Scott Hill,210903539,53186731,Back,Back WIN #3 Goddess of,1,Goddess Of Reason,0,4.9,-1,-1,0.256410256
7/03/2023,Gloucester Park,Scott Hill,210903542,53186732,Back,Back WIN #12 Noted,1,Noted,0,4.2,-1,-1,0.3125
7/03/2023,Gloucester Park,Scott Hill,210903545,37954320,Back,Back WIN #5 Raven Ban,1,Raven Banner,1,1.76,0.76,0.76,-1
7/03/2023,Gloucester Park,Scott Hill,210903545,42363230,Lay,Lay WIN #1 You Fly with,1,You Fly With Me,0,4.9,0.256266796,-1,0.256266796
7/03/2023,Gloucester Park,Scott Hill,210903548,43310789,Back,Back WIN #11 Toni Stree,2,Toni Street,1,1.48,0.48497211,0.48497211,-1
7/03/2023,Gloucester Park,Scott Hill,210903551,47281903,Back,Back WIN #3 Fly To Flam,1,Fly To Fame,0,2.96,-1,-1,0.509106604
7/03/2023,Grafton,David Allan,210962699,53344278,Back,Back WIN #6 Precocious,2,Precocious,1,1.71,0.71,0.71,-1
7/03/2023,Grafton,David Allan,210962709,53344282,Back,Back WIN #1 She's All C,1,Shes All Charm,0,2.28,-1,-1,0.780760189
7/03/2023,Grafton,David Allan,210962714,41876484,Back,Back EW #3 Collateral,1,Collateral Coin,0,100,-1,-1,0.01010101
7/03/2023,Grafton,David Allan,210962714,50758640,Back,Back WIN #4 Mopoke,1,Mopoke,0,6,-1,-1,0.2
7/03/2023,Grafton,David Allan,210962715,41876484,Back,Back EW #3 Collateral,1,Collateral Coin,0,30.14,-1,-1,0.034319736
