Date,Track,Race Name,Race,Market,Selection,Number,Horse,Race_Speed,Speed_Cat,Early_Speed,Late_Speed,RP,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,Value
2026-03-01,Coffs Harbour,R1 1010m Mdn,1,254557839,85319938,1,Impending Fortune,Average,Off-Pace,0.5833333333333334,3.0,4.41,0.0,12.0,0.0,3.05,0.1434240362811791
2026-03-01,Coffs Harbour,R1 1010m Mdn,1,254557839,87805066,2,Kemal,Average,On-Pace,0.8333333333333334,1.0,11.45,1.0,7.0,1.0,2.1,-0.055520898315658124
2026-03-01,Coffs Harbour,R1 1010m Mdn,1,254557839,86620073,3,Whatsthetimemrwolf,Average,Midfield,0.5,5.0,8.19,0.0,4.4,0.0,1.6,-0.10517260517260515
2026-03-01,Coffs Harbour,R1 1010m Mdn,1,254557839,95620734,4,De La Salle,Average,No Data,0.0,Unknown,3.92,0.0,3.45,0.0,1.73,-0.03475303164744159
2026-03-01,Coffs Harbour,R1 1010m Mdn,1,254557839,95620735,5,Monsieur Wolf,Average,No Data,0.0,Unknown,17.96,0.0,16.8,1.0,4.9,-0.00384452221868703
2026-03-01,Coffs Harbour,R1 1010m Mdn,1,254557839,95620736,6,Who Loves A Harley,Average,No Data,0.0,Unknown,27.88,0.0,200.43,0.0,26.97,0.030878732675966185
2026-03-01,Coffs Harbour,R1 1010m Mdn,1,254557839,88420024,7,Egyptian Lass,Average,On-Pace,0.75,4.0,12.7,0.0,31.48,0.0,4.9,0.04697395671792614
2026-03-01,Coffs Harbour,R1 1010m Mdn,1,254557839,95620737,8,Magic Socks,Average,Off Midfield,0.3333333333333333,4.0,186.64,0.0,96.72,1.0,12.91,-0.004981214969738676
2026-03-01,Coffs Harbour,R1 1010m Mdn,1,254557839,95620738,9,Unite The Stars,Average,Off-Pace,0.6666666666666666,2.0,7.53,0.0,8.0,0.0,2.26,0.007802124833997337
2026-03-01,Coffs Harbour,R2 1412m CL3,2,254557842,95620739,1,Satono Invader,Average,Off-Pace,0.5833333333333334,4.0,1.86,1.0,1.95,1.0,1.26,0.024813895781637618
2026-03-01,Coffs Harbour,R2 1412m CL3,2,254557842,72199742,3,Talana,Average,Off-Pace,0.5333333333333333,4.0,7.24,0.0,4.12,0.0,1.94,-0.10459689964061578
2026-03-01,Coffs Harbour,R2 1412m CL3,2,254557842,56684953,5,Thedaythemusicdied,Average,Backmarker,0.0555833333333333,4.0,8.8,0.0,16.02,0.0,6.4,0.05121439110203155
2026-03-01,Coffs Harbour,R2 1412m CL3,2,254557842,475997,6,Gaming,Average,Off-Pace,0.65,3.0,8.31,0.0,7.77,1.0,2.98,-0.008363185258492126
2026-03-01,Coffs Harbour,R2 1412m CL3,2,254557842,77339199,7,Sunnys Girl,Average,Backmarker,0.1666666666666666,2.0,16.74,0.0,32.0,0.0,7.85,0.028487156511350066
2026-03-01,Coffs Harbour,R2 1412m CL3,2,254557842,46133756,8,Master Of Rewards,Average,Backmarker,0.1110833333333333,4.0,32.45,0.0,484.28,0.0,160.93,0.028751719866119293
2026-03-01,Coffs Harbour,R3 1212m Mdn,3,254557845,95620741,1,Dobies Bight,Slow,No Data,0.0,Unknown,106.5,0.0,490.0,0.0,110.34,0.007348855034971735
2026-03-01,Coffs Harbour,R3 1212m Mdn,3,254557845,95620742,2,Bobbiwaa,Slow,No Data,0.0,Unknown,45.49,0.0,15.38,0.0,4.4,-0.04303665247738753
2026-03-01,Coffs Harbour,R3 1212m Mdn,3,254557845,95620743,4,Sunvolt,Slow,Backmarker,0.1110833333333333,4.0,5.21,0.0,6.01,1.0,1.99,0.025549228572979754
2026-03-01,Coffs Harbour,R3 1212m Mdn,3,254557845,95620744,5,Rubinsky,Slow,On-Pace,0.7916666666666666,4.0,2.94,0.0,3.3,1.0,1.43,0.03710575139146566
2026-03-01,Coffs Harbour,R3 1212m Mdn,3,254557845,95620745,6,Powerful Annie,Slow,No Data,0.0,Unknown,8.33,0.0,8.4,0.0,2.9,0.00100040016006403
2026-03-01,Coffs Harbour,R3 1212m Mdn,3,254557845,95620746,7,Pratibha,Slow,No Data,0.0,Unknown,10.62,0.0,6.8,0.0,2.62,-0.05289686496067353
2026-03-01,Coffs Harbour,R3 1212m Mdn,3,254557845,95620747,8,Miss Como,Slow,Midfield,0.5,1.0,13.84,0.0,13.0,0.0,2.94,-0.004668741662961315
2026-03-01,Coffs Harbour,R3 1212m Mdn,3,254557845,7168958,10,Port Kembla,Slow,Backmarker,0.1666666666666666,2.0,102.55,0.0,156.9,0.0,21.0,0.003377854512356826
