Date,Track,Race Name,Race,Market,Selection,Number,Horse,Rank,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP
2025-08-01,Carnarvon,R1 1200m Mdn,1,246157490,544122,1,The Man Himself,4,0.0,6.01,0.0,1.95
2025-08-01,Carnarvon,R1 1200m Mdn,1,246157490,62661755,8,Gigis Capachino,2,0.0,5.6,1.0,2.1
2025-08-01,Carnarvon,R1 1200m Mdn,1,246157490,71344636,6,Impending Feature,3,0.0,7.0,1.0,2.19
2025-08-01,Carnarvon,R1 1200m Mdn,1,246157490,79196257,2,Casino Royale,1,0.0,6.0,0.0,2.15
2025-08-01,Carnarvon,R1 1200m Mdn,1,246157490,82376802,4,King Of The Woods,5,0.0,123.83,0.0,17.42
2025-08-01,Carnarvon,R2 1400m Hcap,2,246157495,2036774,2,Cash Flow,2,0.0,5.15,0.0,1.93
2025-08-01,Carnarvon,R2 1400m Hcap,2,246157495,20230182,4,Weld,5,0.0,58.8,1.0,8.6
2025-08-01,Carnarvon,R2 1400m Hcap,2,246157495,28700223,3,Choice Bid,1,1.0,5.83,1.0,1.86
2025-08-01,Carnarvon,R2 1400m Hcap,2,246157495,57810047,8,Lathams Wish,4,0.0,38.0,0.0,6.8
2025-08-01,Carnarvon,R2 1400m Hcap,2,246157495,65867069,1,Ein Stein,3,0.0,4.48,0.0,1.73
2025-08-01,Carnarvon,R3 1400m Hcap,3,246157500,35910787,2,Lacevinsky,3,0.0,4.63,1.0,1.48
2025-08-01,Carnarvon,R3 1400m Hcap,3,246157500,40599913,4,Simple Logic,1,0.0,2.04,0.0,1.19
2025-08-01,Carnarvon,R3 1400m Hcap,3,246157500,40950250,1,Stay Wealthy,5,0.0,16.5,1.0,3.25
2025-08-01,Carnarvon,R3 1400m Hcap,3,246157500,45876021,5,Moorumbine,2,0.0,12.45,0.0,2.5
2025-08-01,Carnarvon,R3 1400m Hcap,3,246157500,61336996,6,General Knowledge,4,0.0,24.11,0.0,3.88
2025-08-01,Carnarvon,R4 1600m CL1,4,246157505,68416631,8,Long Wait,2,0.0,31.74,0.0,5.44
2025-08-01,Carnarvon,R4 1600m CL1,4,246157505,76249355,2,Jiddo,1,0.0,2.78,1.0,1.41
2025-08-01,Carnarvon,R4 1600m CL1,4,246157505,79294232,6,Image Of Pro,5,0.0,24.0,0.0,4.37
2025-08-01,Carnarvon,R4 1600m CL1,4,246157505,86586660,1,Dream Illusion,3,1.0,4.9,1.0,1.79
2025-08-01,Carnarvon,R4 1600m CL1,4,246157505,86586661,4,Kunapipi,4,0.0,5.72,0.0,2.0
2025-08-01,Carnarvon,R5 1700m Hcap,5,246157510,161801,7,Forbidden Apple,4,0.0,8.75,0.0,2.44
2025-08-01,Carnarvon,R5 1700m Hcap,5,246157510,45120341,5,Traded Crown,1,0.0,2.84,1.0,1.32
2025-08-01,Carnarvon,R5 1700m Hcap,5,246157510,62296207,2,Fellafromdownunder,5,0.0,7.45,0.0,2.39
2025-08-01,Carnarvon,R5 1700m Hcap,5,246157510,68891150,1,Play With Desire,2,0.0,60.72,0.0,10.0
2025-08-01,Carnarvon,R5 1700m Hcap,5,246157510,78690630,8,Mexican Queen,3,0.0,38.0,0.0,8.0
2025-08-01,Carnarvon,R6 1200m Hcap,6,246157515,11094353,1,Talking Heads,5,0.0,9.9,0.0,2.56
2025-08-01,Carnarvon,R6 1200m Hcap,6,246157515,42326294,3,Wise Words,3,0.0,9.48,0.0,2.12
2025-08-01,Carnarvon,R6 1200m Hcap,6,246157515,54974201,7,City Mistress,4,0.0,28.23,0.0,4.4
2025-08-01,Carnarvon,R6 1200m Hcap,6,246157515,68063564,4,Gold Spy,2,1.0,1.91,1.0,1.19
2025-08-01,Carnarvon,R6 1200m Hcap,6,246157515,86586664,2,Cheeky Charlotte,1,0.0,6.6,1.0,1.94
2025-08-01,Coffs Harbour,R1 1000m Hcap,1,246155843,38448161,6,Lady Tulessa,3,0.0,16.98,0.0,2.68
2025-08-01,Coffs Harbour,R1 1000m Hcap,1,246155843,49949062,3,Buck Pharoah,2,0.0,28.12,0.0,3.7
2025-08-01,Coffs Harbour,R1 1000m Hcap,1,246155843,53407514,1,Markwell Dreamer,4,0.0,17.0,0.0,2.78
2025-08-01,Coffs Harbour,R1 1000m Hcap,1,246155843,86620062,7,Star Ambition,1,1.0,1.46,1.0,1.18
2025-08-01,Coffs Harbour,R1 1000m Hcap,1,246155843,86620063,11,Beer Baron,5,0.0,16.73,1.0,3.1
2025-08-01,Coffs Harbour,R2 1400m Mdn,2,246155848,4142676,4,Beautiful Jo,2,0.0,6.17,0.0,2.38
2025-08-01,Coffs Harbour,R2 1400m Mdn,2,246155848,56685263,8,Saskatoon Berry,4,0.0,28.0,0.0,5.9
2025-08-01,Coffs Harbour,R2 1400m Mdn,2,246155848,83903904,13,Ol Mate Coop,1,0.0,3.8,0.0,1.88
2025-08-01,Coffs Harbour,R2 1400m Mdn,2,246155848,84733214,2,Impending Fortune,5,0.0,8.73,0.0,2.72
2025-08-01,Coffs Harbour,R2 1400m Mdn,2,246155848,84982027,3,Piedi Veloci,3,1.0,4.4,1.0,1.84
2025-08-01,Coffs Harbour,R3 2000m Hcap,3,246155853,12319662,2,Indifference,2,0.0,14.0,1.0,3.9
2025-08-01,Coffs Harbour,R3 2000m Hcap,3,246155853,42491760,6,Sherriff Cody,4,0.0,7.79,1.0,2.34
2025-08-01,Coffs Harbour,R3 2000m Hcap,3,246155853,53679928,4,Twigman,1,0.0,3.32,0.0,1.5
2025-08-01,Coffs Harbour,R3 2000m Hcap,3,246155853,69931575,1,Barazin,3,1.0,5.1,1.0,1.89
2025-08-01,Coffs Harbour,R3 2000m Hcap,3,246155853,86620071,7,Cenotes,5,0.0,21.0,0.0,3.88
2025-08-01,Coffs Harbour,R4 1000m Mdn,4,246155858,58711985,18,Barron,4,0.0,15.0,0.0,3.23
2025-08-01,Coffs Harbour,R4 1000m Mdn,4,246155858,85813781,17,Copenhagen Cat,2,0.0,30.0,1.0,5.57
2025-08-01,Coffs Harbour,R4 1000m Mdn,4,246155858,86346594,2,Icewater,5,0.0,130.0,0.0,43.4
2025-08-01,Coffs Harbour,R4 1000m Mdn,4,246155858,86620076,10,Jasira,1,0.0,2.9,1.0,1.38
