Date,Track,Race Name,Race,Market,Selection,Number,Horse,Race_Speed,Speed_Cat,Early_Speed,Late_Speed,RP,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,Value
2025-07-01,Ballarat,R1 1200m Mdn,1,245208604,85320154,1,Bialiatski,Average,No Data,0.0,Unknown,6.79,0.0,7.0,1.0,1.75,0.004418262150220925
2025-07-01,Ballarat,R1 1200m Mdn,1,245208604,68825609,3,Invinciboo,Average,Leader,1.0,2.0,27.66,0.0,29.0,1.0,3.6,0.0016705313286957402
2025-07-01,Ballarat,R1 1200m Mdn,1,245208604,85320155,4,Mr Lopez,Average,No Data,0.0,Unknown,93.68,0.0,62.37,0.0,5.6,-0.00535871230434282
2025-07-01,Ballarat,R1 1200m Mdn,1,245208604,3581830,8,Coronation Day,Average,Off-Pace,0.5833333333333334,2.0,4.28,0.0,6.88,0.0,1.57,0.08829602260378178
2025-07-01,Ballarat,R1 1200m Mdn,1,245208604,68712908,9,Kazza Joy,Average,Off-Pace,0.6666666666666666,2.0,26.1,0.0,19.0,0.0,3.05,-0.014317402702157693
2025-07-01,Ballarat,R1 1200m Mdn,1,245208604,85320159,10,Keeni,Average,Backmarker,0.1389166666666666,5.0,1.91,1.0,1.68,1.0,1.09,-0.07167788581401147
2025-07-01,Ballarat,R1 1200m Mdn,1,245208604,85320160,11,Strazz,Average,Backmarker,0.0555833333333333,3.0,91.62,0.0,180.97,0.0,11.0,0.005388869703668376
2025-07-01,Ballarat,R2 1500m Mdn,2,245208612,84182154,1,All In Vain,Average,Off-Pace,0.6666666666666666,3.0,6.49,1.0,2.9,1.0,1.3,-0.19074438127623403
2025-07-01,Ballarat,R2 1500m Mdn,2,245208612,85320161,2,Arties Fury,Average,Backmarker,0.1110833333333333,4.0,27.19,0.0,110.0,0.0,11.18,0.027687318198535555
2025-07-01,Ballarat,R2 1500m Mdn,2,245208612,85320162,3,Brother Quickie,Average,Midfield,0.5,3.0,3.52,0.0,10.5,1.0,2.34,0.18885281385281388
2025-07-01,Ballarat,R2 1500m Mdn,2,245208612,73482853,5,Glowing Command,Average,Backmarker,0.0555833333333333,1.0,100.22,0.0,65.19,0.0,8.59,-0.005361727745516085
2025-07-01,Ballarat,R2 1500m Mdn,2,245208612,75914460,6,Lord Chapel,Average,Off Midfield,0.3333333333333333,3.0,29.67,0.0,700.0,0.0,112.41,0.03227550676488997
2025-07-01,Ballarat,R2 1500m Mdn,2,245208612,62869101,7,Reward The Crown,Average,Off Midfield,0.25,3.0,7.48,0.0,4.9,0.0,1.57,-0.07039179308086871
2025-07-01,Ballarat,R2 1500m Mdn,2,245208612,85320163,8,Team Heist,Average,Midfield,0.3889166666666666,5.0,2.95,0.0,3.25,1.0,1.27,0.0312907431551499
2025-07-01,Ballarat,R2 1500m Mdn,2,245208612,85320164,9,Last Summer,Average,Backmarker,0.1666666666666666,4.0,115.77,0.0,46.0,0.0,8.8,-0.013101314074758423
2025-07-01,Ballarat,R3 2100m Mdn,3,245208620,4843878,1,Battle Point,Slow,Backmarker,0.0595,4.0,8.42,0.0,12.0,0.0,1.95,0.03543151227236739
2025-07-01,Ballarat,R3 2100m Mdn,3,245208620,83346017,2,Calgary Flyer,Slow,Off Midfield,0.27775,1.0,13.26,0.0,11.48,0.0,2.74,-0.011693232640147988
2025-07-01,Ballarat,R3 2100m Mdn,3,245208620,83868165,3,Dun Wondering,Slow,Off Midfield,0.3333333333333333,5.0,1.84,1.0,1.64,1.0,1.15,-0.06627783669141041
2025-07-01,Ballarat,R3 2100m Mdn,3,245208620,66825611,4,Im Inspired,Slow,Off Midfield,0.2222499999999999,3.0,16.38,0.0,15.96,0.0,2.82,-0.0016065805539489664
2025-07-01,Ballarat,R3 2100m Mdn,3,245208620,2182466,5,Sitar,Slow,Backmarker,0.1428333333333333,4.0,98.04,0.0,80.0,0.0,9.0,-0.0023000815993472062
2025-07-01,Ballarat,R3 2100m Mdn,3,245208620,54973878,7,Wet N Dry,Slow,Backmarker,0.09525,3.0,118.32,0.0,34.0,1.0,4.47,-0.020960108181203516
2025-07-01,Ballarat,R3 2100m Mdn,3,245208620,23483780,8,Candidasa,Slow,Backmarker,0.1190833333333333,4.0,34.31,0.0,75.0,0.0,8.09,0.01581268823472262
2025-07-01,Ballarat,R3 2100m Mdn,3,245208620,76336639,10,Not Fake,Slow,Backmarker,0.0238333333333333,2.0,111.85,0.0,540.0,0.0,26.0,0.007088693521415918
2025-07-01,Ballarat,R3 2100m Mdn,3,245208620,85320166,11,Rivazza,Slow,Off-Pace,0.6666666666666666,1.0,6.9,0.0,9.82,1.0,2.38,0.043094542341863704
2025-07-01,Ballarat,R4 1500m Hcap,4,245208628,85320167,1,She Mogul,Average,Off Midfield,0.25,4.0,3.89,1.0,3.84,1.0,1.56,-0.0033472579263068014
2025-07-01,Ballarat,R4 1500m Hcap,4,245208628,85320168,2,Minamishima,Average,Midfield,0.4166666666666667,4.0,25.81,0.0,48.0,0.0,8.2,0.017911339274183136
2025-07-01,Ballarat,R4 1500m Hcap,4,245208628,85320169,3,Albanian Star,Average,Midfield,0.5,4.0,3.55,0.0,3.33,0.0,1.47,-0.01861015945522987
2025-07-01,Ballarat,R4 1500m Hcap,4,245208628,595576,4,Radstar,Average,Midfield,0.375,3.0,16.51,0.0,18.38,1.0,3.85,0.006162387816530883
2025-07-01,Ballarat,R4 1500m Hcap,4,245208628,45516501,5,Forest Diamond,Average,Off Midfield,0.3333333333333333,4.0,4.62,0.0,4.98,1.0,1.58,0.015647003598810855
2025-07-01,Ballarat,R4 1500m Hcap,4,245208628,62558789,6,Kipyegon,Average,Off Midfield,0.2916666666666667,1.0,11.03,0.0,10.19,0.0,3.04,-0.007473595520113313
2025-07-01,Ballarat,R4 1500m Hcap,4,245208628,69968049,7,Odyssey Arrow,Average,Midfield,0.4583333333333333,4.0,94.07,0.0,90.37,0.0,13.43,-0.000435237490689298
2025-07-01,Ballarat,R4 1500m Hcap,4,245208628,83868175,8,Elaborate Ruse,Average,Backmarker,0.1666666666666666,2.0,191.21,0.0,136.28,0.0,18.5,-0.002107981876252615
2025-07-01,Ballarat,R4 1500m Hcap,4,245208628,68638120,9,Dandino Belle,Average,Off Midfield,0.2083333333333333,4.0,25.63,0.0,25.0,0.0,4.2,-0.000983222785797891
2025-07-01,Ballarat,R5 1500m Hcap,5,245208636,78535268,1,Williamstown,Average,Midfield,0.4333333333333333,4.0,19.52,0.0,29.0,0.0,4.7,0.016746749576031658
