LOCAL_RACE_DATE,RACETIME_AEDT,COUNTRY,TRACK,EVENT_ID,WIN_MARKET_ID,PLACE_MARKET_ID,RACE_NAME,WIN_MARKET_NAME,RACE_NUMBER,SELECTION_ID,RUNNER_NAME,RATED_PRICE,WIN_BSP,WIN_RESULT,PLACE_BSP,PLACE_RESULT
2025-06-01,2025-06-01 22:55:00,GB,Nottingham,34371960,244372188,244372190.0,Jimmys Killer Mountain Of Prawns Handicap (Div 1) (Class F),1m Hcap,1,69333666,Profit Rockit,6.65,35.17,0.0,8.31,0.0
2025-06-01,2025-06-01 22:55:00,GB,Nottingham,34371960,244372188,244372190.0,Jimmys Killer Mountain Of Prawns Handicap (Div 1) (Class F),1m Hcap,1,69684858,Captain Cess,7.25,5.62,0.0,2.16,1.0
2025-06-01,2025-06-01 22:55:00,GB,Nottingham,34371960,244372188,244372190.0,Jimmys Killer Mountain Of Prawns Handicap (Div 1) (Class F),1m Hcap,1,38109077,Kaleidoscope Eyes,13.09,15.79,0.0,4.06,0.0
2025-06-01,2025-06-01 22:55:00,GB,Nottingham,34371960,244372188,244372190.0,Jimmys Killer Mountain Of Prawns Handicap (Div 1) (Class F),1m Hcap,1,399337,Pay Attention,11.98,5.23,1.0,1.86,1.0
2025-06-01,2025-06-01 22:55:00,GB,Nottingham,34371960,244372188,244372190.0,Jimmys Killer Mountain Of Prawns Handicap (Div 1) (Class F),1m Hcap,1,71597391,Classic Cause,7.13,5.26,0.0,2.12,0.0
2025-06-01,2025-06-01 22:55:00,GB,Nottingham,34371960,244372188,244372190.0,Jimmys Killer Mountain Of Prawns Handicap (Div 1) (Class F),1m Hcap,1,71695185,Yafaarr,27.22,39.03,0.0,8.34,0.0
2025-06-01,2025-06-01 22:55:00,GB,Nottingham,34371960,244372188,244372190.0,Jimmys Killer Mountain Of Prawns Handicap (Div 1) (Class F),1m Hcap,1,72145708,French Haven,4.77,5.78,0.0,2.26,1.0
2025-06-01,2025-06-01 22:55:00,GB,Nottingham,34371960,244372188,244372190.0,Jimmys Killer Mountain Of Prawns Handicap (Div 1) (Class F),1m Hcap,1,72421998,Take The Boat,14.83,25.15,0.0,4.96,0.0
2025-06-01,2025-06-01 22:55:00,GB,Nottingham,34371960,244372188,244372190.0,Jimmys Killer Mountain Of Prawns Handicap (Div 1) (Class F),1m Hcap,1,73455041,Zaraquelle,12.26,9.04,0.0,2.82,0.0
2025-06-01,2025-06-01 22:55:00,GB,Nottingham,34371960,244372188,244372190.0,Jimmys Killer Mountain Of Prawns Handicap (Div 1) (Class F),1m Hcap,1,81903316,Shes A Goldigger,61.3,114.54,0.0,24.66,0.0
2025-06-01,2025-06-01 23:25:00,GB,Nottingham,34371960,244372203,244372205.0,Jimmys Killer Mountain Of Prawns Handicap (Div 2) (Class F),1m Hcap,2,68937457,Westgate Warrior,20.98,38.0,0.0,7.03,0.0
