Date,Track,Race Name,Race,MarketId,SelectionId,Rug,Dog,Rated Price,Early Speed,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,WIN_VALUE
2025-01-01,Ballarat,R1 450m Mdn,1,237722650,78432819,1,Shima Lyric,10.45,0.028849763785598115,0.0,3.75,1.0,2.42,-0.17097288676236044
2025-01-01,Ballarat,R1 450m Mdn,1,237722650,78432821,2,Tommy Sparkle,6.64,Unknown,0.0,6.8,0.0,3.25,0.0035435861091424603
2025-01-01,Ballarat,R1 450m Mdn,1,237722650,78432823,4,Aston Pratt,8.01,Unknown,0.0,16.53,0.0,5.6,0.06434787731306829
2025-01-01,Ballarat,R1 450m Mdn,1,237722650,78232028,5,Smooth Blast,7.26,0.10979665700921015,0.0,3.87,0.0,2.26,-0.12065688598458152
2025-01-01,Ballarat,R1 450m Mdn,1,237722650,78432826,6,Dads Tarpia,4.46,0.761090326386283,1.0,6.42,1.0,3.35,0.06845200676138191
2025-01-01,Ballarat,R1 450m Mdn,1,237722650,78432828,7,Nicky Boo Boo,4.43,0.6016533042204182,0.0,7.38,0.0,3.05,0.09023227929796229
2025-01-01,Ballarat,R1 450m Mdn,1,237722650,78232031,8,Smooth Heat,24.38,0.00873165897772854,0.0,29.0,0.0,8.6,0.006534468614749232
2025-01-01,Ballarat,R10 390m Heat,10,237722695,78231881,1,Bona Vista,5.61,0.6820066356278426,0.0,3.98,1.0,1.44,-0.07300316197744514
2025-01-01,Ballarat,R10 390m Heat,10,237722695,71868538,2,Four Pies Saint,5.14,0.8607079373146194,1.0,3.28,1.0,1.5,-0.11032551959760842
2025-01-01,Ballarat,R10 390m Heat,10,237722695,77647312,3,Mums Pearl,4.16,0.7365307949191227,0.0,11.02,0.0,2.98,0.14964051375122153
2025-01-01,Ballarat,R10 390m Heat,10,237722695,75916433,4,Paw Cassian,19.94,0.4611772762704126,0.0,28.47,0.0,3.57,0.015025758695122945
2025-01-01,Ballarat,R10 390m Heat,10,237722695,75674406,5,Aston Hanson,9.27,0.6811644154476592,0.0,6.2,1.0,2.58,-0.0534154574242266
2025-01-01,Ballarat,R10 390m Heat,10,237722695,76962066,6,King Of Kindred,6.51,0.6611372201970038,0.0,5.26,0.0,1.81,-0.036504237411878776
2025-01-01,Ballarat,R10 390m Heat,10,237722695,71685826,7,Mystic Firefly,22.5,0.6416204470294248,0.0,136.92,0.0,14.5,0.037140909533547574
2025-01-01,Ballarat,R10 390m Heat,10,237722695,73177749,8,Aston Fulham,32.25,0.6466590708542219,0.0,256.36,0.0,15.5,0.027106987388132726
2025-01-01,Ballarat,R11 390m Heat,11,237722700,78432850,1,Aston Ember,12.05,0.6489703782304583,0.0,23.32,0.0,8.6,0.040105905211988355
