gameId,gameTimeLocal,gameTimeUTC,duration,gameCode,gameStatusText,gameStatus,regulationPeriods,period,arenaId,arenaName,arenaCity,arenaState,arenaCountry,arenaTimezone,teamId,teamName,teamCity,teamTricode,score,teamStatus,status,order,personId,jerseyNum,position,starter,oncourt,played,name,nameI,firstName,familyName,statistics.assists,statistics.blocks,statistics.blocksReceived,statistics.fieldGoalsAttempted,statistics.fieldGoalsMade,statistics.fieldGoalsPercentage,statistics.foulsOffensive,statistics.foulsDrawn,statistics.foulsPersonal,statistics.foulsTechnical,statistics.freeThrowsAttempted,statistics.freeThrowsMade,statistics.freeThrowsPercentage,statistics.minus,statistics.minutes,statistics.minutesCalculated,statistics.plus,statistics.plusMinusPoints,statistics.points,statistics.pointsFastBreak,statistics.pointsInThePaint,statistics.pointsSecondChance,statistics.reboundsDefensive,statistics.reboundsOffensive,statistics.reboundsTotal,statistics.steals,statistics.threePointersAttempted,statistics.threePointersMade,statistics.threePointersPercentage,statistics.turnovers,statistics.twoPointersAttempted,statistics.twoPointersMade,statistics.twoPointersPercentage,notPlayingReason,notPlayingDescription
0022400280,2024-11-25T19:30:00-05:00,2024-11-26T00:30:00Z,128,20241125/DALATL,Final,3,4,4,650,State Farm Arena,Atlanta,GA,US,America/New_York,1610612742,Mavericks,Dallas,DAL,129,AWAY,ACTIVE,1,1630230,13,SF,1,1,1,Naji Marshall,N. Marshall,Naji,Marshall,1,0,0,12,9,0.75,0,2,0,0,2,2,1.0,74.0,PT28M16.00S,PT28M,77.0,3.0,22,8,12,2,5,1,6,0,3,2,0.666666666666666,4,9,7,0.777777777777778,,
0022400280,2024-11-25T19:30:00-05:00,2024-11-26T00:30:00Z,128,20241125/DALATL,Final,3,4,4,650,State Farm Arena,Atlanta,GA,US,America/New_York,1610612742,Mavericks,Dallas,DAL,129,AWAY,ACTIVE,2,1629023,25,PF,1,1,1,P.J. Washington,P. Washington,P.J.,Washington,4,3,1,11,5,0.45454545454545503,1,0,3,0,0,0,0.0,90.0,PT38M44.00S,PT39M,102.0,12.0,11,0,8,0,10,0,10,1,3,1,0.333333333333333,1,8,4,0.5,,
0022400280,2024-11-25T19:30:00-05:00,2024-11-26T00:30:00Z,128,20241125/DALATL,Final,3,4,4,650,State Farm Arena,Atlanta,GA,US,America/New_York,1610612742,Mavericks,Dallas,DAL,129,AWAY,ACTIVE,3,1641726,2,C,1,0,1,Dereck Lively II,D. Lively II,Dereck,Lively II,2,2,1,2,0,0.0,0,1,2,0,2,2,1.0,30.0,PT10M57.00S,PT11M,27.0,-3.0,2,0,0,0,2,2,4,0,0,0,0.0,0,2,0,0.0,,
0022400280,2024-11-25T19:30:00-05:00,2024-11-26T00:30:00Z,128,20241125/DALATL,Final,3,4,4,650,State Farm Arena,Atlanta,GA,US,America/New_York,1610612742,Mavericks,Dallas,DAL,129,AWAY,ACTIVE,4,1630702,1,SG,1,1,1,Jaden Hardy,J. Hardy,Jaden,Hardy,2,0,0,18,8,0.444444444444444,0,5,2,0,7,5,0.714285714285714,86.0,PT32M07.00S,PT32M,80.0,-6.0,23,6,8,0,3,0,3,3,7,2,0.28571428571428603,6,11,6,0.545454545454545,,
0022400280,2024-11-25T19:30:00-05:00,2024-11-26T00:30:00Z,128,20241125/DALATL,Final,3,4,4,650,State Farm Arena,Atlanta,GA,US,America/New_York,1610612742,Mavericks,Dallas,DAL,129,AWAY,ACTIVE,5,202681,11,PG,1,1,1,Kyrie Irving,K. Irving,Kyrie,Irving,6,0,3,28,11,0.392857142857143,0,3,3,0,4,4,1.0,103.0,PT41M29.00S,PT42M,106.0,3.0,32,3,4,5,5,2,7,0,13,6,0.461538461538462,3,15,5,0.333333333333333,,
0022400280,2024-11-25T19:30:00-05:00,2024-11-26T00:30:00Z,128,20241125/DALATL,Final,3,4,4,650,State Farm Arena,Atlanta,GA,US,America/New_York,1610612742,Mavericks,Dallas,DAL,129,AWAY,ACTIVE,6,203915,26,,0,1,1,Spencer Dinwiddie,S. Dinwiddie,Spencer,Dinwiddie,4,0,0,11,6,0.545454545454545,0,4,1,0,7,6,0.857142857142857,86.0,PT35M34.00S,PT36M,97.0,11.0,22,4,4,0,3,0,3,0,7,4,0.5714285714285711,2,4,2,0.5,,
0022400280,2024-11-25T19:30:00-05:00,2024-11-26T00:30:00Z,128,20241125/DALATL,Final,3,4,4,650,State Farm Arena,Atlanta,GA,US,America/New_York,1610612742,Mavericks,Dallas,DAL,129,AWAY,ACTIVE,7,1628467,42,,0,0,1,Maxi Kleber,M. Kleber,Maxi,Kleber,1,1,0,4,3,0.75,0,0,2,0,0,0,0.0,45.0,PT19M55.00S,PT20M,60.0,15.0,7,0,4,2,6,1,7,1,1,1,1.0,1,3,2,0.666666666666666,,
0022400280,2024-11-25T19:30:00-05:00,2024-11-26T00:30:00Z,128,20241125/DALATL,Final,3,4,4,650,State Farm Arena,Atlanta,GA,US,America/New_York,1610612742,Mavericks,Dallas,DAL,129,AWAY,ACTIVE,8,1629655,21,,0,0,1,Daniel Gafford,D. Gafford,Daniel,Gafford,3,2,1,6,5,0.833333333333334,0,0,0,0,0,0,0.0,65.0,PT23M25.00S,PT23M,63.0,-2.0,10,0,10,6,6,3,9,1,0,0,0.0,0,6,5,0.833333333333334,,
0022400280,2024-11-25T19:30:00-05:00,2024-11-26T00:30:00Z,128,20241125/DALATL,Final,3,4,4,650,State Farm Arena,Atlanta,GA,US,America/New_York,1610612742,Mavericks,Dallas,DAL,129,AWAY,ACTIVE,9,1641765,8,,0,0,1,Olivier-Maxence Prosper,O. Prosper,Olivier-Maxence,Prosper,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,7.0,PT04M19.00S,PT04M,17.0,10.0,0,0,0,0,1,0,1,0,0,0,0.0,0,0,0,0.0,,
0022400280,2024-11-25T19:30:00-05:00,2024-11-26T00:30:00Z,128,20241125/DALATL,Final,3,4,4,650,State Farm Arena,Atlanta,GA,US,America/New_York,1610612742,Mavericks,Dallas,DAL,129,AWAY,ACTIVE,10,1641789,00,,0,0,1,Jazian Gortman,J. Gortman,Jazian,Gortman,0,0,0,2,0,0.0,0,0,0,0,0,0,0.0,9.0,PT05M14.00S,PT05M,16.0,7.0,0,0,0,0,0,1,1,0,1,0,0.0,0,1,0,0.0,,
0022400280,2024-11-25T19:30:00-05:00,2024-11-26T00:30:00Z,128,20241125/DALATL,Final,3,4,4,650,State Farm Arena,Atlanta,GA,US,America/New_York,1610612742,Mavericks,Dallas,DAL,129,AWAY,ACTIVE,11,1630556,20,,0,0,0,Kessler Edwards,K. Edwards,Kessler,Edwards,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,PT00M00.00S,PT00M,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,
0022400280,2024-11-25T19:30:00-05:00,2024-11-26T00:30:00Z,128,20241125/DALATL,Final,3,4,4,650,State Farm Arena,Atlanta,GA,US,America/New_York,1610612742,Mavericks,Dallas,DAL,129,AWAY,ACTIVE,12,202693,88,,0,0,0,Markieff Morris,M. Morris,Markieff,Morris,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,PT00M00.00S,PT00M,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,
0022400280,2024-11-25T19:30:00-05:00,2024-11-26T00:30:00Z,128,20241125/DALATL,Final,3,4,4,650,State Farm Arena,Atlanta,GA,US,America/New_York,1610612742,Mavericks,Dallas,DAL,129,AWAY,ACTIVE,13,203939,7,,0,0,0,Dwight Powell,D. Powell,Dwight,Powell,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,PT00M00.00S,PT00M,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,
0022400280,2024-11-25T19:30:00-05:00,2024-11-26T00:30:00Z,128,20241125/DALATL,Final,3,4,4,650,State Farm Arena,Atlanta,GA,US,America/New_York,1610612742,Mavericks,Dallas,DAL,129,AWAY,INACTIVE,14,1629029,77,,0,0,0,Luka Dončić,L. Dončić,Luka,Dončić,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,PT00M00.00S,PT00M,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,INACTIVE_INJURY,Right Wrist Sprain
0022400280,2024-11-25T19:30:00-05:00,2024-11-26T00:30:00Z,128,20241125/DALATL,Final,3,4,4,650,State Farm Arena,Atlanta,GA,US,America/New_York,1610612742,Mavericks,Dallas,DAL,129,AWAY,INACTIVE,15,203957,0,,0,0,0,Danté Exum,D. Exum,Danté,Exum,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,PT00M00.00S,PT00M,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,INACTIVE_INJURY,Right Wrist Surgery
0022400280,2024-11-25T19:30:00-05:00,2024-11-26T00:30:00Z,128,20241125/DALATL,Final,3,4,4,650,State Farm Arena,Atlanta,GA,US,America/New_York,1610612742,Mavericks,Dallas,DAL,129,AWAY,INACTIVE,16,1629656,5,,0,0,0,Quentin Grimes,Q. Grimes,Quentin,Grimes,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,PT00M00.00S,PT00M,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,INACTIVE_INJURY,Illness
