LOCAL_MEETING_DATE,SCHEDULED_RACE_TIME_MELBOURNE,ACTUAL_OFF_TIME_MELBOURNE,TRACK,STATE_CODE,RACE_NO,WIN_MARKET_ID,WIN_MARKET_NAME,PLACE_MARKET_ID,TRACK_TYPE,DISTANCE,RACE_TYPE,RACE_SPEED,PLACES_PAID,SELECTION_ID,SILK_NUMBER,SELECTION_NAME,SPEED_CATEGORY,EARLY_SPEED,LATE_SPEED,CARROT_CRUNCHER_RATED_PRICE,TOP_5_RANK,STALL_DRAW,TRAINER_NAME,JOCKEY_NAME,WEIGHT_VALUE,DAYS_SINCE_LAST_RUN,COLOUR_TYPE,FORM,SEX_TYPE,AGE,BRED,DAM_BRED,DAM_NAME,SIRE_BRED,SIRE_NAME,DAMSIRE_BRED,DAMSIRE_NAME,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,AVG_CORP_PRICE_AT_OFF,WIN_BSP_VOLUME,WIN_PREPLAY_MAX_PRICE_TAKEN,WIN_PREPLAY_MIN_PRICE_TAKEN,WIN_PREPLAY_LAST_PRICE_TAKEN,WIN_PREPLAY_WEIGHTED_AVERAGE_PRICE_TAKEN,WIN_PREPLAY_VOLUME,WIN_INPLAY_MAX_PRICE_TAKEN,WIN_INPLAY_MIN_PRICE_TAKEN,WIN_LAST_PRICE_TAKEN,WIN_INPLAY_WEIGHTED_AVERAGE_PRICE_TAKEN,WIN_INPLAY_VOLUME,PLACE_BSP_VOLUME,PLACE_MAX_PRICE_TAKEN,PLACE_MIN_PRICE_TAKEN,PLACE_LAST_PRICE_TAKEN,PLACE_WEIGHTED_AVERAGE_PRICE_TAKEN,PLACE_PREPLAY_VOLUME,BEST_AVAIL_BACK_AT_10AM_MELB_TIME,BEST_AVAIL_LAY_AT_10AM_MELB_TIME,BACK_MARKET_PERCENTAGE_AT_10AM_MELB_TIME,LAY_MARKET_PERCENTAGE_AT_10AM_MELB_TIME
2025-11-10,13:15:00.000,13:22:22.000,Lismore,NSW,1,250276318,R1 2110m Hcap,250276319,Country,2110,Hcap,Average,2,53183931,1,Gripping,Off Midfield,0.25,4.0,5.24,1.0,6,Jason Patton,Boris Thornton,62.5,9,b,86667,g,6,AUS,AUS,Sacred Eye,AUS,Pierro,IRE,High Chaparral,0,5.42,1,2.72,4.8,1456.55,6.6,4.5,5.7,5.45,4707.17,80.0,1.2,80.0,3.67,279.09,85.32,2.98,1.98,2.72,2.53,72.97,5.2,12.5,1.15,0.46
2025-11-10,13:15:00.000,13:22:22.000,Lismore,NSW,1,250276318,R1 2110m Hcap,250276319,Country,2110,Hcap,Average,2,1088137,2,Amalgamation,Off Midfield,0.3333333333333333,1.0,6.13,3.0,4,Marcus Wilson,Damien Thornton,60.0,9,b,43198,g,6,AUS,AUS,Blendwell,NZ,Dundeel,USA,Hard Spun,1,8.87,1,4.1,6.3333,1186.5,11.0,5.3,8.4,8.22,2162.87,17.0,1.01,1.01,2.51,1303.96,120.63,4.2,3.25,3.8,3.65,56.61,5.6,12.0,1.15,0.46
2025-11-10,13:15:00.000,13:22:22.000,Lismore,NSW,1,250276318,R1 2110m Hcap,250276319,Country,2110,Hcap,Average,2,69129404,3,Giddy Gans Joy,Midfield,0.5,4.0,5.29,4.0,1,Simon Foster,Jason Taylor,60.0,9,ch,50616,m,6,AUS,AUS,Demerger,USA,American Pharoah,USA,Saithor,0,8.81,0,3.97,6.6667,1070.13,9.6,4.5,9.6,7.7,2092.66,500.0,6.8,490.0,20.8,91.41,402.51,4.3,1.94,4.2,3.51,240.37,4.5,12.5,1.15,0.46
2025-11-10,13:15:00.000,13:22:22.000,Lismore,NSW,1,250276318,R1 2110m Hcap,250276319,Country,2110,Hcap,Average,2,83155679,5,Flaming Genesis,Off-Pace,0.6666666666666666,3.0,5.26,,5,Stephen Lee,Nozi Tomizawa,58.0,13,ch,66x41,h,4,AUS,NZ,Orinda,AUS,The Autumn Sun,NZ,O'Reilly,0,4.4,0,2.52,4.0667,2393.5,5.6,4.3,4.7,4.67,2434.08,500.0,3.05,360.0,5.57,675.41,230.86,2.7,2.1,2.7,2.31,106.13,4.8,11.0,1.15,0.46
2025-11-10,13:15:00.000,13:22:22.000,Lismore,NSW,1,250276318,R1 2110m Hcap,250276319,Country,2110,Hcap,Average,2,62808632,6,Sun Topaze,Backmarker,0.0625,4.0,7.32,5.0,3,Shane Everson,Jon Grisedale,58.0,20,br,72255,g,6,AUS,AUS,Dark Topaze,IRE,Adelaide,JPN,Fuji Kiseki,0,6.0,0,2.96,4.7333,954.71,6.8,4.9,5.5,5.65,1824.01,500.0,2.08,200.0,8.4,98.44,133.29,2.98,2.2,2.96,2.88,144.64,5.3,15.0,1.15,0.46
2025-11-10,13:15:00.000,13:22:22.000,Lismore,NSW,1,250276318,R1 2110m Hcap,250276319,Country,2110,Hcap,Average,2,49459660,7,Viadelamore,Backmarker,0.1666666666666666,5.0,8.81,2.0,2,Daniel Bowen,Ben Looker,58.0,6,b/br,9655q,g,6,IRE,USA,Love Street,IRE,Invincible Spirit,USA,Kitten's Joy,0,5.5,0,3.0,4.8,970.17,12.0,5.3,5.4,6.67,2961.17,500.0,5.4,260.0,13.54,44.11,298.87,3.65,2.38,3.0,3.11,106.87,7.2,19.0,1.15,0.46
2025-11-10,13:15:00.000,13:22:22.000,Lismore,NSW,1,250276318,R1 2110m Hcap,250276319,Country,2110,Hcap,Average,2,55978221,8,Contreras,Backmarker,0.125,1.0,59.26,,7,David & Marcus Scanes,Scott Sheargold,55.0,7,ch,80097,g,8,AUS,AUS,Spanish Lake,NZ,Criterion,AUS,Encosta De Lago,0,55.0,0,16.5,34.3333,193.94,85.0,32.0,46.0,51.68,604.2,500.0,46.0,500.0,61.14,72.27,34.74,15.5,4.6,14.5,9.55,10.36,42.0,240.0,1.15,0.46
2025-11-10,13:50:00.000,13:51:57.000,Lismore,NSW,2,250276323,R2 1210m Mdn,250276324,Country,1210,Mdn,Average,3,28435742,1,Privet,Backmarker,0.0833333333333333,3.0,107.9,,5,Stephanie Sixtus,Cobi Vitler,59.0,3,b,72785,g,4,NZ,AUS,Orangutan,AUS,Swiss Ace,ARG,Husson,0,273.0,1,13.65,84.3333,234.49,873.0,78.3,306.0,301.0,91.95,,,,,,35.99,23.14,11.44,19.35,13.92,21.53,42.0,790.0,1.04,0.56
2025-11-10,13:50:00.000,13:51:57.000,Lismore,NSW,2,250276323,R2 1210m Mdn,250276324,Country,1210,Mdn,Average,3,73370863,3,Starward,Midfield,0.5,3.0,6.94,3.0,2,Natalie McCall,Tiffani Brooker,59.0,17,b/br,6x424,g,4,AUS,AUS,Solera,AUS,Spirit Of Boom,AUS,Exceed And Excel,0,7.56,0,1.38,6.5,898.11,8.28,5.05,7.56,7.6,2376.72,790.0,6.0,490.0,14.16,172.94,143.1,1.58,1.28,1.58,1.43,129.58,5.8,17.0,1.04,0.56
2025-11-10,13:50:00.000,13:51:57.000,Lismore,NSW,2,250276323,R2 1210m Mdn,250276324,Country,1210,Mdn,Average,3,90847890,4,Adequate Eze,No Data,0.0,Unknown,11.35,2.0,6,Ben Hull,Boris Thornton,57.5,0,ch,,g,3,AUS,AUS,Miss Adequate,AUS,Trapeze Artist,NZ,O'Reilly,0,3.9,1,1.34,5.1,3198.75,13.92,3.69,3.87,6.62,2753.72,580.0,4.8,580.0,14.93,79.1,131.97,1.63,1.18,1.35,1.45,371.57,9.2,10.0,1.04,0.56
