gameId,gameTimeLocal,gameTimeUTC,duration,gameCode,gameStatusText,gameStatus,regulationPeriods,period,arenaId,arenaName,arenaCity,arenaState,arenaCountry,arenaTimezone,teamId,teamName,teamCity,teamTricode,score,teamStatus,status,order,personId,jerseyNum,position,starter,oncourt,played,name,nameI,firstName,familyName,statistics.assists,statistics.blocks,statistics.blocksReceived,statistics.fieldGoalsAttempted,statistics.fieldGoalsMade,statistics.fieldGoalsPercentage,statistics.foulsOffensive,statistics.foulsDrawn,statistics.foulsPersonal,statistics.foulsTechnical,statistics.freeThrowsAttempted,statistics.freeThrowsMade,statistics.freeThrowsPercentage,statistics.minus,statistics.minutes,statistics.minutesCalculated,statistics.plus,statistics.plusMinusPoints,statistics.points,statistics.pointsFastBreak,statistics.pointsInThePaint,statistics.pointsSecondChance,statistics.reboundsDefensive,statistics.reboundsOffensive,statistics.reboundsTotal,statistics.steals,statistics.threePointersAttempted,statistics.threePointersMade,statistics.threePointersPercentage,statistics.turnovers,statistics.twoPointersAttempted,statistics.twoPointersMade,statistics.twoPointersPercentage,notPlayingReason,notPlayingDescription
0022400287,2024-11-27T19:00:00-05:00,2024-11-28T00:00:00Z,139,20241127/ATLCLE,Final,3,4,4,1000006,Rocket Mortgage FieldHouse,Cleveland,OH,US,America/New_York,1610612737,Hawks,Atlanta,ATL,135,AWAY,ACTIVE,1,1642258,10,SF,1,0,1,Zaccharie Risacher,Z. Risacher,Zaccharie,Risacher,0,1,0,10,6,0.6,0,3,1,0,2,2,1.0,46.0,PT17M05.00S,PT17M,47.0,1.0,17,2,6,2,2,0,2,1,6,3,0.5,0,4,3,0.75,,
0022400287,2024-11-27T19:00:00-05:00,2024-11-28T00:00:00Z,139,20241127/ATLCLE,Final,3,4,4,1000006,Rocket Mortgage FieldHouse,Cleveland,OH,US,America/New_York,1610612737,Hawks,Atlanta,ATL,135,AWAY,ACTIVE,2,1630552,1,PF,1,1,1,Jalen Johnson,J. Johnson,Jalen,Johnson,7,1,1,16,9,0.5625,0,1,2,0,2,2,1.0,92.0,PT34M51.00S,PT35M,102.0,10.0,22,2,14,6,7,2,9,1,4,2,0.5,2,12,7,0.583333333333333,,
0022400287,2024-11-27T19:00:00-05:00,2024-11-28T00:00:00Z,139,20241127/ATLCLE,Final,3,4,4,1000006,Rocket Mortgage FieldHouse,Cleveland,OH,US,America/New_York,1610612737,Hawks,Atlanta,ATL,135,AWAY,ACTIVE,3,203991,15,C,1,0,1,Clint Capela,C. Capela,Clint,Capela,3,0,2,7,1,0.14285714285714302,0,0,2,0,0,0,0.0,49.0,PT18M32.00S,PT19M,52.0,3.0,2,0,2,0,3,6,9,1,0,0,0.0,1,7,1,0.14285714285714302,,
0022400287,2024-11-27T19:00:00-05:00,2024-11-28T00:00:00Z,139,20241127/ATLCLE,Final,3,4,4,1000006,Rocket Mortgage FieldHouse,Cleveland,OH,US,America/New_York,1610612737,Hawks,Atlanta,ATL,135,AWAY,ACTIVE,4,1630700,5,SG,1,1,1,Dyson Daniels,D. Daniels,Dyson,Daniels,1,1,0,11,4,0.36363636363636404,0,3,4,0,2,2,1.0,94.0,PT35M45.00S,PT36M,99.0,5.0,12,2,4,0,7,3,10,2,3,2,0.666666666666666,0,8,2,0.25,,
0022400287,2024-11-27T19:00:00-05:00,2024-11-28T00:00:00Z,139,20241127/ATLCLE,Final,3,4,4,1000006,Rocket Mortgage FieldHouse,Cleveland,OH,US,America/New_York,1610612737,Hawks,Atlanta,ATL,135,AWAY,ACTIVE,5,1629027,11,PG,1,1,1,Trae Young,T. Young,Trae,Young,22,0,0,18,6,0.333333333333333,0,3,3,0,5,5,1.0,98.0,PT36M57.00S,PT37M,103.0,5.0,20,4,4,4,4,0,4,0,13,3,0.230769230769231,5,5,3,0.6,,
0022400287,2024-11-27T19:00:00-05:00,2024-11-28T00:00:00Z,139,20241127/ATLCLE,Final,3,4,4,1000006,Rocket Mortgage FieldHouse,Cleveland,OH,US,America/New_York,1610612737,Hawks,Atlanta,ATL,135,AWAY,ACTIVE,6,1629631,12,,0,1,1,De'Andre Hunter,D. Hunter,De'Andre,Hunter,1,0,1,16,9,0.5625,0,6,2,0,4,3,0.75,75.0,PT30M28.00S,PT30M,86.0,11.0,26,6,8,2,5,0,5,0,9,5,0.555555555555556,3,7,4,0.5714285714285711,,
0022400287,2024-11-27T19:00:00-05:00,2024-11-28T00:00:00Z,139,20241127/ATLCLE,Final,3,4,4,1000006,Rocket Mortgage FieldHouse,Cleveland,OH,US,America/New_York,1610612737,Hawks,Atlanta,ATL,135,AWAY,ACTIVE,7,1630168,17,,0,1,1,Onyeka Okongwu,O. Okongwu,Onyeka,Okongwu,4,2,0,7,5,0.714285714285714,0,0,4,0,0,0,0.0,75.0,PT29M28.00S,PT29M,83.0,8.0,10,2,10,0,3,2,5,0,0,0,0.0,2,7,5,0.714285714285714,,
0022400287,2024-11-27T19:00:00-05:00,2024-11-28T00:00:00Z,139,20241127/ATLCLE,Final,3,4,4,1000006,Rocket Mortgage FieldHouse,Cleveland,OH,US,America/New_York,1610612737,Hawks,Atlanta,ATL,135,AWAY,ACTIVE,8,203992,13,,0,0,1,Bogdan Bogdanović,B. Bogdanović,Bogdan,Bogdanović,0,1,1,8,4,0.5,0,3,2,0,6,6,1.0,65.0,PT25M51.00S,PT26M,71.0,6.0,17,7,2,3,3,0,3,0,5,3,0.6,0,3,1,0.333333333333333,,
0022400287,2024-11-27T19:00:00-05:00,2024-11-28T00:00:00Z,139,20241127/ATLCLE,Final,3,4,4,1000006,Rocket Mortgage FieldHouse,Cleveland,OH,US,America/New_York,1610612737,Hawks,Atlanta,ATL,135,AWAY,ACTIVE,9,1641723,4,,0,0,1,Kobe Bufkin,K. Bufkin,Kobe,Bufkin,1,0,0,4,2,0.5,0,2,1,0,4,3,0.75,26.0,PT11M03.00S,PT11M,32.0,6.0,9,3,0,0,3,1,4,1,2,2,1.0,0,2,0,0.0,,
0022400287,2024-11-27T19:00:00-05:00,2024-11-28T00:00:00Z,139,20241127/ATLCLE,Final,3,4,4,1000006,Rocket Mortgage FieldHouse,Cleveland,OH,US,America/New_York,1610612737,Hawks,Atlanta,ATL,135,AWAY,ACTIVE,10,1630249,27,,0,0,0,Vít Krejčí,V. Krejčí,Vít,Krejčí,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,PT00M00.00S,PT00M,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,
