LOCAL_MEETING_DATE,SCHEDULED_RACE_TIME_MELBOURNE,ACTUAL_OFF_TIME_MELBOURNE,TRACK,STATE_CODE,RACE_NO,WIN_MARKET_ID,WIN_MARKET_NAME,PLACE_MARKET_ID,TRACK_TYPE,DISTANCE,RACE_TYPE,RACE_SPEED,PLACES_PAID,SELECTION_ID,SILK_NUMBER,SELECTION_NAME,SPEED_CATEGORY,EARLY_SPEED,LATE_SPEED,CARROT_CRUNCHER_RATED_PRICE,TOP_5_RANK,STALL_DRAW,TRAINER_NAME,JOCKEY_NAME,WEIGHT_VALUE,DAYS_SINCE_LAST_RUN,COLOUR_TYPE,FORM,SEX_TYPE,AGE,BRED,DAM_BRED,DAM_NAME,SIRE_BRED,SIRE_NAME,DAMSIRE_BRED,DAMSIRE_NAME,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,AVG_CORP_PRICE_AT_OFF,WIN_BSP_VOLUME,WIN_PREPLAY_MAX_PRICE_TAKEN,WIN_PREPLAY_MIN_PRICE_TAKEN,WIN_PREPLAY_LAST_PRICE_TAKEN,WIN_PREPLAY_WEIGHTED_AVERAGE_PRICE_TAKEN,WIN_PREPLAY_VOLUME,WIN_INPLAY_MAX_PRICE_TAKEN,WIN_INPLAY_MIN_PRICE_TAKEN,WIN_LAST_PRICE_TAKEN,WIN_INPLAY_WEIGHTED_AVERAGE_PRICE_TAKEN,WIN_INPLAY_VOLUME,PLACE_BSP_VOLUME,PLACE_MAX_PRICE_TAKEN,PLACE_MIN_PRICE_TAKEN,PLACE_LAST_PRICE_TAKEN,PLACE_WEIGHTED_AVERAGE_PRICE_TAKEN,PLACE_PREPLAY_VOLUME,BEST_AVAIL_BACK_AT_10AM_MELB_TIME,BEST_AVAIL_LAY_AT_10AM_MELB_TIME,BACK_MARKET_PERCENTAGE_AT_10AM_MELB_TIME,LAY_MARKET_PERCENTAGE_AT_10AM_MELB_TIME
2025-11-05,13:50:00.000,13:50:49.000,Grafton,NSW,1,250058413,R1 1000m Mdn,250058414,Country,1000,Mdn,Average,2,90008734,1,Insta Worthy,Midfield,0.4444166666666667,3.0,1.79,1.0,4,Matthew Dunn,Andrew Mallyon,58.0,17,b,x57x2,g,3,AUS,USA,Insta Erma,AUS,Farnan,USA,Pioneerof The Nile,0,1.89,1,1.16,1.7333,5185.48,2.12,1.5,1.99,1.89,10022.4,1000.0,1.66,1000.0,2.94,2714.76,964.84,1.2,1.11,1.18,1.15,972.89,1.62,2.78,1.15,0.73
2025-11-05,13:50:00.000,13:50:49.000,Grafton,NSW,1,250058413,R1 1000m Mdn,250058414,Country,1000,Mdn,Average,2,90714876,3,Prestige Pak,Midfield,0.3889166666666666,2.0,3.16,2.0,1,Jordan Lee,Luke Rolls,57.5,22,ch,943x2,g,3,AUS,AUS,Emma Jane,AUS,Deep Field,AUS,Sebring,1,2.59,1,1.37,2.25,2256.16,2.98,2.24,2.56,2.55,10713.57,3.25,1.01,1.01,1.78,2524.58,326.93,1.64,1.26,1.37,1.4,763.82,2.52,3.0,1.15,0.73
2025-11-05,13:50:00.000,13:50:49.000,Grafton,NSW,1,250058413,R1 1000m Mdn,250058414,Country,1000,Mdn,Average,2,86099282,6,Egyptian Lass,On-Pace,0.75,1.0,25.37,4.0,2,Terry Commerford,Jon Grisedale,55.5,15,b,36933,m,5,AUS,NZ,Khepri,AUS,Wandjina,USA,Faltaat,0,20.77,0,5.5,18.6667,675.79,60.0,19.0,22.0,25.09,1591.07,1000.0,19.5,1000.0,51.57,50.26,110.87,7.0,5.3,6.0,5.99,192.19,23.0,140.0,1.15,0.73
2025-11-05,13:50:00.000,13:50:49.000,Grafton,NSW,1,250058413,R1 1000m Mdn,250058414,Country,1000,Mdn,Average,2,90714878,8,Zelenka,Backmarker,0.1666666666666666,5.0,11.75,3.0,3,John Shelton,Ben Looker,55.5,15,b,5,f,3,AUS,IRE,Classic Music,AUS,Prague,IRE,Danehill Dancer,0,18.0,0,3.85,14.0,1118.3,50.0,13.0,16.0,19.86,1323.01,780.0,15.0,780.0,37.26,70.64,80.64,7.6,3.5,3.85,5.15,166.19,10.5,40.0,1.15,0.73
2025-11-05,14:25:00.000,14:29:00.000,Grafton,NSW,2,250058418,R2 1175m Hcap,250058419,Country,1175,Hcap,Fast,3,42022679,1,Havieron,Off-Pace,0.6666666666666666,3.0,25.94,4.0,2,Donna Traecey,Stephen Traecey,61.5,138,b,5165x,g,9,AUS,AUS,Dineeta,NZ,Dundeel,IRE,Dylan Thomas,0,62.21,0,5.3,39.6667,541.73,85.0,21.0,65.0,71.7,580.65,500.0,110.0,470.0,221.03,2.48,87.12,5.5,3.3,5.5,5.02,120.81,21.0,130.0,1.12,0.61
2025-11-05,14:25:00.000,14:29:00.000,Grafton,NSW,2,250058418,R2 1175m Hcap,250058419,Country,1175,Hcap,Fast,3,90714879,2,Dizzy Dee,On-Pace,0.7083333333333334,3.0,5.97,2.0,7,Shane Everson,Jett Newman,59.0,8,b,31581,m,5,AUS,AUS,Emaurismo,AUS,Dissident,AUS,Redoute's Choice,1,4.99,1,1.43,4.0667,1815.12,5.7,3.9,4.8,4.83,4776.43,4.6,1.04,1.22,1.75,977.8,167.21,1.4,1.29,1.34,1.36,382.44,5.3,15.5,1.12,0.61
2025-11-05,14:25:00.000,14:29:00.000,Grafton,NSW,2,250058418,R2 1175m Hcap,250058419,Country,1175,Hcap,Fast,3,75480598,3,Kevin McKeen,Midfield,0.5,4.0,5.66,,5,Brett Dodson,Stephen Cummins,59.0,8,b,x74x2,g,6,NZ,NZ,Sakura,NZ,Keano,ARG,Mr Nancho,0,6.0,1,1.45,4.8333,1088.24,8.6,4.6,6.0,6.7,2529.98,70.0,1.44,5.4,4.98,176.3,122.57,1.45,1.4,1.45,1.41,116.39,4.6,11.5,1.12,0.61
2025-11-05,14:25:00.000,14:29:00.000,Grafton,NSW,2,250058418,R2 1175m Hcap,250058419,Country,1175,Hcap,Fast,3,80130890,4,Deep Stealth,On-Pace,0.8333333333333334,5.0,1.91,1.0,1,Matthew Dunn,Andrew Mallyon,58.5,17,b,4x422,m,4,AUS,AUS,Tatcee,AUS,Deep Field,AUS,Foxwedge,0,1.73,1,1.05,1.5,3579.45,2.34,1.64,1.71,1.71,13458.1,500.0,1.82,200.0,2.76,548.93,1429.78,1.16,1.04,1.06,1.05,1267.89,1.85,2.34,1.12,0.61
2025-11-05,14:25:00.000,14:29:00.000,Grafton,NSW,2,250058418,R2 1175m Hcap,250058419,Country,1175,Hcap,Fast,3,90714880,5,Ultimate Say,On-Pace,0.7708333333333334,2.0,14.69,5.0,6,Samantha McGuren,Ben Looker,57.0,15,ch,10x6,m,4,AUS,AUS,Ultimate Dreamer,AUS,Rothesay,AUS,Dreamscape,0,40.26,0,3.76,25.6667,328.77,46.0,13.0,40.0,38.74,433.66,500.0,11.5,500.0,30.55,43.22,159.14,4.2,2.9,4.0,3.94,105.1,12.5,50.0,1.12,0.61
2025-11-05,14:25:00.000,14:29:00.000,Grafton,NSW,2,250058418,R2 1175m Hcap,250058419,Country,1175,Hcap,Fast,3,70322942,7,Merlins Melody,Off-Pace,0.5833333333333334,1.0,94.3,3.0,3,Jason Reilly,Bella Youngberry,55.5,15,b,808x0,g,5,IRE,FR,Do Re Mi Fa Sol,GB,Camelot,GB,Wootton Bassett,0,170.0,0,11.42,86.0,296.47,210.0,55.0,190.0,163.73,192.92,500.0,30.0,500.0,115.78,35.34,81.83,14.0,11.0,12.0,12.23,35.79,55.0,300.0,1.12,0.61
2025-11-05,14:25:00.000,14:29:00.000,Grafton,NSW,2,250058418,R2 1175m Hcap,250058419,Country,1175,Hcap,Fast,3,1411723,8,Welcome Back,Off Midfield,0.3333333333333333,3.0,64.63,,4,Tom Higgins,Leanne Boyd,55.0,10,b,58245,m,6,AUS,AUS,Astral Miss,AUS,Pariah,AUS,Denman,0,145.92,0,9.34,99.6667,203.82,300.0,44.0,160.0,191.43,244.11,510.0,55.0,500.0,96.45,26.81,87.72,11.5,9.2,10.0,10.28,78.59,44.0,250.0,1.12,0.61
2025-11-05,15:00:00.000,15:00:30.000,Grafton,NSW,3,250058423,R3 1400m Hcap,250058424,Country,1400,Hcap,Average,3,70666909,1,All About Artie,Leader,1.0,2.0,2.94,1.0,3,Marcus Wilson,Jett Newman,60.5,17,b,223x2,g,5,AUS,AUS,Sixth Chance,AUS,Flying Artie,AUS,Northern Meteor,0,3.75,0,1.44,2.7333,2432.07,3.95,2.6,3.8,3.33,6009.7,780.0,2.18,260.0,3.34,1007.14,1857.05,1.61,1.2,1.5,1.46,1664.92,2.6,5.8,1.17,0.41
2025-11-05,15:00:00.000,15:00:30.000,Grafton,NSW,3,250058423,R3 1400m Hcap,250058424,Country,1400,Hcap,Average,3,51936247,10,Shes Enuff,On-Pace,0.8333333333333334,2.0,12.6,5.0,2,Jason Reilly,Emily Farr,55.0,17,b,99x47,m,7,AUS,AUS,Drivel,AUS,Rich Enuff,AUS,Redoute's Choice,0,6.4,1,2.46,6.6667,1884.83,14.0,6.2,6.4,7.93,3883.38,120.0,4.2,120.0,7.5,204.27,153.39,2.82,2.36,2.46,2.45,518.01,11.5,46.0,1.17,0.41
2025-11-05,15:00:00.000,15:00:30.000,Grafton,NSW,3,250058423,R3 1400m Hcap,250058424,Country,1400,Hcap,Average,3,35910134,2,Royal Victory,Off Midfield,0.2083333333333333,3.0,12.23,4.0,1,Stephen Lee,Bella Youngberry,59.5,313,ch,2176x,g,4,AUS,AUS,Seventhchic,AUS,The Autumn Sun,AUS,Seventh Reason,0,27.0,0,6.4,18.6667,580.45,34.0,12.5,27.0,26.97,588.51,500.0,13.0,400.0,34.82,61.01,134.79,6.6,5.7,6.4,6.16,128.51,13.5,55.0,1.17,0.41
2025-11-05,15:00:00.000,15:00:30.000,Grafton,NSW,3,250058423,R3 1400m Hcap,250058424,Country,1400,Hcap,Average,3,66732826,3,Artzino,Off Midfield,0.2916666666666667,1.0,18.31,,8,Jason Reilly,Grady Spokes,59.0,15,b,37566,g,6,NZ,NZ,Art Beat,NZ,Tarzino,GB,Captain Rio,0,44.0,0,8.0,25.0,697.97,55.0,18.0,44.0,41.32,956.84,790.0,20.0,790.0,66.86,30.07,47.83,8.6,6.2,8.6,7.85,115.91,18.0,100.0,1.17,0.41
2025-11-05,15:00:00.000,15:00:30.000,Grafton,NSW,3,250058423,R3 1400m Hcap,250058424,Country,1400,Hcap,Average,3,474915,4,Bush Warrior,Midfield,0.5,4.0,17.33,,4,Daniel Stanley,Cassey Williams,59.0,11,ch,72184,g,7,AUS,AUS,Bushnut,AUS,Choisir,IRE,Dubawi,0,21.23,0,5.08,17.6667,607.09,28.0,17.0,21.0,22.98,465.84,300.0,13.5,260.0,27.62,99.39,152.72,5.2,4.9,5.1,5.06,66.75,16.0,80.0,1.17,0.41
2025-11-05,15:00:00.000,15:00:30.000,Grafton,NSW,3,250058423,R3 1400m Hcap,250058424,Country,1400,Hcap,Average,3,54973993,5,Discreet Lady,Backmarker,0.1666666666666666,5.0,11.6,3.0,5,Tom Higgins,Leanne Boyd,59.0,25,b,142x5,m,6,AUS,AUS,Discreet Madam,AUS,Oratorio,AUS,Foxwedge,0,10.64,0,2.68,8.5,706.9,15.0,8.0,10.0,10.74,1733.06,260.0,6.4,120.0,14.5,120.06,294.71,3.15,2.58,2.74,2.69,417.71,8.6,24.0,1.17,0.41
2025-11-05,15:00:00.000,15:00:30.000,Grafton,NSW,3,250058423,R3 1400m Hcap,250058424,Country,1400,Hcap,Average,3,60857679,6,Wilderness Star,Leader,0.9166666666666666,3.0,6.16,2.0,7,Annette Lee,Ryan Bradley,58.5,10,b,83043,m,7,AUS,AUS,One Mississippi,AUS,Stratum Star,AUS,Starspangledbanner,0,4.3,0,1.99,4.0667,1962.66,7.6,4.0,4.3,4.48,6281.13,790.0,3.0,500.0,7.61,328.48,592.06,2.0,1.91,2.0,1.97,295.31,4.1,13.5,1.17,0.41
2025-11-05,15:00:00.000,15:00:30.000,Grafton,NSW,3,250058423,R3 1400m Hcap,250058424,Country,1400,Hcap,Average,3,1387146,7,Hypothermia,Off Midfield,0.25,5.0,14.32,,9,John Shelton,Jessica Brookes,57.5,15,gr/br,54602,m,5,AUS,AUS,Harmattan,USA,Frosted,IRE,Street Cry,0,13.8,1,4.15,12.0,498.23,16.5,12.0,12.5,14.76,676.6,90.0,1.51,6.4,15.85,92.3,36.33,3.85,3.75,3.75,3.79,50.0,13.0,440.0,1.17,0.41
