LOCAL_MEETING_DATE,SCHEDULED_RACE_TIME_MELBOURNE,ACTUAL_OFF_TIME_MELBOURNE,TRACK,STATE_CODE,RACE_NO,WIN_MARKET_ID,WIN_MARKET_NAME,PLACE_MARKET_ID,TRACK_TYPE,DISTANCE,RACE_TYPE,RACE_SPEED,PLACES_PAID,SELECTION_ID,SILK_NUMBER,SELECTION_NAME,SPEED_CATEGORY,EARLY_SPEED,LATE_SPEED,CARROT_CRUNCHER_RATED_PRICE,TOP_5_RANK,STALL_DRAW,TRAINER_NAME,JOCKEY_NAME,WEIGHT_VALUE,DAYS_SINCE_LAST_RUN,COLOUR_TYPE,FORM,SEX_TYPE,AGE,BRED,DAM_BRED,DAM_NAME,SIRE_BRED,SIRE_NAME,DAMSIRE_BRED,DAMSIRE_NAME,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,AVG_CORP_PRICE_AT_OFF,WIN_BSP_VOLUME,WIN_PREPLAY_MAX_PRICE_TAKEN,WIN_PREPLAY_MIN_PRICE_TAKEN,WIN_PREPLAY_LAST_PRICE_TAKEN,WIN_PREPLAY_WEIGHTED_AVERAGE_PRICE_TAKEN,WIN_PREPLAY_VOLUME,WIN_INPLAY_MAX_PRICE_TAKEN,WIN_INPLAY_MIN_PRICE_TAKEN,WIN_LAST_PRICE_TAKEN,WIN_INPLAY_WEIGHTED_AVERAGE_PRICE_TAKEN,WIN_INPLAY_VOLUME,PLACE_BSP_VOLUME,PLACE_MAX_PRICE_TAKEN,PLACE_MIN_PRICE_TAKEN,PLACE_LAST_PRICE_TAKEN,PLACE_WEIGHTED_AVERAGE_PRICE_TAKEN,PLACE_PREPLAY_VOLUME,BEST_AVAIL_BACK_AT_10AM_MELB_TIME,BEST_AVAIL_LAY_AT_10AM_MELB_TIME,BACK_MARKET_PERCENTAGE_AT_10AM_MELB_TIME,LAY_MARKET_PERCENTAGE_AT_10AM_MELB_TIME
6/11/2025,9:55:00 AM,9:55:44 AM,Avondale,NZ,1.0,250111644.0,R1 2100m Mdn,250111645.0,,2100.0,Mdn,,3.0,2075444.0,1.0,Charlemagne,,,,,,5.0,Moira & Kieran Murdoch,Joe Doyle,58.5,15.0,b,47232,g,5.0,NZ,NZ,Lady Eiko,NZ,Tavistock,USA,Stravinsky,1.0,6.8,1.0,1.68,,469.63,7.4,4.6,6.8,6.22,421.3,85.0,2.14,55.0,5.84,108.61,101.85,1.8,1.64,1.68,1.72,696.43,1.13,150.0,5.75,0.03
6/11/2025,9:55:00 AM,9:55:44 AM,Avondale,NZ,1.0,250111644.0,R1 2100m Mdn,250111645.0,,2100.0,Mdn,,3.0,84981879.0,10.0,Abeecee,,,,,,8.0,Emma Faber,Darren Danis,56.5,15.0,b,930x7,m,4.0,NZ,AUS,So Comely,IRE,Belardo,USA,Anabaa,0.0,50.0,0.0,7.03,,63.47,170.0,27.0,44.0,41.28,40.94,370.0,18.0,350.0,72.92,1.51,34.63,7.8,4.0,7.2,7.05,283.02,18.0,500.0,5.75,0.03
6/11/2025,9:55:00 AM,9:55:44 AM,Avondale,NZ,1.0,250111644.0,R1 2100m Mdn,250111645.0,,2100.0,Mdn,,3.0,85181338.0,2.0,Complimenterry,,,,,,10.0,Terry Powell,Masahiro Hashizume,58.5,29.0,b,47335,g,5.0,NZ,NZ,Legs And Lips,AUS,Telperion,USA,Bachelor Duke,0.0,19.5,1.0,3.95,,388.49,24.0,11.0,22.0,18.2,117.25,44.0,1.02,1.13,8.73,91.15,53.67,4.2,3.6,4.1,3.92,282.72,1.02,65.0,5.75,0.03
6/11/2025,9:55:00 AM,9:55:44 AM,Avondale,NZ,1.0,250111644.0,R1 2100m Mdn,250111645.0,,2100.0,Mdn,,3.0,89966203.0,3.0,King Cabal,,,,,,7.0,Grant & Tana Shaw,Corentin Berge,58.5,8.0,b,5x652,g,5.0,NZ,NZ,Cabal,NZ,Preferment,IRE,Carnegie,0.0,29.0,0.0,4.0,,176.0,110.0,19.5,32.0,25.7,35.19,870.0,11.5,500.0,69.48,3.12,8.09,4.2,4.1,4.1,4.14,12.1,1.13,,5.75,0.03
6/11/2025,9:55:00 AM,9:55:44 AM,Avondale,NZ,1.0,250111644.0,R1 2100m Mdn,250111645.0,,2100.0,Mdn,,3.0,89967146.0,4.0,Air Dancer,,,,,,9.0,Clinton Isdale,Matt Cartwright,58.5,18.0,b,0x83,g,4.0,NZ,NZ,Itsallme,JPN,Staphanos,USA,Black Minnaloushe,0.0,48.0,0.0,8.4,,245.34,65.0,16.0,46.0,34.35,97.55,870.0,5.2,500.0,28.93,11.77,28.29,8.4,2.9,8.4,7.83,145.2,1.13,,5.75,0.03
6/11/2025,9:55:00 AM,9:55:44 AM,Avondale,NZ,1.0,250111644.0,R1 2100m Mdn,250111645.0,,2100.0,Mdn,,3.0,85181335.0,5.0,Magee,,,,,,1.0,Davina Waddell,Lynsey Satherley,58.5,8.0,ch,64465,g,8.0,NZ,NZ,Dancethenightaway,NZ,El Hermano,USA,Dance Floor,0.0,55.0,0.0,6.0,,112.84,150.0,28.0,50.0,35.1,116.89,450.0,18.0,150.0,55.65,12.23,36.39,6.8,5.8,6.2,6.33,96.15,18.0,500.0,5.75,0.03
6/11/2025,9:55:00 AM,9:55:44 AM,Avondale,NZ,1.0,250111644.0,R1 2100m Mdn,250111645.0,,2100.0,Mdn,,3.0,4826495.0,6.0,Janka,,,,,,6.0,Shelley Wright,Hayley Hassman,58.5,15.0,b,96665,g,7.0,NZ,AUS,Strengthened,GB,Redwood,USA,Woodman,0.0,80.0,0.0,12.0,,183.31,90.0,36.0,85.0,59.02,120.37,450.0,26.0,200.0,82.15,2.2,11.95,12.0,9.6,12.0,10.67,125.34,26.0,500.0,5.75,0.03
6/11/2025,9:55:00 AM,9:55:44 AM,Avondale,NZ,1.0,250111644.0,R1 2100m Mdn,250111645.0,,2100.0,Mdn,,3.0,90755410.0,7.0,Warbound,,,,,,2.0,Tarissa MacDonald,Craig Grylls,58.5,36.0,b,0x00,g,4.0,NZ,NZ,Wanderlust,USA,War Decree,NZ,Tavistock,0.0,92.59,0.0,9.89,,62.79,140.0,36.0,95.0,46.16,12.71,500.0,32.0,200.0,86.31,6.03,62.42,11.0,9.8,10.0,10.13,47.33,50.0,870.0,5.75,0.03
6/11/2025,9:55:00 AM,9:55:44 AM,Avondale,NZ,1.0,250111644.0,R1 2100m Mdn,250111645.0,,2100.0,Mdn,,3.0,90755411.0,8.0,Luvabeel,,,,,,3.0,Mark Walker & Sam Bergerson,Opie Bosson,56.5,15.0,b,8x232,m,4.0,NZ,NZ,O'Lovely,AUS,Savabeel,NZ,O'Reilly,0.0,1.6,0.0,1.12,,2911.77,2.16,1.58,1.68,1.77,3841.93,500.0,1.37,150.0,1.76,1045.58,5.0,1.2,1.12,1.13,1.17,2665.75,1.03,870.0,5.75,0.03
6/11/2025,9:55:00 AM,9:55:44 AM,Avondale,NZ,1.0,250111644.0,R1 2100m Mdn,250111645.0,,2100.0,Mdn,,3.0,70003054.0,9.0,Khando,,,,,,4.0,Pam Gerard,George Rooke,56.5,27.0,b,48532,m,5.0,NZ,NZ,Evens,AUS,Mongolian Khan,AUS,Pins,0.0,14.0,1.0,2.48,,405.58,20.0,8.8,15.5,10.77,640.86,350.0,9.4,200.0,17.5,29.04,43.31,2.68,2.12,2.46,2.36,563.71,1.03,370.0,5.75,0.03
6/11/2025,10:29:00 AM,10:29:52 AM,Avondale,NZ,2.0,250111646.0,R2 1200m Hcap,250111647.0,,1200.0,Hcap,Fast,3.0,90755412.0,1.0,Notabadbergs,Midfield,0.5,Unknown,11.74,,4.0,Shaun & Emma Clotworthy,Elen Nicholas,60.0,40.0,b,91506,g,4.0,NZ,NZ,Guessing,FR,Vadamos,AUS,Keeper,0.0,19.92,0.0,4.07,,201.56,22.0,7.4,17.5,16.21,76.39,870.0,19.0,500.0,119.49,1.61,43.64,4.1,3.8,4.1,3.95,50.76,7.4,23.0,1.3,0.63
6/11/2025,10:29:00 AM,10:29:52 AM,Avondale,NZ,2.0,250111646.0,R2 1200m Hcap,250111647.0,,1200.0,Hcap,Fast,3.0,68235339.0,2.0,Goldiluxe,Off-Pace,0.6,Unknown,6.11,,8.0,David Greene,Warren Kennedy,58.0,20.0,ch,324x3,m,6.0,NZ,NZ,Luxe,AUS,Ghibellines,NZ,O'Reilly,1.0,6.0,1.0,2.1,,1241.54,6.6,4.8,6.2,5.54,1536.59,27.0,1.59,1.59,15.4,10.41,16.72,2.18,1.65,1.93,1.92,364.68,4.9,9.0,1.3,0.63
